artist,song_title,lyrics_clean_ascii,mood
Fikret Kızılok,Yadigar,ne derdi var ne tasasi dort duvari cercevesi ortasinda sen bende hicran yarasi kendimi icip bardaktan tutusup sigaramdan alev alev toz duman yangin olurum geceyarisi kendine calar saatler kendi bekler acelem nereye giderim ki kime kapanir pencerem kendine soner lambalar kendi uyur uykular sabaha kalmis gozlerim yine de yalniz degilim sen varsin hasretin var bize bizden kalan kahrolasi acilar yoklugun var,
Fikret Kızılok,Yağmur Olsam,ner'de gorsem yan yan kacar bana bakar guler gider yanar kalbim ates sacar kan ve keder dolar gider gâhi uslu gâhi deli sunam senden ayrilali garip hâlimi gormeli benzim sari solar gider yagmur olsam yaga yaga terim gozyasim topraga veysel baglanmis bir baga gozyaslarin siler gider,
Fikret Kızılok,Yalan,1 contributoryalan lyrics yalandi hep yalan samanyolu geceler hep yalan i̇ki korku cicegi acar gozlerimde oysa bakislarim neden yalan aksam olur demelerim damla damla duman duman yapragimin ustunde sebnem olursun kiragim cigdem elimi uzatsam o da yalan bir gece orter ustumu anlamazlar ki halimi yastigimdan kuskulanirim o da yalan o da yalan hirsiz gibi duslerimde gizli gizli sevdalanirim tutunurum kendime o da yalan o da yalan bir bildigim kimi hala sevdigim bir horoz oter susar icim sende sabah bende gece yarisi unutmusum yalandi bir sen bilirsin bir de ben soylesem baskalarina o da yalan,
Fikret Kızılok,Yana Yana,1 contributoryana yana lyrics yordun beni dunya soldurdun kosturdun beni dunya bir o yana bir bu yana yana yana dort ruzgari kaderin pesim sira taraf ettin beni yabanci yalanci bir o yana donup durdum nafile sebil ettin gonlumu dunumu bugunumu gecemi gunduzumu yer dosek duvar bulut sir ettin zor ettin bulamadim yolumu bilemedim sonumu mahpus ettin beni esir ettin sefil ettin i̇ste halimdir yildizlar sahidimdir,
Fikret Kızılok,Yeter Ki,ellerim gozlerim kelepcelerde sevda collerinde geciyor aylarim yillarim gecelerim sevda zindanlarinda yeter ki sen sev beni yeter ki inan bana varligin dilimde bir yudum su hayalin serabin yeterdi bana,
Fikret Kızılok,Yine Yakalandık,1 contributoryine yakalandik lyrics artik fransizca gazeteleri okuyabiliyordum bazi kitaplar yasakti bunlari geceleri okurdum namik kemal'i voltaire'i robespierre'i simdi cok daha iyi anliyordum once napoleon'a hayrandim felsefî goruslerim iyice sekillenince ondan pek hoslanmadim demek ki devrimler karsi devrimleri getirebilirdi 1789'un safligi ve temizligi sonra napoleon emperyalizmi bir gun arkadaslarla bir komite kurduk el yazisiyla gazete cikarmaya karar verdik gazete sarayin kulagina gidince yakalandik ama okul muduru devrimci bir adamdi kurtulduk bеlki de bir icgudu kurmay okulunun ilk sinifinda hepimizden birеr arastirma yazisi istenmisti hazirladigim arastirmayi okuyan ogretmenim gozlerime bakti zaten dedi senden de bu beklenirdi arastirmanin adi baskente karsi anadolu yakasindan girisilebilecek bir i̇syan hareketinin gerilla taktikleri sonra gene yakalandik bildiri dagitiyorduk ustelik okul bitmis daha yeni yuzbasi olmustuk tutuklu kaldigim sure icinde artik yaziyordum siir yaziyordum devrim taslaklari yaziyordum sonunda kita hizmeti adina i̇stanbul disina suruldum sam'a peki dedim oyle olsun biz de gider colde bile yeni bir devlet kurariz zamanla binlerce gercegin degil tek bir gercegin oldugunu anlamaya basladim ne isimiz vardi arabistan collerinde hepimizi baski altinda tutmaya calisan softalarin yobazlarin icinde ne isimiz vardi i̇yice anlamistim ki musluman olmayanlarin cennetin butun nimetlerinden yararlandiklari muslumanlarin ise cehennem azabi cektikleri bir yerdi osmanli i̇mparatorlugu,
Fikret Kızılok,Yola Çıkarken,1 contributoryola cikarken lyrics yola cikarken apoletlerimi koparmistim artik rutbesiz bir er bile degildim emir ve komuta zincirinin ne oldugunu askerler iyi bilir artik halktan biriydim tek gucum ihtilalci olmamdi boynumuzda idam fermani bulunan bir ihtilalci butun evraklar yazismalar resmî olarak yaverimdeydi ama o da istifa ettigine gore ben dedi bu evraklari simdi size veremem ne olacak butun bunlari bir baska komutana vermeliyim once kendimi toparlayamadim rutbesiz bir ihtilalciydim hakliydi ama bir yerde de bu isin eylemde bir yeri var mi diye kalakalmistim ertesi gun odaya karabеkir pasa geldi i̇ki adim uzakta topuklarindan gelen bir sеlam verdi ve oylece devam etti komutamda bulunan herkesin size saygilarini arz ediyoruz i̇htilalin dogal komutani sizsiniz emrinizdeyiz kucaklastik cagimizin cok fevkinde olan islere kalkismak husran olabilirdi kisa zamanda parlak basarilar elde edebilirdik ama sinirlari genisletmek istemiyordum ulusal sinirlar icinde saglikli bir devlet kurarak benden sonra da saglam kalacak siyasî bir sistem birakmaliydim mîsâki millî arkadaslarla bazen tartisirdik bazilari eski sinirlara kavusmak isterlerdi hatta daha da otesini oysa ben somurgeciligin yayilmaciligin er gec husranla sona erecegini biliyordum amaclarima adim adim gitmeliydim halkima ters gelecek dusunceleri defalarca dusunmeliydim danismaliydim ama karar verince de asla geri donmemeliydim erzurum'a varinca ilk hedefim kongreyi toplamakti bu anadolu ihtilalinin meclisi olacakti ates orada yakilacak sabahlara kadar calisirdik her seyi adim adim planlamak gerekiyordu gunlukleri yazmaktan yorulunca mazhar'a yazdirirdim sigaramin aci nefesi tatli hayalleri gerceklestirecekti bu sirlari simdilik sakla ve yaz padisah ve hanedan yok olacak ve cumhuriyet kurulacak yaz fes kalkacak yaz uygar milletler gibi sapka olacak bazen bunlar fazla hayal degil mi derdi yaz derdim devam et latin harfleri olacak yaz kadinlara ozgurluk secme secilme hakki seneler sonra ikimiz de yazdiklarimizi unutmamistik sapka devrimini gerceklestirdigimizde benim de mazhar'in da diyanet i̇sleri baskani'nin da basinda birer sapka vardi goz goze gelmistik mazhar demisti kacinci sayfada kaldik,
Fikret Kızılok,Yumma Gözün Kör Gibi,kimine at vermis estirir gezer kimine ask vermis costurur gezer kimine mal vermez kosturur gezer kosturur gezer sanki bunu zengin etmek zor gibi zor gibi bir kismina yayla vermis koy vermis bir kismina buyuk buyuk pay vermis sevdigine guzellikle boy vermis boy vermis al yanaklar sule verir nur gibi nur gibi kimine saz vermis calar eglenir kimi zevk icinde guler eglenir veysel gozyaslari siler eglenir siler eglenir yeter gayri yumma gozun kor gibi kor gibi,
Fikret Kızılok,Zaman Zaman,bir gun olsun unutunca disimda kaliyorsun oysa seni dusununce i̇cime sigmiyorsun zaman zaman hmm o zaman gozlerimi kapatinca yanimda oluyorsun seni opsem seni oksasam farkina varmiyorsun her gun aksam olusunda kadehime doluyorsun yudum yudum damla damla dusuncem oluyorsun sigaramin dumaninda dudagima konuyorsun her nefeste derin derin icime doluyorsun,
MFÖ (TUR),Acayip Haldeyim,1 contributoracayip haldeyim lyricsnasil da asigim sana bir bilsen nasil sarilmak geliyor sana i̇cimden sensin elbette daha cok bilen benden nasil ozledim seni bir bilsen bu ask tarif edilmez bunu bilesin suyun rengini anlatabilir misin gulun kokusun bana anlatsana sekerin tadi gibi bendeki bu sevda bir acaip haldeyim acaip halde halin nedir diyen yok senden baska hic kimse sormuyor,
MFÖ (TUR),Acıyı Bal Eyledik,bak su bebelerin guzelligine kasi destan goz destan elleri elleri kan icinde kor olasin demiyorum kor olma da gor beni ekildik toprak olduk dokulduk yaprak olduk cekildik bayrak olduk geldik bugune ekmegi bol eyledik aciyi bal eyledik sirat'i yol eyledik gun gun ile barismali kardes kardes durusmali koklasmali soylesmeli korka korka yasamak ne hor baktik mi karincaya kirdik mi kanadini sercenin ya nasil kiyariz insana sirati yol eyledik,
MFÖ (TUR),Adımız Miskindir Bizim,adimiz miskindir bizim dusmanimiz kindir bizim biz kimseye kin tutmayiz kamu alem birdir bize biz dunyadan gider olduk kalanlara selam olsun bilmeyen ne bilsin bizi bilenlere selam olsun kamu alеm birdir bize,
MFÖ (TUR),Ağlamadan,aglamadan dillerim dolasmadan yumrugum cozulmeden gecenin karsisinda gundelik sozler arasinda bir askin komasinda safaktan utanmayi utandirmadan aski uzerime yuregimden baska bir muska takmadan belgeler gerekli kanitlar ifadeler muhur ve imza pes pese kac gece yillarca haytanin tekiyim ben bunu bilsin insanlar ruhumdun peisndedir o eski yanlisiklar,
MFÖ (TUR),Ağlamakla Olmaz Sevgilim,1 contributoraglamakla olmaz sevgilim lyricsaglamakla olmaz sevgilim degismek degistirmek gerek yaninda dostlarin ve sen hala yalnizsin neden cunku kimse kimseyi tam bilmez gozle gorunen koy kilavuz istemez aglamakla olmaz sevgilim para miydi istedigin al iste buldum hepsini sevgi ilgi muhabbetmiydi istedigin gor iste halimizi,
MFÖ (TUR),Alaturka,elaleme guldurme kendini guldurme kendini elaleme yarim yamalak bir dram icinde ala ala alaturka alaturka alaturka ala alaturka alaturka acilar resim degil ki asilsin duvara i̇ki bin yilina dogru cocuksun daha sahip cikmak lazim sana yarim yamalak bir dram icindе elaleme guldurmе kendini alaturka ala alaturka ala ala alaturka,
MFÖ (TUR),Ali Desidero,arkadaslari ali derler hani oturur bizim kahvede yakmis abayi bir dilbere nefaset birsey fidan boylu bizim ali pispirik oynar mfo dinler mac seyreder dedim ki abayi yakmis kiza bundan haberi yok kizin ama ali desidero aliiii ali desidero kiz cok guzel latif sirin hem kitap kurdu hem bir ahu venus mu desem afrodit mi eli yuzu duzgun bir icim su elbetteki feminist bir kiz metafizige de inanmakta bir kusuru var yalniz kizin biraz entel takilmakta optimist hem de pesimist biraz idealizmi de savunmakta ali desidero aliii ali desidero teoride desen zehir gibi pratik dersen sallanmakta bazen ben humanistim diyor bazen rasyonalist oluyor degisik bir psikoloji bir felsefe idiotloji idiot idiot idiotloji bizim ali kahvede aynen kiz oradan gelip gecerken gozune kestirip kafasina takiyor bu benim diyor dokunani yakarim ne yapmali ne etmeli bir oyunbazlik bir seytanlik kiza dalavere mi cevirmeli bu beraberlik nasil olacak i̇kisi de ayri telden caliyor centilmence mi yaklasmali familyasiyla mi tanismali bir bilene mi danismali bu kiz sanki bir buzdolabi aliii ali desidero ali kahvede oturup duruyor kizin gecmesini bekliyor hatun kisi gorununce koseden mfo basliyor aynen kasetten matmazel mfo yu duyar duymaz bir an kendinden geciyor ha bayildi bayilacak derken ali kizin elinden tutuyor ali kiza bir klark cekiyor kahvedekiler ininin diyor ininin ininin ininin inininin ininin ininiiiniiin kiz pardon diyor basim dondu mfo yakar gonlumu rica ederim gelebilir her genc kizin basina yardim edeyim size isterseniz evinize gotureyim icabinda ay nasil oluur ben sizi hic tanimiyorum ama hem konu komsu ne der sonra merci giderim tek basima olur mu ne onemi var diyor oglan yuruyelim iste ne cikar bundan hem sizinle de tanismis oluruz hem konusuruz surdan burdan ne kibar cocuk diyor kiz icinden hem samimi hem vefali yani bir imtihan cekeyim suna diyor serseri mi yoksa bir dahi mi diyor felsefeyi sever misiniz ali diyor biz hep donerciyiz luther diyor kiz machiavelli sampiyon biziz diyor ali attigimiz gollerden belli kiz anliyor ki dunyalar ayri ali'ye kibarca bir bye bye ali diyor hay hay gozu parliyor aniden kizin seytan tuyu var bu hinzirin ali anliyor ki dogru yolda hazirim diyor bulusmaya kiz diyor ki bu isler narin bugun olmaz ali belki yariiiinn,
MFÖ (TUR),Allah Allah,bir dertliyim derdim vardir aman aman ya ben nice donmeyeyim her dem isim ahuzardir aman allah allah allah allah derman aradim derdime derdim bana derman imis burhan srardim aslima aslim bana burhan imis,
MFÖ (TUR),Amanın Aman,ozledim seni buralara geldiginden beri ozledim gunesi buralari gordugumden beri amanin aman yandirdin beni biktim bu hallere koydurdun beni guldun yuzume kandirdin beni buralara hic dogmuyor bana bir dost gonder buralarda hic olmuyor seviyorum seni elbette yapamam sensiz ustelik bu devirde soyle ne kadar samimiyiz,
MFÖ (TUR),Anında Görüntü,oglene dogru uyanmis kafasi dunden kiyak kendisi afili delikanli i̇si gucu hir cikartmak gene sinemada cingar cikartmis hasat olacakmis az daha salak pacozun teki yanina oturmus kafasini bozacak sap sap oturmus gaconun teki hadise cikacak besbelli basliyor laf atismalar derken o ne alttan bir golge i̇skele oluyor yandan ih diyor bizimkisi bize de mi lolo lan diyor basiyor narayi iyi mi zilli kariyla haybecisi uzuyor aynen volta filmin zevki de kaciyor zaten cikiyor bir yerde bir tek atiyor raconlardan bikmis artik zaten haybeden yasiyor kizamiyorum abi adamim benim kiyak cocuktur severim hani birak takilsin herkes gibi harbi cocuktur severim hani hic hani hani hani aninda goruntu yataga yatiyor uykusu kaciyor mangiri yok ki cebinde cartayi cekеcek angut sonunda hep sakat isler pеsinde normal bir iste de calismis ayak isine alistirmislar almis mangiri ay sonunda gitmis kumara yatirmis fittiracaksin lan en sonunda alengirli bir laf et bari yediniz lan beni benden paso de kumar yuzunden her gun terso jeton dusecek ama biz goremeyecegiz katakulliye getiriyorlar seni uyan be oglum hile var iste devamli bizi de uzmesene adamim benim severim hani herkes gibi hic hani hani hani hic hani hani hani hic hani ruyasinda sabaha karsi mahalleden uc tufaci sevdigi kiza asiliyorlar yollarini kesiyor distur cekiyor geriliyorlar caganoz gibi gazla lan diyor bir tanesine katakofti iskele olma faka basar mi kacin kurasi fayrap etmis yakayi bagri keriz diyor kiza kafadan kontak maksat gene hir cikartmak bir tokat kiza iki seksen i̇cabinda kiyak yapiyor obur herif buna bir madik atiyor cekiyor bicagi takiyor bacaga ordan cekiyor facasini bozuyor bizimki zokayi yutuyor iyi mi bi' sicriyor ki ruyaymis aman seytana bismillah aynaya bakiyor faca saglam lan gene seviyor allah,
MFÖ (TUR),Aşkın Kenarından,ruyamda cikiveriyorsun karsima kandiriyorsun beni bu besbelli bir uyaniyorum yalnizim oyle uzuluyorum ki hucreler birakamiyor kendini soyle tam bir oh cekecekken ayrilik guzel eger hemen doneceksen herkes bir parca aldi goturdu benden ben demeyi biraktim yoruldum seni uzmekten biraz gonlunu alsam gecerken askin kenarindan bir gorunup bir yok oluyorsun gonlume guzeller koyuyorsun ellerin dans ederken tam karsimda sen cocukca costukca cosuyorsun,
MFÖ (TUR),Aşkların Ortasında,1 contributorasklarin ortasinda lyricskorkusuzluk ani yurudu cevremizde sen cikardin utancini duvara astin ben masanin ustune koydum kurallari her sey iste once boyle basladi biz ki birlikte cikmistik yola el ele kol kola cocukca keske cikmasaydin karsima icimdeki sevinci vurmasaydin ayri dunyalardan geliyor huzunlerimiz simdi yeni bir hayatin acemileriyiz birakip birbirimizi gidiyoruz simdi biz o asklari olmayan asklarin ortasina,
MFÖ (TUR),Ateş-i Aşka,gel gel yanalim atesi aska atesi aska yanmayan bilmez atesi aska gel gel yanalim atesi aska yandir bu cismi atesi aska terk eyle resmi yandir bu cismi,
MFÖ (TUR),Barcelona,1 contributorbarcelona lyricsbu sabah yagmur var i̇stanbulda gozlerim dolu dolu oluyor bilinmez niye anne sozu dinler gibi masum agladim bu sabah gunler dayanilmaz oldu senden uzak olunca martilar mahzun oldu onlar bile agladilar sarkilarda dusunmek seni bana getirmez ki seni bana getirmez ki bu sabah yagmur var i̇stanbulda,
MFÖ (TUR),Bazen,1 contributorbazen lyricsgunes dogar gunes batar ama insan uyumaz bazen dusunur geceler kisa cabuk gecer deniz masmavidir ne guzel ama insanlar gormez bazen siirler sarkilar masallar ama insanlar duymaz bazen uzme kendini gunessiz gibi sevenin var bak ne guzel,
MFÖ (TUR),Belalın Oldum,her seyimi verdim sana sana artik soz veremem fikrimi degistirsem de gonlumu degistiremem asik oldum ben artikolmem ki karanliklarda kalamam ask kim bu ask kime bilemem ki karanliklarda bulamam belalim oldum ben senin agzimin tadisin sen belalin oldum ben senin ben unuttum sevdigimi kalem unutmadi oyunlar ettin geceleri uyku tutmadi,
MFÖ (TUR),Belediye Nerede,1 contributorbelediye nerede lyricsbelediye nerede susuz kalmis derede i̇stanbul neden boyle benzeyemez viyana ya neden viyana cunku atalarimiz da sik sik viyanaya gidip gelirlerdi peki siz neden viyanaya gittiniz biz zaten bile bile gitmistik oralara cok onceden sezmistik kalacagimizi kapilarda operaya hayran olduk bosu bosuna dizimizi yorduk i̇mparatorluk neden batti gide gide yoruldu pateteslere ne oldu bir hal oldu bozuldu parayi ver bize sen gerisine karisma biz zaten oylesine gitmistik viyana ya kuzulari baliklari kumesteki tavuklari kuslari bocekleri bulamazsak kendi kendimize asarizda keserizde ezeriz gecerizde eyvallah,
MFÖ (TUR),Beyaz Sayfa,ara sira gozyaslarim kisa hizli sessiz ne zaman basima yastiga koysam ruyalarim sensiz soyluyorum aska dair yaziyorum nadiren gecelerim senle dolu sahicisinden tembel gunlerimde kadinlar oldu gecmisim gunah gunahlar dolu sonra sana rastladim silindi gunahlar onume bembeyaz bir sayfa kondu sen uykudayken misil misil satirlar arasinda konusurken miril miril yuzun karsimda actigin yara izleri duruyor hala uyku tutmuyorsa beni ne var bunda seviyorum utanmani yuzun kizarinca korkuyorum iki deli yan yana,
MFÖ (TUR),Bilmem Nedendir,1 contributorbilmem nedendir lyricssu sira pek dertliyim parasizliktan degil bilmez miyim hani arasira kendimi iyi hissetmiyor da degilim eskiden boyle miydim nerelerden geldim ben mutluymusum da haberim yok bana birseyler oldu yeniden bilmem nedendir oylesine kotumser olmusum oylesine karamsar olmusum ki delice bir sevda bu suruyor hic bitmedi unuturum sanmistim hic aklimdan gitmedi unutulmuyor,
MFÖ (TUR),Bitir,pastel renklere gectim hayatimda aliskanliklarim suskun zehirli i̇tiraflar sariyor beynimi beni ben anliyor muyum ki hic bitmiyor hayal kurmalar nerelere gitmeler kimlerle olmalar bu cinnet askini bitir bana temiz asklar getir bitir artik bitir bana temiz asklar getir x3 bu cinnet askini bitir bana temiz asklar getir,
MFÖ (TUR),Biz İstersek,biz istersek daglari un demiri yun kilici kin ederiz biz gidersek daglari delip yuregi ezip her seyi silip gideriz biz istersek dikeni gul nefreti kul yuregi tul ederiz biz seversek geceyi gun bugunu dun sevdayi dugun ederiz hala ayni yer biziz degisen zamana ayar biziz hala ayni karar biziz biz de kis yok dort mevsim bahar biziz,
MFÖ (TUR),Bodrum,nasil anlatsam nerden baslasam mmmm bodrum bodrum bodrum bodrum duygu biraz duygu butun istegim buydu biraz deniz biraz uyku nasil anlatsam nerden baslasam kac kisiydik o zaman bak kac kisi kaldi simdi bodrum bodrum bir zamanlar asik olmustum ama simdi ismi neydi unuttum,
MFÖ (TUR),Borsazede,borsalarda param var gucum yerinde dunyayi degistirmek istiyor canim bazen bana aylak diyorlar tembele cikmis adim borsalarda param var guvenli yolda rahatim derken derken kaybetti bizim hisseler o an kafamin icinde bir seyler kipirdadi aman dur dedim oynama kafayi usutme sakin durdurmali her seyi paraciklarim gitti yemek yemek durmali ust bas almak durmali su icmek sabun kullanmak derhal durdurulmali paralar cebimizde neden durmuyor cunku evde hic kimse hanimdan ornek almiyor patates yemeyi bile durdurduk artik coluk cocuk kaynana put gibi kesilip kaldik parami geri isterim vermeseydin enayi gecinmek oyle zordu ki ben de gittim yatirdim o zaman biraz beklersin parani anca alirsin sen biraz daha sabret sabirda yarar vardir,
MFÖ (TUR),Bu Aşk Olur Mu?,yanina gelmesem sesini duymasam sana dokunmasam bu ask olur mu yuzune bakmasam elini tutmasam sana sarilmasam gittin de ne oldu beni unuttun mu sen beni her zaman bagisladin sevdin ozledin hatta alkisladin ask eger bunun adi asksa sen benden ya bambaskaysan bambaska lalala lalala bunun adi asksa lalala lalala bambaskaysan bambaska seni uzmeden sana soz vermesem pismanim desem buldun da ne oldu tuttun yok oldu mahzun mahzun oturma yataginda mukemmel bir yastasin bana baglanma lalala lalala,
MFÖ (TUR),Bu Sabah Yağmur Var İstanbul’da,bu sabah yagmur var i̇stanbul'da gozlerim dolu dolu oluyor bilinmez niye anne sozu dinler gibi masum agladim bu sabah gunler dayanilmaz oldu senden uzak olunca martilar mahsun oldu onlar bile agladilar sarkilarda dusunmek seni bana getirmez ki seni bana getirmez ki martilar mahzun oldu onlar bile agladilar,
MFÖ (TUR),Buselik Makamına,leyla'dan gecme faslindayim mevla'yi bulma yollarinda majorler tukendi minorlere yolculuk buselik makamina ask icin soylenen her soze kandim pervane misali atese yandim gordugum her dilber atestir bana mecazi aska inandim gunesli havalarda,
MFÖ (TUR),Cici Bebek,1 contributorcici bebek lyricssarkilarim sana olacak artik bebek ninnilerin en guzeli senin olsun bebek senin icin calismak seni isitmak mutlu etmek sabirla beklemek cici bebek hos gelecek sefalar getirecek,
MFÖ (TUR),Çok Problem Var,1 contributorcok problem var lyricsno problem dedik dedik ama aslinda var problem bir problem de degil hem cok problem var birincisi kisilik sorunu ne tam batiyiz ne tam dogu sanki ortada bir sandik bir o yan bir bu yana usandik oyle bir noktaya geldik ki biz yazik be kardesim esek miyiz birincisi ille de para elbette onemli dalga i̇simiz muzik bizim diz dize i̇htiyac kadari yetiyor bize no problem dedik dedik ama cok cok problem,
MFÖ (TUR),Çözemedim,once ruzgarlarla konus sonra yagmurlarla agla sen gormeden gidecegim bir daha donmem asla sevilirken git demek kolay yalniz kalinca goreceksin hatiralari da aldim elinden neyinle ovuneceksin beni seven bir kadin var demem artik inanmazlar i̇cimdeki dugumleri cozemedin kalsin onlar,
MFÖ (TUR),Dedikodu Medikodu,karnim tok kimsem yok sensiz olmak bombok i̇s yok guc yok suc yok hicbir haber yok mu ya kim neyi ner'de yapmis hangi atmaca bildircini kapmis herkesin elinde telefon varmis mis mis kimin yararina dedikodu medikodu duzelir mi yarina dedikodu medikodu dedikodu medikodu ye ic otur gul oyna hesabi sasirmis i̇ste ipin ucunu boyle kacirmis filme cek herkesi yay zamana cevir gariban gibi cek sorguya ucur insanlari dusur tabloya cikar goklere sonra sal asagiya kim neyi nerde yapmis,
MFÖ (TUR),Deli Deli,bak kim geliyor goruyor musun iste bir deli halinden belli deli deli kulaklari kupeli bizlerin bizlere oyunu bu deli diye kesip atmak isin kolay yolu bunun bir basi sonu yok mu sebepsiz sonuc olur mu yolladilar onu avrupa'ya avrupa avrupa kendi yolunu bulmaya derken bir gun iki yil sonra bir de kupe takmis kulagina,
MFÖ (TUR),Deneylere Doğru,1 contributordeneylere dogru lyricstopluca bu toplumda bir topluluk deneylere dogru dilsizler ordusu kaval sesleri suruler misali bir koyunluk dogu bati arasi kopruymusuz de sentezmisiz bir duste satilik biz ne suntalar ne cuntalar flamingo yollari science fiction showlari ve daha neler neler gorduk yedi kat derinde yasaklar kelimeler bitti tukendi muska misali bir gizlilik ve daha neler neler topluca bu toplumda bir topluluk,
MFÖ (TUR),Didai Didai Dai,aska sabir yeterli olmuyor bu sevda basimdan gitmiyor esimden dostumdan kacar oldum sevdalandim ben sana asik oldum oh didai didai dai calis cabala bitmiyor gunler sensiz olunca gecmiyor hep yanimda ol ki sen sevgimiz kolay olsun olay olsun askimiz ilk inanan sen ol bana ah didai didai dai oh dai didai dai,
MFÖ (TUR),Diday Diday Day,aska sabir yeterli olmuyor bu sevda basimdan gitmiyor esimden dostumdan kacar oldum sevdalandim ben sana asik oldum ooooo diday diday day calis cabala bitmiyor gunler sensiz olunca gecmiyor hep yanimda ol ki sen sevgimiz kolay olsun olay olsun askimizz ilk inanan sen ol bana bu sevda basidan gitmiyor ooo day diday day,
MFÖ (TUR),Dönmem Yolumdan,koyun beni hak askina yanayim donen donsun ben donmem yolumdan yolumdan donup de mahrum mu kalayim i̇nanirsan meyve veren dala bak yolcu isen gozun ac da yola bak ari gibi cicekteki bala bak hem o birlik hem de duzen sendedir ara hakikati beyhude gezme bir pul icin kardes gonlunu uzme dunyaya kahredip canindan bezme derde sifa olan lokman sendedir eski gunler hayalimden gitmiyor dun dedigin bugunkunu tutmuyor yigidim ya gucum sana yetmiyor ne sevdigin belli ne sevmedigin,
MFÖ (TUR),Ele Güne Karşı,arayip sormasan da unuttum seni sanma dunya bir yana sen bir yana âsik ettin beni kendine sonra da terk ettin gizlice aradim seni her yerde hic kimselere soramadim bekledim don diye donmedin bile bile bile bile sevdigimi korkundan gelmedin arayip sormasan da unuttum seni sanma sakin ele gune karsi yapayalniz boyle de olmaz ki nasil da gittin insafsiz boyle birakilmaz ki unuturum sanmistin guzelim gozum yollarda kaldi haberin gelir bana duyarim nasil olsa bilirim kimlerlesin ne yaptin neler ettin aklim fikrim hep sende sevsen de sevmesen de seni hic aldatmadim aldatmayi hic sevmem,
MFÖ (TUR),Emin Misin,sakin bu ask yalanmis deme bana yazik bunca emege bunca cabaya i̇nan bunlar icin degmez kavgaya laf olsun diye sevilmez bilir misin sevmiyorsun diyorsun emin misin birakalim bu facebook whatsapp'i gel seninle gezelim sarhos gibi geciyor gunlerim ben seninim sen benim vazgecemezsin vazgecmem savrulmusuz birbirimize i̇slemissin icime ben seni silemem ben biterim bu ask bitmez kolay kolay silinmez alip da basini oyle gidilmez gulum birakalim bu facebook whatsappi,
MFÖ (TUR),Enayi Miyim Ben,ne yaptiysam olmadi gonul unutmadi daha da gec olmadan karar zamani ne isterim ben senden ya hic ya da her seyi zaten anladim tek seyi adim enayi enayi miyim ben enayi miyim ben enayi enayi enayi oh sen bir deniz feneri yanarsin bana bilmem nedendir hala carparim kayalara eskiden ben seni ne cok ozlerdim kendimi sevdirmek icin ah neler neler cektim cok luzumsuz cok sacma bu ayrilik aptalca aptalca,
MFÖ (TUR),Geçiniz,gunler gunlerimize tane tane damlarken diyorum neden olmasin siz de geciniz geciniz geciniz ustelik tam zamaninda geldiniz az once biraz sonra ve simdi onunuzdeki boslugu su gordugunuz biraz iter misiniz bir parca daha lutfen iyi simdi geciniz hemen geciniz ah bilemezsiniz nasil sanki bir olayin cok derin kiyisinda bir tatil gecireceksiniz bilemezsiniz ne guzel rengarenksiniz oylesiniz oylesiniz hafifce sicrayaraktan azicik egilerekten ansizin cеkilerekten gеriye kosaraktan one dogru yeniden surekli devinimler surekli sesler geldiler gelecekler geliyorlar gelecekler geliyorlar geldiler,
MFÖ (TUR),Gözyaşlarımızı Bitti Mi Sandın,gunler gunlerin ardindan seni unutmak mecburiyetindeyim seni sevmeler cumhuriyetinde gozyaslarim gozyaslarim kafiye olsun diye degil ozleye ozleye kavustuk birbirimize birbirimize vitaminler moraller verdik i̇cimizdeki seytanlara zulfikarlarla saldirdik gozyaslarimizi bitti mi sandin senin dullugun benim kullugum,
MFÖ (TUR),Güllerin İçinden,gullerin icinden canim kosarak kosarak gel bana gel o guzel gozlerini canim suzerek suzerek gel bana gel bu kuskun yuzun gayri gulsun canim gulerek gulerek gel bana gel aaah aaah aaah dayanamadim gayri dondum canim diyerek diyerek gel bana gel,
MFÖ (TUR),Gündüz Rüyası,bu odada defalarca asik oldum sana sen inanmadin sakin sakin sabah alti doyasiya simdi kavusmak zamani avucun avucumun icinde dudaklarinda ellerim ne luzum var aski tarife gunduz ruyasi bu afife senin bana kizginligin bos soz sevmeyen kadin kirginligin yoklugun desen bir baska bir zaten uyku tutmaz gece uykulari bitti bize,
MFÖ (TUR),Güzel Şeyler De Oluyor,guzel seyler de oluyor hayatta mesela merak edip soruyorsun seni seven biri var mutluyum yaninda asigim sana bunu herkes biliyor bu sevda oturdu basima git diyorum gitmiyor sensiz olmuyor en zoru da geceler sensiz gecmek bilmiyor aklim sende olunca bende kafa kalmiyor sen gittin uzaklara biraktin beni buralarda ne cok sevmisim meger her hatira aklimda mesela basini omzuma koyuyorsun,
MFÖ (TUR),Hayret Makamı,bir ruzgar esiyor icinde sen varsin gozume kacan tozlar benim kabahatim derdimi nasil anlatayim kimlere danisayim kimlere sorayim da anlatsin deliler arasindayim sizin oralar nasil diye sorarsan cekirdek citliyoruz seyrederek sarsici olaylara sabrederek hayret makaminda bize bu kismet eger benim gibi birini bulursan pek sanmiyorum bu bir gercek,
