artist,song_title,lyrics,mood
Leyla The Band,Yokluğunda,"Kaybet bu öfkeni içinde sakladığın Terk et o derdini benden almadığın Sabret, sonu aynı değil, söylüyorum Dinle, rüyaların her gün aynı olmayacak Şimdi vazgeçersen geriye döneceksin Gitme, kaybedince daha çok seveceksin Biliyorum, hiçbir anlamı yok Yokluğunda, yokluğunda, yokluğunda Ra-ra, ra-ra-ra, ra-ra-ra-ra Kaybet bu öfkeni içinde sakladığın Terk et o derdini benden almadığın Sabret, sonu aynı değil, söylüyorum Dinle, rüyaların her gün aynı olmayacak Şimdi vazgeçersen geriye döneceksin Gitme, kaybedince daha çok seveceksin Biliyorum, hiçbir anlamı yok Yokluğunda, yokluğunda, yokluğunda Ra-ra, ra-ra-ra, ra-ra-ra-ra  Yokluğunda, yokluğunda, yokluğunda Ra-ra, ra-ra-ra, ra-ra-ra-ra ",üzgün
Tuğkan,Civciv,"Her veda edişimde düşünürüm Seni bi' daha görememek var Keşke kimsesiz kalsak, her yerde biz olsak Ama yine de senleyken dünya bile dar Yine seni düşünürken yağmur çiseledi Nefesim ellerine hasret kalmış besbelli Yine seni düşünürken yağmur çiseledi Nefesim ellerine hasret kalmış besbelli Küçük civcivim, güzel kızım, dünyam benim Bunun adı ''aşk''sa eğer, bu aşk yalnızca sana değer Bu adam yalnızca sana boyun eğer Küçük civcivim, güzel kızım, dünyam benim Bunun adı ''aşk''sa eğer, bu aşk yalnızca sana değer Bu adam yalnızca sana boyun eğer Bu adam yalnızca sana boyun eğer Her veda edişimde düşünürüm Seni bi' daha görememek var Keşke kimsesiz kalsak, her yerde biz olsak Ama yine de senleyken dünya bile dar Yine seni düşünürken yağmur çiseledi Nefesim ellerine hasret kalmış besbelli Yine seni düşünürken yağmur çiseledi Nefesim ellerine hasret kalmış besbelli  Küçük civcivim, güzel kızım, dünyam benim Bunun adı ''aşk''sa eğer, bu aşk yalnızca sana değer Bu adam yalnızca sana boyun eğer Küçük civcivim, güzel kızım, dünyam benim Bunun adı ''aşk''sa eğer, bu aşk yalnızca sana değer Bu adam yalnızca sana boyun eğer Bu adam yalnızca sana boyun eğer3",üzgün
Pera,Her Şeyim,Her bir yol bir ihtimal ama gitme kal Son sözü söyler gibi derin bir nefes derinden bir ses Elveda diyecek elbet ama gitme kal Yorgundu adımların sanki giderken Sonbahardı bu gidiş yazın ardından gelen İçimden koparmaya çalıştım seni Olmadı yapamadım kökün çok derinden Belki sadece sen ve ben Belki sadece bu gece kaldı İstemem inan başka bir teni Her şeyimi sen yaptın  ,üzgün
Pinhani,Çok Alıştım Sana,"Bir kaleyiz kumsalda, yalnız ve sakin Yarınımız yok belki, bugün ise benimsin Yaklaşıyor fırtına, kalbim tedirgin İstemiyor bir daha baştan sevilsin Ben terketmem seni Terkedilmek daha kolay Ama senden vazgeçmeyi istemiyorum Yoldan çıktım kaç kere Kayboldum bile bile Beni artık sevmeni beklemiyorum Çok alıştım sana, hadi öldür beni Bu giden halini bana gösterme Ya gülümse bana, ya sevindir beni Gideceksen bari bana belli etme Bir kayığız poyrazda, sondan habersiz Parçalanıp kurtulsak, o bile belirsiz Yaklaşıyor fırtına, kalbim tedirgin İstemiyor bir daha tekrar delirsin Ben terketmem seni Terkedilmek daha kolay Ama senden vazgeçmeyi istemiyorum Yoldan çıktım kaç kere Kayboldum bile bile Beni artık sevmeni beklemiyorum  Çok alıştım sana, hadi öldür beni Bu giden halini bana gösterme Ya gülümse bana, ya sevindir beni Gideceksen bari bana belli etme Çok alıştım sana, hadi öldür beni Bu giden halini bana gösterme Ya gülümse bana, ya sevindir beni Gideceksen bari bana belli etme ",üzgün
Tuğkan,Seni Çok Özlüyorum,"Tanıyamıyorum kendimi Bi' şekilde seni özlerken buluyorum Bakarken öyle bazen uzaklara Uzaklarda çizili anılarım Bi' otel odasında Sert bi' sigara, bi' de ısınmış bira Öyle boktan işte bazen Keşke olsan Yazıp yazıp silmelerim çok yine Derdime derman kelimeler yok, niye? Yıllar geçmiş artık zor bi' de Seni çok özlüyorum Yazıp yazıp silmelerim çok yine Derdime derman kelimeler yok, niye? Yıllar geçmiş artık zor bi' de Seni çok özlüyorum Tanıyamıyorum kendimi Bi' şekilde seni özlerken buluyorum Bakarken öyle bazen uzaklara Uzaklarda çizili anılarım Bi' otel odasında Sert bi' sigara, bi' de ısınmış bira Öyle boktan işte bazen Keşke olsan  Yazıp yazıp silmelerim çok yine Derdime derman kelimeler yok, niye? Yıllar geçmiş artık zor bi' de Seni çok özlüyorum Yazıp yazıp silmelerim çok yine Derdime derman kelimeler yok, niye? Yıllar geçmiş artık zor bi' de Seni çok özlüyorum ",üzgün
Teoman,Sevdim Seni Bir Kere,"Sevdim seni bir kere, başkasını sevemem Deli diyorlar bana, desinler değişemem Desinler değişemem Desinler değişmem Sevdim seni bir kere, başkasını sevemem Deli diyorlar bana, desinler değişemem Desinler değişemem Desinler değişmem Daha yolun başındasın değişirsin diyorlar Oysa sana çıkıyor bildiğim bütün yollar Sevgi anlaşmak değildir nedensiz de sevilir Bazen küçük bir an için ömür bile verilir Sevgi anlaşmak değildir nedensiz de sevilir Bazen küçük bir an için ömür bile verilir Sevdim seni bir kere, başkasını sevemem Deli diyorlar bana, desinler değişemem Desinler değişemem Desinler değişemem Sevdim seni bir kere, başkasını sevemem Deli diyorlar bana, desinler değişemem Desinler değişemem Desinler değişemem  Daha yolun başındasın değişirsin diyorlar Oysa sana çıkıyor bildiğim bütün yollar Sevgi anlaşmak değildir nedensiz de sevilir Bazen küçük bir an için ömür bile verilir Sevgi anlaşmak değildir nedensiz de sevilir Bazen küçük bir an için ömür bile verilir Sevgi anlaşmak değildir nedensiz de sevilir Bazen küçük bir an için ömür bile verilir ",üzgün
Batuhan Kordel,Sıcak Şarap,"Döndürüyor başımı Lütfen seni izlerken Hor gör bu telaşımı Tut elimden gidelim Bu şehirde huzur yok Sıcak şarap içelim Ne de olsa vakit çok Dayanamıyorum, hayallerim çok ağır Bana yardım et, kime konuşsam sağır Bana neler yazdırdın hiç farkında mısın? Özelsin, benimsin bu da en büyük şansım İnsanlar konuşuyor ama hiç duymuyorum Aklım fikrim hep sende karşı koyamıyorum Dayanamıyorum hayallerim çok ağır Bana yardım et kime konuşsam sağır Dayanamıyorum hayallerim çok ağır Bana yardım et kime konuşsan sağır ",üzgün
Kaan Boşnak,Benimle Kayboldun,"Hem gündüzüm hem gecem Her saniyem, her bir hecem Her cevabım sensin Hem de her bilmecem Durup baktın göz ucuyla Başka biri vardı yanında Sakin kalamazdım benim olucağını bilmesem Bilmem kaç yüz kişi içinden Gördüm deli gözlerini birden Belki tanımazdım seni o konsere gelmesen Gece sonunda kayboldun Baktım sana, yok olmuştun Sakin kalamazdım benim olacağını bilmesem Emindim zaten gel'ceğinden Gördün beni sen merceğinden Bense kaçtım gerçeğimden Kayboldun Emindim zaten gel'ceğinden Bense kaçtım gerçeğimden Sen gördün beni merceğinden Benimle kayboldun Benimle kayboldun  Bahsettiğim seks değil O da içinde ama tek değil Türkçe yazılmış bir şiiri sana çevirircesinden Saçlarında kayboldum Dudaklarında kavruldum Rüzgarlarında savruldum Gel durdur istersen Emindim zaten gel'ceğinden Gördün beni sen merceğinden Bense kaçtım gerçeğimden Kayboldum Emindim zaten gel'ceğinden Bense kaçtım gerçeğimden Sen gördün beni merceğinden Benimle kayboldun Benimle kayboldun ",üzgün
Dolu Kadehi Ters Tut,Nasıl Kalalım Ayrı,"Nispet yaptı adeta en hoş peri masalına Benim keyfim yerindedir, sen dikkat et kendine Hatta benden selam söyle dertline tasalına Dertline tasalına Yollarımız aynı Yönlerimiz aynı Sonlarımız aynı Nasıl kalalım ayrı? Aklımız aynı Fikrimiz aynı Zikrimiz aynı Zor kalırız ayrı Merak etme inanırım Çizilmiştir kaderim Ama sanma ki sen ne dersen Ben hep ""he"" derim Ne yaparsam yapayım Anladığın kadarım Gurur yapıp gitsem de İzini taşır derim İzini taşır tenim Yollarımız aynı Yönlerimiz aynı Sonlarımız aynı Nasıl kalalım ayrı? Aklımız aynı Fikrimiz aynı Zikrimiz aynı Zor kalırız ayrı Yollarımız aynı Yönlerimiz aynı Sonlarımız aynı Nasıl kalalım ayrı? Aklımız aynı Fikrimiz aynı Zikrimiz aynı Bok kalırız ayrı ",üzgün
Madrigal,Dip,"Uzun zamandır her yanım yangın soğuklarında Denizlerin önemi yok zaten, derdin karanlıkta Belki hiç duymadın, belki de takmadın Bilmem, bilmem Konuşmalar faydasız Sanki susmadık mı anlamsız? Üzmem, kendimi üzmem Peki sen de mi en dibe daldın? En son ben de uyandım artık o düşlerimden Sen de mi en dibe daldın? En son ben de uyandım artık o düşlerimden Sonunda bur'dayız yapayalnız, kendi başımıza Çok istedik, hiç olmadık, aynı şeyi bulduk karşımızda Peki sen de mi en dibe daldın? En son ben de uyandım artık o düşlerimdеn Sen de mi en dibе daldın? En son ben de uyandım artık o düşlerimden  Peki sen de mi en dibe daldın? En son ben de uyandım artık o düşlerimden Sen de mi en dibe daldın? En son ben de uyandım artık o düşlerimden ",üzgün
Şebnem Ferah,Hoşçakal,"Bulduğumu zannettiğimde kendimden ayrı düştüm Bu garip bir veda olacak çünkü aslında hep içimdesin Ne kadar uzağa gitsem de gittiğim her yerde benimlesin Söylenecek söz yok, gidiyorum ben Hoşçakal, hoşçakal, hoşçakal, hoşçakal Ben bir kısrak gibi gelmişim dünyaya Şahlanıp gitmek içimde var Hoşçakal Biraz su biraz yeşillik her yer benim evimdir Taşırım dünyayı sırtımda her dil benim dilimdir Ama söylenecek söz yok gidiyorum ben Hoşçakal, hoşçakal, hoşçakal, hoşçakal Ben bir kısrak gibi gelmişim dünyaya Şahlanıp gitmek içimde var Hoşçakal Hoşçakal, hoşçakal, hoşçakal, hoşçakal Ben bir kısrak gibi gelmişim dünyaya Şahlanıp gitmek içimde var Hoşçakal  ",üzgün
Emir Can İğrek,Defoluyorum,"Bugün hayatından defoluyorum Fark edilmiyor ama kahroluyorum İçime attığım gibi, kendimi çöpe atıyorum Beni sevmediğini, iyi biliyorum Arkadaşlara henüz söylemiyorum Her şeyden vazgeçtim, gidiyorum Sen bana nefes, ben sana herkes Bir daha gelmem, karşındayım son kez Sen bana yara, ben sana merhem Görmüyorsun hiç, bakmadın zaten Sen bana nefes, ben sana herkes Bir daha gelmem, karşındayım son kez Sen bana yara, ben sana merhem Görmüyorsun hiç, bakmadın zaten Bugün hayatından defoluyorum Fark edilmiyor ama kahroluyorum İçime attığım gibi, kendimi çöpe atıyorum Beni sevmediğini, iyi biliyorum Arkadaşlara henüz söylemiyorum Her şeyden vazgeçtim, gidiyorum  Sen bana nefes, ben sana herkes Bir daha gelmem, karşındayım son kez Sen bana yara, ben sana merhem Görmüyorsun hiç, bakmadın zaten Sen bana nefes, ben sana herkes Bir daha gelmem, karşındayım son kez Sen bana yara, ben sana merhem Görmüyorsun hiç, bakmadın zaten ",üzgün
"Sedef Sebüktekin, Canozan",Sen Istersin,"O kadar da umrunda değilmişim belki de Kaşın çizik, kulağında halka Bi' serseriydin seni ilk gördüğüm anda Uzun baktın, biraz fazla Seni unutmak artık imkansızdı bana Yaklaş bana diye bekledim Bekledim, bekledim, bekledim Ortada buluşmak istedim ama Gelmedin, gelmedin, gelmedin Sen istersin Sorun bende, o kadar da umrunda değilmişim belki de Sen istersin Hata bende, beni öpmeni beklemem çok gerzekçe Uzun baktın, biraz fazla Seni unutmak artık imkansızdı bana E tam şimdi yanındayım, da sanki dünyanın öbür ucundayım  Yaklaş bana diye bekledim Bekledim, bekledim, bekledim Ortada buluşmak istedim ama Gelmedin, gelmedin, gelmedin Sen istersin Sorun bende, o kadar da umrunda değilmişim belki de Sen istersin Hata bende, beni öpmeni beklemem çok gerzekçe Nefes almam artık imkansız, karşında Keşke hiç bakmasaydın, aşık olmasaydım Sana... Sen istersin Sorun bende, o kadar da um'runda değilmişim belki de Sen istersin Hata bende, beni öpmeni beklemem çok gerzekçe1",üzgün
Kahraman Deniz,Böyle Sever,"Tam da terk etmek üzereydim bu şehri Ait olmadığım sokaklara dönmek için Aniden sen geldin ve mahvettin beni Ben böyle güzel bir hata hiç görmemiştim Her şeye hile karışsa bile oyunu seversin İkimiz de hiç ölmeyecek gibi gülersin Duramazsan anlarım, ben gencim ama ihtiyarım Sende bu öyküyü noktalarım Yâr, bana düşmanım ol, gel! Düşür beni koynuna, boğuver! Bu garibin ömrü sensiz geçer mi? Gel bana, zindanım ol, gel! Kelepçeyi vur, zulüm ol, gel! İnsan insanı böyle sever mi? Yâr, bana düşmanım ol, gel! Düşür beni koynuna, boğuver! Bu garibin ömrü sensiz geçer mi? Gel bana, zindanım ol, gel! Kelepçeyi vur, zulüm ol, gel! İnsan insanı böyle sever mi?  Herkes kendini anlatır, sen hiçbir şey söylemedin Sesler rüzgara karıştı, sen topraktın, çiğnemedim Saçından güneş mi doğdu, gecem niye böyle gün gibi? Bakma bana öyle zâlim, ""Git de bir aynaya bak!"" der gibi Gözyaşı dökmeden ağlarım, kendim bile duymam, bağırırım Feryatlarıma yoldaş olmuş susmalarım Bulamazsan anlarım, ben görünürken kaybolanım Çok bilinirken, gayb olanım Yâr, bana düşmanım ol, gel! Düşür beni koynuna, boğuver! Bu garibin ömrü sensiz geçer mi? Gel bana, zindanım ol, gel! Kelepçeyi vur, zulüm ol, gel! İnsan insanı böyle sever mi? Yâr, bana düşmanım ol, gel! Düşür beni koynuna, boğuver! Bu garibin ömrü sensiz geçer mi? Gel bana, zindanım ol, gel! Kelepçeyi vur, zulüm ol, gel! İnsan insanı böyle sever mi? Yâr, bana düşmanım ol, gel! Düşür beni koynuna, boğuver! Bu garibin ömrü sensiz geçer mi? Gel bana, zindanım ol, gel! Kelepçeyi vur, zulüm ol, gel! İnsan insanı böyle sever mi?1",üzgün
Yedinci Ev,Sevsene Beni,"Kalbimde dolaşmadan ""benim"" diyemezsin bana Ruhuma karışmadan ""canım"" diyemezsin bana Tabii ki sen bana çok görüyorsun Benden çok biliyorsun, ya, nasıl sevilir, ay ay ay Rüyalarla yaşıyorum ben aşkını Ama bak sen seviliyorsun, bense bekliyorum Elinden geliyorsa azıcık sevsene beni İçinden geliyorsa tutup öpsene beni Kalbimde dolaşmadan ""benim"" diyemezsin bana Ruhuma karışmadan ""canım"" diyemezsin bana Tabii ki sen bana çok görüyorsun Benden çok biliyorsun, ya, nasıl sevilir, ay ay ay Rüyalarla yaşıyorum ben aşkını Ama bak sen seviliyorsun, bense bekliyorum  Elinden geliyorsa azıcık sevsene beni İçinden geliyorsa tutup öpsene beni Elinden geliyorsa azıcık sevsene beni İçinden geliyorsa tutup öpsene, tutup öpsene beni2",üzgün
Simge,Üzülmedin mi?,"Vuruldum Aynı yerden üst üste vuruldum Ama sustum Dağıttın hayatımı Beni ağır yanılttın Acım oldun Ve gördüm gerçeği İçindeki seni Buna rağmen tutuyordum o soğuk ellerini Gidiyordum kaç defa Ama tuttum kendimi Yapamazdım, acıtamazdım asla senin gibi Üzülmedin mi kalbimi çarpıp çıkarken? Küçülmedin mi aşkla verdiğin sözden cayarken? Nasıl bakıyorsun gözlerime veda ederken? Ben çok üzüldüm, sen üzülmedin mi? Üzülmedin mi kalbimi çarpıp çıkarken? Küçülmedin mi aşkla verdiğin sözden cayarken? Nasıl bakıyorsun gözlerime veda ederken? Ben çok üzüldüm, sen üzülmedin mi?  Vuruldum Aynı yerden üst üste vuruldum Ama sustum Dağıttın hayatımı Beni ağır yanılttın Acım oldun Ve gördüm gerçeği İçindeki seni Buna rağmen tutuyordum o soğuk ellerini Gidiyordum kaç defa Ama tuttum kendimi Yapamazdım, acıtamazdım asla senin gibi Üzülmedin mi kalbimi çarpıp çıkarken? Küçülmedin mi aşkla verdiğin sözden cayarken? Nasıl bakıyorsun gözlerime veda ederken? Ben çok üzüldüm, sen üzülmedin mi? Üzülmedin mi kalbimi çarpıp çıkarken? Küçülmedin mi aşkla verdiğin sözden cayarken? Nasıl bakıyorsun gözlerime veda ederken? Ben çok üzüldüm, sen üzülmedin mi? Üzülmedin mi kalbimi çarpıp çıkarken? Küçülmedin mi aşkla verdiğin sözden cayarken? Nasıl bakıyorsun gözlerime veda ederken? Ben çok üzüldüm, sen üzülmedin mi? ",üzgün
Teoman,Aşk Kırıntıları,"Al içine tekrar derinine sakla, kat kasırgana Yalan söyleme bak gözlerime bitmiş olamaz Yokla ceplerini aşk kırıntıları kalmış olmalı biraz Aşk kırıntısıyla doymaktansa Tek başıma aç kalırım bu hayatta Paylaşacak bir şey artık yoksa Bir erkekle Bir kadın arasında Yürürüm ipte, ağım yokken hem de Kopkoyu içim inan çok çalıştım Bu kalpsiz dünyayı sevebilmek için Neyim var ki sanki senden başka Hadi son bir kez Ceplerini yokla aşk kırıntıları kalmış olmalı biraz Aşk kırıntısıyla doymaktansa Tek başıma aç kalırım bu hayatta Paylaşacak bir şey artık yoksa Bir erkekle Bir kadın arasında Aşk kırıntısıyla doymaktansa Tek başıma aç kalırım bu hayatta Paylaşacak bir şey artık yoksa Bir erkekle Bir kadın arasında  ",üzgün
Zeynep Dizdar,Vazgeç Gönül,"Neyleyim doğan günü neyleyim sensiz günü Geceler çoğalırken aydınlık kar getirmez ki Sevda bahçesinde kurutulmuş bir gül idim Beni sakla bir ömür sev diye diye ölendim, oh-oh-oh Sevda bahçesinde kurutulmuş bir gül idim Beni sakla bir ömür sev diye diye ölendim Vazgeç gönül vazgeç sesini duyan yok Bir yağmurun içinde ateş böceği misali Bir bir yanıp bir söndün Vazgeç gönül vazgeç seni anlayan yok Bir yağmurun içinde ateş böceği misali Bir bir yanıp bir söndün Neyleyim doğan günü neyleyim sensiz günü Geceler çoğalırken aydınlık kar getirmez ki Sevda bahçesinde kurutulmuş bir gül idim Beni sakla bir ömür sev diye diye ölendim Vazgeç gönül vazgeç sesini duyan yok Bir yağmurun içinde ateş böceği misali Bir bir yanıp bir söndün Vazgeç gönül vazgeç seni anlayan yok Bir yağmurun içinde ateş böceği misali Bir bir yanıp bir söndün Vazgeç gönül vazgeç sesini duyan yok Bir yağmurun içinde ateş böceği misali Bir bir yanıp  ",üzgün
Yüksek Sadakat,Aşk Durdukça,Yeryüzünde aşk durdukça Gece erken inse bile korkma O hep seninle kaldıkça Biliyorsun gitmem gerek Yollar bitmez düşünerek İster sonuç de istersen sebep Bu düğümü çözmem gerek Belki sana yazarım Uğradığım bir şehirden Eski bir kart atarım Mekke ya da Kudüs�ten Sonra bir gün çıkarım Sen artık dönmez derken Bir şarkı fısıldarım Kulağına gün batarken Dünya döner tek bir yana (Aşk durdukça)Doğsun diye gün bir daha (Aşk durdukça)Ben de döndüm tekrar sana (Aşk durdukça)Sönmek için yana yana (Aşk durdukça)1,üzgün
"Pera, Toygar Işıklı",Unut,Gitmek sandığın kadar da kolay değil Bir son ver artık yeniden başlamam için Hatalar yapılır inan ki mühim değil Benden öncesi de vardı Sonrası da olur unut beni Senden öncesi hardı Sonrası yangın yakma beni Tutuşur da kalbin Uçuşur ya kuşlar gibi Sevdiği kadar sevilmez insan Ağlama unut dibine kadar Bir neden söyle sevmek için Sevsem de her şeyi bununla çözemedim Birazcık anla daha da kırmamam için Küskündüm kendime bile söyleyemedim Benden öncesi de vardı Sonrası da olur unut beni Senden öncesi hep hardı Sonrası yangın yakma beni Tutuşur da kalbin Uçuşur ya kuşlar gibi Kalbini ver ruhunu ömrünü Boşuna dökülen bu gözyaşın  Tutuşur da kalbin Uçuşur ya kuşlar gibi Sevdiği kadar sevilmez insan Ağlama unut dibine kadar ,üzgün
Birileri,Halledebilirdik,Karanlık gecemde güneş oldun Ben önümü bile göremezken Beni düştüğüm yerden doğrulttun Şimdiyse bitti diyorsun Gerçekten bırakıp gidiyor musun Sen ilk öptüğüm dokunduğum Hakkında durmadan hayaller kurduğum Ben aşk denen o ünlü kelimenin sözlük anlamını senin kollarında buldum Şimdiyse bitti diyorsun Öylece bırakıp gidiyor musun Dur çıkma hayatımdan hayır inanmam Bu kötü bir şaka Dur konuşsaydık iki dakika Sen  de biliyorsun halledebillir halledebilir halledebilir halledebilirdik Üstesinden gelebilirdik Bak iki damla gözyaşı daha Süzülüyor senin için yanaklarımdan Ah anlamıyorum nasıl bi şey bu Nasıl da hastalıklı bir duygu  Zaman bile gücünü yettiremez buna Hatırlarım hala bilirim daim olduğunu Dur çıkma hayatımdan hayır inanmam Bu kötü bir şaka Dur konuşsaydık iki dakika Sen de biliyosun halledebillir halledebilir halledebilir halledebilirdik Üstesinden gelebilirdik Dur çıkma hayatımdan Hayır inanmam bu kötü bir şaka Dur konuşsaydık iki dakika Sen de biliyosun halledebilir halledebilir halledebilir halledebilirdik halledebilirdik Üstesinden gelebilirdik ,üzgün
Mazhar Alanson,Ah Bu Ben,"Zor olsa da galiba dönüyorum sana""Gel"" dersen hemen Çağırmazsan geçerken Yerle gök arasında bir yerde Sen beni tanımazsın Severim de söylemem Sen beni uzak sanırsın Bilirim, söz dinlemem Ah bu ben kendimi, nerelere koşsam? Saklansam bir yerlerde, gizlice ağlasam Ah bu ben kendimi, nerelerde bulsam? Çekilsem sahillere, hayaller mi kursam? Zor olsa da galiba dönüyorum sana""Gel"" dersen hemen Çağırmazsan geçerken Yerle gök arasında bir yerde  Sen beni tanımazsın Severim de söylemem Sen beni uzak sanırsın Bilirim, söz dinlemem Ah bu ben kendimi, nerelere koşsam? Saklansam bir yerlerde, gizlice ağlasam Ah bu ben kendimi, nerelerde bulsam? Çekilsem sahillere, hayaller mi kursam? Nerelere koşsam? Gizlice ağlasam Nerelerde bulsam? Hayaller mi kursam? Ah bu ben kendimi, nerelere koşsam? Saklansam bir yerlerde, gizlice ağlasam Ah bu ben kendimi, nerelerde bulsam? Çekilsem sahillere, hayaller mi kursam?5",üzgün
Büyük Ev Ablukada,HOŞÇAKAL KADAR,"Bindiğimiz vapurlar, seferlerine devam ediyor On geçeler, on kalalar Sevmedin mi beni hoşçakal kadar Hangi eczanede kahvaltı Bir sabah seni unutturacak Manzaralı mezara döndük Senle ben fotoğraflara çıkıyorduk Herkesle tanışamam artık Günler gece gücüme gidiyor Ettiğimiz danslar sessiz kavgalar Nerede, nerede, onlar da kaybolamaz Yattığımız yataklar Yavrum battığımız bataklar Onlar da ikimizindi Hoşçakal kadar Aklımda görkemli bir anahtarlık Açılan hiçbir kapı yok Üstümde yorganlar ve uçuşan halılar Arkamda devrik bir krallık Geride kaldı rujların tadı günaydın Serap nerede uyandın Sen uykumuzu alıp götüreli beri Çöllerin ortasında güneşlere boyandım(x2) Yüzlere bakıyorum, dinlemiyorum hiç Bir gece ben yokmuşum da korkmuşun Eve dönünce boynuma sarılışın Güvendiğim tek şey sensin ve kapının kilidi Sevmedin mi beni Hoşçakal kadar(x2)3",üzgün
Sena Şener,Porselen Kalbim,"Benim porselen kalbim Karanlık bir çağa düşmüş Tek başına savaşırken Bir aşka esir olmuş Yüz bin parça, hepsi sevgisiz Benim porselen kalbim Herkese duvar örmüş Büyük bir kumar ortasında Gerçeğe göğüs germiş Yüz bin parça, hepsi çaresiz Benimle oyunlar oynadın Kırıldıktan sonra topladın, aynı olmadı Sen hatırlamazsın, ben unutmam Nasıl yandım? Yüreğim kandı sana, bir umut avunmaya Sen hatırlamazsın, ben unutmam Nasıl kıydın? Yüreğim kandı sana, bir umut avunmaya  Benim porselen kalbim Yalandan bir tenha olmuş Öfke dolup taşıyorken Bir aşka esir olmuş Yüz bin parça, hepsi sevgisiz Benim porselen kalbim Kendine de duvar örmüş Çürük bir köprü ortasında Ruhuna veda etmiş Yüz bin parça, hepsi çaresiz Benimle oyunlar oynadın Kırıldıktan sonra topladın, aynı olmadı Sen hatırlamazsın, ben unutmam Nasıl yandım? Yüreğim kandı sana, bir umut avunmaya Sen hatırlamazsın, ben unutmam Nasıl kıydın? Yüreğim kandı sana, bir umut avunmaya Porselen kalbim, ne yapsan alınır Porselen kalbim, kendine de kırılır1",üzgün
Mavi Gri,O Ben Olamam,Toparladım bütün kırgınlıklarımı Yeniden saydım beni üzdüğün zamanları Yokluğunda çok düşündüm gelirsen ne yaparım diye O bile beni bu kadar üzmeye yetmedi Ne olur tekrar yorma kendini Uğradığım ihanete gücüm yetmedi Yaranamadım Sevdiremedim kendimi Aklım ermedi Ne istedin de vermedim Artık olamam senle Bir kez daha olamam yetti Yanında da kalamam Aşığın olamaz tenim Başka bedenleri koklarsın yerime şimdi Çok arar bulursun ya Sana verdiğim bu değeri  Olamam senle Bir kez daha olamam yetti Yanında da kalamam Aşığın olamaz tenim Başka bedenler de bulursun yerime şimdi Çok zarar verdin bu kez Yok aşk bitti Oof... Toparladım bütün kırgınlıklarımı Yeniden saydım beni üzdüğün zamanları Yokluğunda çok düşündüm gelirsen ne yaparım diye O bile beni bu kadar üzmeye yetmedi Yokluğunda çok üşüdüm ama ısınırım yine Ateşin bile beni eritmeye yetmedi Yok hayır tekrar yorma kendini Uğradığım ihanete gücüm yetmedi Yaranamadım Sevdiremedim kendimi Aklım ermedi Ne istedin de vermedim Artık olamam senle Bir kez daha olamam yetti Yanında da kalamam Aşığın olamaz tenim Başka bedenleri koklarsın yerime şimdi Çok arar bulursun ya Sana verdiğim bu değeri Of olamam senle Bir kez daha olamam yetti Yanında da kalamam Aşığın olamaz tenim Başka bedenler de bulursun yerime şimdi Çok zarar verdin bu kez Yok aşk bitti Yarınlara varamam O ben olamam Yaranı saramam Aşk bitti ,üzgün
Madrigal,Geçme Artık Sokağımdan,"Umudu olmadıktan sonra ne fark eder? Dün gibi ilerlemez Sever gibi yapmasından daha çok ne üzer? Gün gelir ömür geçmez""Unut gitsin..."" dedi, ""...hem beni hem o günleri""Geçme artık sokağımdan Yokluğun rehin alır Alışmak istemişsem bile yüküm ağır Ne kışım yaza varır Ne renksiz duvarlarım yine sana boyanır Hiç razı olmamışlar gibi mesafeler Aklımda fikrimde sen Sanki terk etmişler beni düşünceler Kolay değil, bir görsen""Unut gitsin..."" dedi, ""...hem beni hem de geçmişi""Çıkma vakti hayatımdan  Yokluğun rehin alır Alışmak istemişsem bile yüküm ağır Ne kışım yaza varır Ne renksiz duvarlarım yine sana boyanır Yokluğun rehin alır Alışmak istemişsem bile yüküm ağır Ne kışım yaza varır Ne renksiz duvarlarım yine sana boyanır ",üzgün
Pinhani,Sen Olmayınca,"Beni bur'dan kurtar gidelim Yolumu kaybettim güzelim Sen olmayınca, sen olmayınca Beni bur'dan kurtar gidelim Yolumu kaybettim güzelim Sen olmayınca Kara gölgeler düşmüş yüzüme Kötü bir adam girmiş içime Sen olmayınca, sen olmayınca Yaramı sarsan iyi gelir Belki zamanla iyileşir Ama sabretmeyi öğrenmem gerek Korkularım yine döndü geri Yine karşımda eskisi gibi Çok da geç olmadan beni bulman gerek Anlatırım derdimi geceye Uyku diker yırtık kalbimi Sen olmayınca, sen olmayınca  Bana kızınca neler söyledin? Başka şeyler söyledi gözlerin Beni kandırma, geçiyor zaman Hâlâ beni seviyorsan Beni bur'dan kurtar gidelim Yolumu kaybettim güzelim Sen olmayınca, sen olmayınca ",üzgün
