artist,song_title,lyrics,mood,temiz_lyrics
Tarkan,Unutmamalı,"6 ContributorsUnutmamalı Lyrics

""Unuttu"" dediler
""Hiç sevmedi"" dediler
Gücendim yâr
""Yalanmış"" dediler
""Bir anlıkmış"" dediler
Kırıldım yâr
""Aldatıyor"" dediler
""Aldırmıyor"" dediler
Yıkıldım yâr

Deli gibi yürekten sevmeli
Uğruna dünyaları vermeli
İncitmemeli sevenleri
Değerlerini bilmeli
Oh

Unutmamalı o güzel günleri
Anılarla gönülleri hoş tutmalı, avutabilmeli
Hatırlamalı, sevgiyle anmalı
Ümitlerle yarınları hoş tutmalı, ayırmamalı

""Unuttu"" dediler
""Hiç sevmedi"" dediler
Gücendim yâr
""Yalanmış"" dediler
""Bir anlıkmış"" dediler
Kırıldım yâr
""Aldatıyor"" dediler
""Aldırmıyor"" dediler
Yıkıldım yâr

Deli gibi yürekten sevmeli
Uğruna dünyaları vermeli
İncitmemeli sevenleri
Değerlerini bilmeli
Deli gibi yürekten sevmeli
Uğruna dünyaları vermeli
İncitmemeli sevenleri
Değerlerini bilmeli
Oh

Unutmamalı o güzel günleri
Anılarla gönülleri hoş tutmalı, avutabilmeli
Hatırlamalı, sevgiyle anmalı
Ümitlerle yarınları hoş tutmalı, ayırmamalı

Unutmamalı o güzel günleri
Anılarla gönülleri hoş tutmalı, avutabilmeli
Hatırlamalı, sevgiyle anmalı
Ümitlerle yarınları hoş tutmalı, ayırmamalı
Unutmamalı o güzel günleri
Anılarla gönülleri hoş tutmalı, avutabilmeli
Hatırlamalı, sevgiyle anmalı
Ümitlerle yarınları hoş tutmalı, ayırmamalı",üzgün,unutmamalı unuttu dediler sevmedi dediler gücendim yâr yalanmış dediler bir anlıkmış dediler kırıldım yâr aldatıyor dediler aldırmıyor dediler yıkıldım yâr deli yürekten sevmeli uğruna dünyaları vermeli i̇ncitmemeli sevenleri değerlerini bilmeli oh unutmamalı güzel günleri anılarla gönülleri hoş tutmalı avutabilmeli hatırlamalı sevgiyle anmalı ümitlerle yarınları hoş tutmalı ayırmamalı unuttu dediler sevmedi dediler gücendim yâr yalanmış dediler bir anlıkmış dediler kırıldım yâr aldatıyor dediler aldırmıyor dediler yıkıldım yâr deli yürekten sevmeli uğruna dünyaları vermeli i̇ncitmemeli sevenleri değerlerini bilmeli deli yürekten sevmeli uğruna dünyaları vermeli i̇ncitmemeli sevenleri değerlerini bilmeli oh unutmamalı güzel günleri anılarla gönülleri hoş tutmalı avutabilmeli hatırlamalı sevgiyle anmalı ümitlerle yarınları hoş tutmalı ayırmamalı unutmamalı güzel günleri anılarla gönülleri hoş tutmalı avutabilmeli hatırlamalı sevgiyle anmalı ümitlerle yarınları hoş tutmalı ayırmamalı unutmamalı güzel günleri anılarla gönülleri hoş tutmalı avutabilmeli hatırlamalı sevgiyle anmalı ümitlerle yarınları hoş tutmalı ayırmamalı
Nil Karaibrahimgil,Ben Buraya Çıplak Geldim,"3 ContributorsBen Buraya Çıplak Geldim LyricsBazı sabahlar uyandım
Kayıp haldeyim
Sanırsın gölgeyim
Ayaktayken yerdeyim
Ne bileyim?
Ne bileyim?
Herkes işinde
Binbir dilek peşinde
Ben mi? Tövbeliyim
Tövbe, tövbeliyim
Ne bileyim?
Ne bileyim?
Nefes aldım, nefes verdim
Burdayım, pes etmem, yok
Ben buraya çıplak geldim
Heyhat! Utanmam yok, utanmam yok
Bazen ne yapsam
1-1 berabereyim
Sorsalar ben neyim
Ne mağlup ne galibim

Ne bileyim?
Ne bileyim?
Hep aynı soru
Hem zor hem de doğru
Geçerken günlerim
Ner'de cesaretim?
Ne bileyim?
Ne bileyim?
Nefes aldım, nefes verdim
Burdayım, pes etmem, yok
Ben buraya çıplak geldim
Heyhat! Utanmam yok, utanmam yok
Yok
Yok
Yok, pes etmem, yok
Yok, utanmam yok
Nefes aldım, nefes verdim
Burdayım, pes etmem, yok
Ben buraya çıplak geldim
Heyhat! Utanmam yok, utanmam yok

Nefes aldım, nefes verdim
Burdayım, pes etmem, yok
Ben buraya çıplak geldim
Heyhat! Utanmam yok, utanmam yok
Nefes aldım, nefes verdim
Burdayım, pes etmem, yok
Ben buraya çıplak geldim
Heyhat! Utanmam yok, utanmam yok",üzgün,ben buraya çıplak geldim sabahlar uyandım kayıp haldeyim sanırsın gölgeyim ayaktayken yerdeyim bileyim bileyim herkes işinde binbir dilek peşinde ben mi tövbeliyim tövbe tövbeliyim bileyim bileyim nefes aldım nefes verdim burdayım pes etmem yok ben buraya çıplak geldim heyhat utanmam yok utanmam yok bazen yapsam berabereyim sorsalar ben neyim mağlup galibim bileyim bileyim aynı soru zor doğru geçerken günlerim cesaretim bileyim bileyim nefes aldım nefes verdim burdayım pes etmem yok ben buraya çıplak geldim heyhat utanmam yok utanmam yok yok yok yok pes etmem yok yok utanmam yok nefes aldım nefes verdim burdayım pes etmem yok ben buraya çıplak geldim heyhat utanmam yok utanmam yok nefes aldım nefes verdim burdayım pes etmem yok ben buraya çıplak geldim heyhat utanmam yok utanmam yok nefes aldım nefes verdim burdayım pes etmem yok ben buraya çıplak geldim heyhat utanmam yok utanmam yok
Athena,Serseri Mayın,"6 ContributorsSerseri Mayın Lyrics

Serseri mayın

Kaynar gönlüm boş ise
Efkâr aldı başımı
Bakma sen güldüğüme
Terk edildim, terk edildim

Bu yüzsüz kalbime
Uçurtma hâlime
Bana da yazıklar olsun
O-oh
Yaralıyım ezelden
Bıkmış yalanlar bile
Aç kurtlar yedi beni
Sen de söyle, sen de söyle
Unutulacaksın, unutulacaksın
Yalansa tükür yüzüme
Yalansa söyle

Bir sevgilim olsa
Giderim balayına
Ooo, balayına
Ah, bir de bekarsam
Giderim alayına, (Giderim ben) alayına
Bir sevgilim olsa
Giderim balayına
Ooo, balayına
Ah, bir de bekarsam
Giderim alayına (Giderim ben) alayına, ıh

Kimsenin olamadım
Sana hiç doyamadım
Serseri mayın gibi
Adını hiç koyamadım

Bu yüzsüz kalbime
Uçurtma halime
Bana da yazıklar olsun
Yaralıyım ezelden
Bıkmış yalanlar bile
Aç kurtlar yedi beni
Sen de söyle, sen de soyle
Unutulacaksın, unutulacaksıin
Yalansa tukur yüzüme
Yalansa söyle

Ey, ey

Bir sevgilim olsa
Giderim balayına
Ooo, balayına
Ah, bir de bekarsam
Giderim alayına, (Giderim ben) alayına
Bir sevgilim olsa
Giderim balayına
Ooo, balayına
Ah, bir de bekarsam
Giderim alayına (Giderim ben) alayına, ıh

Ih
Ih
Ih

Bir sevgilim olsa
Giderim balayına
Balayına
Ah, bir de bekarsam
Giderim alayına, (Giderim ben) alayına
Bir sevgilim olsa
Giderim balayına
Balayına
Ah, bir de bekarsam
Giderim alayına (Giderim ben) alayına, ıh",üzgün,serseri mayın serseri mayın kaynar gönlüm boş efkâr aldı başımı bakma sen güldüğüme terk edildim terk edildim yüzsüz kalbime uçurtma hâlime bana yazıklar olsun ooh yaralıyım ezelden bıkmış yalanlar bile aç kurtlar yedi beni sen söyle sen söyle unutulacaksın unutulacaksın yalansa tükür yüzüme yalansa söyle bir sevgilim olsa giderim balayına ooo balayına ah bir bekarsam giderim alayına giderim ben alayına bir sevgilim olsa giderim balayına ooo balayına ah bir bekarsam giderim alayına giderim ben alayına ıh kimsenin olamadım sana doyamadım serseri mayın adını koyamadım yüzsüz kalbime uçurtma halime bana yazıklar olsun yaralıyım ezelden bıkmış yalanlar bile aç kurtlar yedi beni sen söyle sen soyle unutulacaksın unutulacaksıin yalansa tukur yüzüme yalansa söyle ey ey bir sevgilim olsa giderim balayına ooo balayına ah bir bekarsam giderim alayına giderim ben alayına bir sevgilim olsa giderim balayına ooo balayına ah bir bekarsam giderim alayına giderim ben alayına ıh ih ih ih bir sevgilim olsa giderim balayına balayına ah bir bekarsam giderim alayına giderim ben alayına bir sevgilim olsa giderim balayına balayına ah bir bekarsam giderim alayına giderim ben alayına ıh
Mor ve Ötesi,Cambaz,"12 ContributorsCambaz Lyrics2003 yılında Amerika Irak'ı işgal eder. ABD'nin birçok müttefiki de bu işgale destek verir ve asker gönderir. Türkiye de savaşın içine çekilmek ister. “ABD askerlerinin Türkiye toprakları üzerinde bulunmasını… Read More 

Ne habersin ne Türk'sün
Seni gören yollara dökülsün
Kul oldun, köle oldun
Kurşungeçirmez cam oldun

Bütün dünya izler durur
Afet-i Azam bekler durur
Hedefini al, piyasanı al, her şeyi al
Yandı dertler, bitti tasa
Ben kurbanım bu cambaza
İki gözüm kadar eminim sen yoksun

Kul oldun, köle oldun
Kurşungeçirmez cam oldun
Cin oldun, adam çarptın
Cellat oldun, kelle uçurdun

Bütün dünya izler durur
Afet-i Azam bekler durur
Hedefini al, piyasanı al, her şeyi al
Yandı dertler, bitti tasa
Ben kurbanım bu cambaza
İki gözüm kadar eminim sen yoksun

Var mısın, yoksun
Var mısın, yoksun
İki gözüm, eminim, sen yoksun
Var mısın, yoksun
Var mısın, yoksun


Bütün dünya izler durur
Afet-i Azam bekler durur
Hedefini al, piyasanı al, her şeyi al
Yandı dertler, bitti tasa
Ben kurbanım bu cambaza
İki gözüm kadar eminim sen yoksun

Sen yoksun
Sen yoksun",üzgün,cambaz yılında amerika irakı işgal eder abdnin birçok müttefiki işgale destek verir asker gönderir türkiye savaşın içine çekilmek ister “abd askerlerinin türkiye toprakları üzerinde bulunmasını… read more habersin türksün seni gören yollara dökülsün kul oldun köle oldun kurşungeçirmez cam oldun bütün dünya izler durur afeti azam bekler durur hedefini al piyasanı al şeyi al yandı dertler bitti tasa ben kurbanım cambaza i̇ki gözüm kadar eminim sen yoksun kul oldun köle oldun kurşungeçirmez cam oldun cin oldun adam çarptın cellat oldun kelle uçurdun bütün dünya izler durur afeti azam bekler durur hedefini al piyasanı al şeyi al yandı dertler bitti tasa ben kurbanım cambaza i̇ki gözüm kadar eminim sen yoksun var mısın yoksun var mısın yoksun i̇ki gözüm eminim sen yoksun var mısın yoksun var mısın yoksun bütün dünya izler durur afeti azam bekler durur hedefini al piyasanı al şeyi al yandı dertler bitti tasa ben kurbanım cambaza i̇ki gözüm kadar eminim sen yoksun sen yoksun sen yoksun
Kenan Doğulu,Ben Güzelden Anlarım,"3 ContributorsBen Güzelden Anlarım Lyrics
Ben güzelden anlarım

Gözlerin menekşe bahçesi
Bu kadarı fazla, gerek yok
Sözlerin ipek gül denizi
Bu kadarına hiç, hiç gerek yok
Gözlerin menekşe bahçesi
Bu kadarı fazla, gerek yok
Sözlerin ipek gül denizi
Bu kadarına hiç, hiç gerek yok
Hislerim seni ele veriyor
Sen sevilecek yarımsın
Ellerim hep seni arıyor
Yerin, yurdun yanımdır
Hislerim seni ele veriyor
Sen sevilecek yarımsın
Ellerim hep seni arıyor
Yerin, yurdun yanımdır

Nazlısın, hakkındır
Buraya yazıyorum
Benim olacaksın
Cilvelisin, yakışır
Buraya yazıyorum
Benim olacaksın

Çok tatlısın çok
Seni veren Allah'a
Şükürler olsun
Çok güzelsin çok
Ben güzelden anlarım
Çok tatlısın çok
Seni veren Allah'a
Şükürler olsun
Çok güzelsin çok
Ben güzelden anlarım

Gözlerin menekşe bahçesi
Bu kadarı fazla, gerek yok
Sözlerin ipek gül denizi
Bu kadarına hiç, hiç gerek yok
Gözlerin menekşe bahçesi
Bu kadarı fazla, gerek yok
Sözlerin ipek gül denizi
Bu kadarına hiç, hiç gerek yok
Hislerim seni ele veriyor
Sen sevilecek yarımsın
Ellerim hep seni arıyor
Yerin, yurdun yanımdır

Hislerim seni ele veriyor
Sen sevilecek yarımsın
Ellerim hep seni arıyor
Yerin, yurdun yanımdır

Nazlısın, hakkındır
Buraya yazıyorum
Benim olacaksın
Cilvelisin, yakışır
Buraya yazıyorum
Benim olacaksın, oh

Çok tatlısın çok
Seni veren Allah'a
Şükürler olsun
Çok güzelsin çok
Ben güzelden anlarım
Çok tatlısın çok
Seni veren Allah'a
Şükürler olsun
Çok güzelsin çok
Ben güzelden anlarım

Göze geleceksin vallahi
Kırk bir kere maşallah
Nazar değmez inşallah
Göze geleceksin vallahi
Kırk bir kere maşallah
Nazar değmez inşallah
Göze geleceksin vallahi
Kırk bir kere maşallah
Nazar değmez inşallah
Ben güzelden anlarım

Çok tatlısın çok
Seni veren Allah'a
Şükürler olsun
Çok güzelsin çok
Ben güzelden anlarım
Çok tatlısın çok
Seni veren Allah'a
Şükürler olsun
Çok güzelsin çok
Ben güzelden anlarım",üzgün,ben güzelden anlarım ben güzelden anlarım gözlerin menekşe bahçesi kadarı fazla gerek yok sözlerin ipek gül denizi kadarına gerek yok gözlerin menekşe bahçesi kadarı fazla gerek yok sözlerin ipek gül denizi kadarına gerek yok hislerim seni ele veriyor sen sevilecek yarımsın ellerim seni arıyor yerin yurdun yanımdır hislerim seni ele veriyor sen sevilecek yarımsın ellerim seni arıyor yerin yurdun yanımdır nazlısın hakkındır buraya yazıyorum benim olacaksın cilvelisin yakışır buraya yazıyorum benim olacaksın tatlısın seni veren allaha şükürler olsun güzelsin ben güzelden anlarım tatlısın seni veren allaha şükürler olsun güzelsin ben güzelden anlarım gözlerin menekşe bahçesi kadarı fazla gerek yok sözlerin ipek gül denizi kadarına gerek yok gözlerin menekşe bahçesi kadarı fazla gerek yok sözlerin ipek gül denizi kadarına gerek yok hislerim seni ele veriyor sen sevilecek yarımsın ellerim seni arıyor yerin yurdun yanımdır hislerim seni ele veriyor sen sevilecek yarımsın ellerim seni arıyor yerin yurdun yanımdır nazlısın hakkındır buraya yazıyorum benim olacaksın cilvelisin yakışır buraya yazıyorum benim olacaksın oh tatlısın seni veren allaha şükürler olsun güzelsin ben güzelden anlarım tatlısın seni veren allaha şükürler olsun güzelsin ben güzelden anlarım göze geleceksin vallahi kırk bir kere maşallah nazar değmez inşallah göze geleceksin vallahi kırk bir kere maşallah nazar değmez inşallah göze geleceksin vallahi kırk bir kere maşallah nazar değmez inşallah ben güzelden anlarım tatlısın seni veren allaha şükürler olsun güzelsin ben güzelden anlarım tatlısın seni veren allaha şükürler olsun güzelsin ben güzelden anlarım
Ajda Pekkan,Yakar Geçerim,"6 ContributorsYakar Geçerim Lyrics

Yine yüzünden düşen bin parça
Dalıp dalıp uzaklara, iç çekiyorsun
Eğer bıçak kemiğe dayandıysa
Niye bu amansız acıya göz yumuyorsun?

Akıl kârı değil, ızdırabın böylesi
Bu aşk değil, esaretin ta kendisi

Ben senin yerinde olsam
Ufak ufak uzarım, durmam
Pılımı pırtımı toplar giderim
Bakmam gözyaşına, bakmam
Bi' dak'ka bile katlanmam
Sevene zulmedeni ezer geçerim
Ben senin yerinde olsam
Ufak ufak uzarım, durmam
Pılımı pırtımı toplar giderim
Bakmam gözyaşına, bakmam
Bi' dak'ka bile katlanmam
Sevene zulmedeni yakar geçerim

O hâlden anlamıyor, umursamıyorsa
Sen niye üzülüp kahroluyorsun?
Bu sonucun vebali onun boynuna
Bırak inceldiği yerden kopsun

Akıl kârı değil, ızdırabın böylesi
Bu aşk değil, esaretin ta kendisi

Ben senin yerinde olsam
Ufak ufak uzarım, durmam
Pılımı pırtımı toplar giderim
Bakmam gözyaşına, bakmam
Bi' dak'ka bile katlanmam
Sevene zulmedeni ezer geçerim
Ben senin yerinde olsam
Ufak ufak uzarım, durmam
Pılımı pırtımı toplar giderim
Bakmam gözyaşına, bakmam
Bi' dak'ka bile katlanmam
Sevene zulmedeni yakar geçerim


Ben senin yerinde olsam
Ufak ufak uzarım, durmam
Pılımı pırtımı toplar giderim
Bakmam gözyaşına, bakmam
Bi' dak'ka bile katlanmam
Sevene zulmedeni ezer geçerim
Ben senin yerinde olsam
Ufak ufak uzarım, durmam
Pılımı pırtımı toplar giderim
Bakmam gözyaşına, bakmam
Bi' dak'ka bile katlanmam
Sevene zulmedeni yakar geçerim
Sevene zulmedeni ezer geçerim
Sevene zulmedeni yakar geçerim",üzgün,yakar geçerim yine yüzünden düşen bin parça dalıp dalıp uzaklara iç çekiyorsun bıçak kemiğe dayandıysa amansız acıya göz yumuyorsun akıl kârı değil ızdırabın böylesi aşk değil esaretin ta kendisi ben senin yerinde olsam ufak ufak uzarım durmam pılımı pırtımı toplar giderim bakmam gözyaşına bakmam bi dakka bile katlanmam sevene zulmedeni ezer geçerim ben senin yerinde olsam ufak ufak uzarım durmam pılımı pırtımı toplar giderim bakmam gözyaşına bakmam bi dakka bile katlanmam sevene zulmedeni yakar geçerim hâlden anlamıyor umursamıyorsa sen üzülüp kahroluyorsun sonucun vebali onun boynuna bırak inceldiği yerden kopsun akıl kârı değil ızdırabın böylesi aşk değil esaretin ta kendisi ben senin yerinde olsam ufak ufak uzarım durmam pılımı pırtımı toplar giderim bakmam gözyaşına bakmam bi dakka bile katlanmam sevene zulmedeni ezer geçerim ben senin yerinde olsam ufak ufak uzarım durmam pılımı pırtımı toplar giderim bakmam gözyaşına bakmam bi dakka bile katlanmam sevene zulmedeni yakar geçerim ben senin yerinde olsam ufak ufak uzarım durmam pılımı pırtımı toplar giderim bakmam gözyaşına bakmam bi dakka bile katlanmam sevene zulmedeni ezer geçerim ben senin yerinde olsam ufak ufak uzarım durmam pılımı pırtımı toplar giderim bakmam gözyaşına bakmam bi dakka bile katlanmam sevene zulmedeni yakar geçerim sevene zulmedeni ezer geçerim sevene zulmedeni yakar geçerim
Fikret Kızılok,Yeter Ki,"2 ContributorsYeter Ki Lyrics
Ellerim, gözlerim kelepçelerde
Sevda çöllerinde
Geçiyor aylarım, yıllarım, gecelerim
Sevda zindanlarında

Yeter ki sen sev beni
Yeter ki inan bana
Yeter ki sen sev beni
Yeter ki inan bana

Varlığın dilimde bir yudum su
Sevda çöllerinde
Hayalin, serabın yeterdi bana
Sevda zindanlarında

Yeter ki sen sev beni
Yeter ki inan bana
Yeter ki sen sev beni
Yeter ki inan bana

Varlığın dilimde bir yudum su
Sevda çöllerinde
Hayalin, serabın yeterdi bana
Sevda zindanlarında

Yeter ki sen sev beni
Yeter ki inan bana
Yeter ki sen sev beni
Yeter ki inan bana",üzgün,yeter ellerim gözlerim kelepçelerde sevda çöllerinde geçiyor aylarım yıllarım gecelerim sevda zindanlarında yeter sen sev beni yeter inan bana yeter sen sev beni yeter inan bana varlığın dilimde bir yudum su sevda çöllerinde hayalin serabın yeterdi bana sevda zindanlarında yeter sen sev beni yeter inan bana yeter sen sev beni yeter inan bana varlığın dilimde bir yudum su sevda çöllerinde hayalin serabın yeterdi bana sevda zindanlarında yeter sen sev beni yeter inan bana yeter sen sev beni yeter inan bana
Bülent Ortaçgil,Benimle Oynar mısın,"2 ContributorsBenimle Oynar mısın? LyricsSu olsam, ateş olsam
Göklerdeki güneş olsam
Konuşmasam, taş olsam
Yine de oynar mısın benimle?
Susulsam, kusur olsam
Ağızdaki küfür olsam
Doğuştan esir olsam
Yine de oynar mısın benimle?
Sayılmasam, kaç olsam
Topraktaki güç olsam
Aptal gibi suç olsam
Yine de oynar mısın benimle?
Benimle oynar mısın?..",üzgün,benimle oynar mısın su olsam ateş olsam göklerdeki güneş olsam konuşmasam taş olsam yine oynar mısın benimle susulsam kusur olsam ağızdaki küfür olsam doğuştan esir olsam yine oynar mısın benimle sayılmasam kaç olsam topraktaki güç olsam aptal suç olsam yine oynar mısın benimle benimle oynar mısın
MFÖ,Yalnızlık Ömür Boyu,"3 ContributorsYalnızlık Ömür Boyu LyricsSenle beraber olsam da sevgilim
Ayrılsakta, ölsek de bu yolda
Hep yalnızlık yavrum
Yalnızlık ömür boyu
Yalnızlık ömür boyu
Senle beraber olsam da sevgilim
Hiç görmesek birbirimizi, özlesek
Ömür boyu bağlansak da
Sevinsek de, üzülsek de
Yalnızlık ömür boyu
Birden sen gelsen aklıma
Seni unutsam bazı bazı
Meraklansam gizlice
Delice kıskansam seni
Hep yalnızlık var sonunda
Yalnızlık ömür boyu
Hep yalnızlık var sonunda
Yalnızlık ömür boyu
Senle beraber olsam da sevgilim
Hiç görmesek birbirimizi, özlesek
Ömür boyu bağlansak da
Sevinsek de, üzülsek de
Yalnızlık ömür boyu

Birden sen gelsen aklıma
Seni unutsam bazı bazı
Meraklansam gizlice
Delice kıskansam seni
Hep yalnızlık var sonunda
Yalnızlık ömür boyu
Hep yalnızlık var sonunda
Yalnızlık ömür boyu",üzgün,yalnızlık ömür boyu senle beraber olsam sevgilim ayrılsakta ölsek yolda yalnızlık yavrum yalnızlık ömür boyu yalnızlık ömür boyu senle beraber olsam sevgilim görmesek birbirimizi özlesek ömür boyu bağlansak sevinsek üzülsek yalnızlık ömür boyu birden sen gelsen aklıma seni unutsam meraklansam gizlice delice kıskansam seni yalnızlık var sonunda yalnızlık ömür boyu yalnızlık var sonunda yalnızlık ömür boyu senle beraber olsam sevgilim görmesek birbirimizi özlesek ömür boyu bağlansak sevinsek üzülsek yalnızlık ömür boyu birden sen gelsen aklıma seni unutsam meraklansam gizlice delice kıskansam seni yalnızlık var sonunda yalnızlık ömür boyu yalnızlık var sonunda yalnızlık ömür boyu
Manga,Dursun Zaman,"12 ContributorsDursun Zaman Lyrics

Her sabah doğan güneş bir sabah doğmaz oldu
Elleri ellerimden kayıp giden yıldız oldu
Gülünce ışık saçan o gözler yaşla doldu
Ağlama, duymaz artık; bi' varmış, bi' yok oldu
Giderken bıraktığı bütün renkler siyah oldu
Üzülme, anla artık belki de huzur buldu

""Dursun zaman, dursun"" diyorsun da oyun değil ki yaşamak
Sen inanmasan da son var, anla, herkese inat

Her sabah doğan güneş bir sabah doğmaz oldu
Elleri ellerimden kayıp giden yıldız oldu
Gülünce ışık saçan o gözler yaşla doldu
Ağlama, duymaz artık; bi' varmış, bi' yok oldu
Giderken bıraktığı bütün renkler siyah oldu
Üzülme, anla artık belki de huzur buldu

""Dursun zaman, dursun"" diyorsun da oyun değil ki yaşamak
Sen inanmasan da son var, anla, herkese inat


""Dursun zaman, dursun"" diyorsun da oyun değil ki yaşamak
Sen inanmasan da son var, anla, herkese inat

Duysun seni, ""Dönsün"" diyorsun da oyun değil ki yaşamak
Yok bi' çaren anla, sakın uyanma yıllara inat",üzgün,dursun zaman sabah doğan güneş bir sabah doğmaz oldu elleri ellerimden kayıp giden yıldız oldu gülünce ışık saçan gözler yaşla doldu ağlama duymaz artık bi varmış bi yok oldu giderken bıraktığı bütün renkler siyah oldu üzülme anla artık huzur buldu dursun zaman dursun diyorsun oyun değil yaşamak sen inanmasan son var anla herkese inat sabah doğan güneş bir sabah doğmaz oldu elleri ellerimden kayıp giden yıldız oldu gülünce ışık saçan gözler yaşla doldu ağlama duymaz artık bi varmış bi yok oldu giderken bıraktığı bütün renkler siyah oldu üzülme anla artık huzur buldu dursun zaman dursun diyorsun oyun değil yaşamak sen inanmasan son var anla herkese inat dursun zaman dursun diyorsun oyun değil yaşamak sen inanmasan son var anla herkese inat duysun seni dönsün diyorsun oyun değil yaşamak yok bi çaren anla sakın uyanma yıllara inat
Sertab Erener,Sakin Ol,"4 ContributorsSakin Ol Lyrics

Of, bu ne sinir? Bu ne öfke? Aman, bir telaş, bir acele
Herkes birbirini boğacak, bu gidişle sonumuz ne olacak?
Kimi takmış alaturkaya, kimi batıdan şikayetçi
Ne var sanki bunda kızacak? Dünya hali bu gelip geçici

Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol

Kimi lahmacundan utanır, kimi her önüne gelene gıcık
Ya uzak herkes birbirine, ya ilişkiler vıcık vıcık
Kimi entellere düşman, kiminden cehalete prim
Bu ne manasız didişme? Kimse kimseye bir şey öğretemez mirim

Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol

Aaah

Ölümlü dünya, ölümlü insan
Ha alim olsan ha zalim olsan
Ölümlü dünya, ölümlü insan
Ha alim olsan ha zalim olsan

Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol

Herkesin doğrusu en doğru, herkesin lafı bir hikmet
Sıradan şeyler de konuşalım, iş mi yani birbirimizi yemek?
İlle de kusursuz olmalı, hata yapmaya da hakkımız yok
Üçüncü şahıslar için herkes sancılar içinde, bu kadarı da çok

Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol

Aaah

Ölümlü dünya, ölümlü insan
Ha alim olsan ha zalim olsan
Ölümlü dünya, ölümlü insan
Ha alim olsan ha zalim olsan
Ölümlü dünya, ölümlü insan
Ha alim olsan ha zalim olsan
Ölümlü dünya, ölümlü insan
Ha alim olsan ha zalim olsan

Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol
Hişt, hişt, sakin ol, sinirlerine hakim ol

Hişt, hişt, sakin ol",üzgün,sakin ol of sinir öfke aman bir telaş bir acele herkes birbirini boğacak gidişle sonumuz olacak kimi takmış alaturkaya kimi batıdan şikayetçi var bunda kızacak dünya hali gelip geçici hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol kimi lahmacundan utanır kimi önüne gelene gıcık uzak herkes birbirine ilişkiler vıcık vıcık kimi entellere düşman kiminden cehalete prim manasız didişme kimse kimseye bir öğretemez mirim hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol aaah ölümlü dünya ölümlü insan ha alim olsan ha zalim olsan ölümlü dünya ölümlü insan ha alim olsan ha zalim olsan hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol herkesin doğrusu doğru herkesin lafı bir hikmet sıradan şeyler konuşalım iş mi birbirimizi yemek i̇lle kusursuz olmalı hata yapmaya hakkımız yok üçüncü şahıslar herkes sancılar içinde kadarı hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol aaah ölümlü dünya ölümlü insan ha alim olsan ha zalim olsan ölümlü dünya ölümlü insan ha alim olsan ha zalim olsan ölümlü dünya ölümlü insan ha alim olsan ha zalim olsan ölümlü dünya ölümlü insan ha alim olsan ha zalim olsan hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol sinirlerine hakim ol hişt hişt sakin ol
