artist,song_title,lyrics,mood,temiz_lyrics
Ziynet Sali,Sen Mutlu Ol,"1 ContributorSen Mutlu Ol LyricsNasıl bir kalp bıraktın
Bilir misin ardında
Bilir misin kırılan
Kalpler düzelmez asla
Dönüp de, hiç baktın mı
Merak edip arkana
Eden bulur güzelim
Kalır sanma yanına
Bir gün olsun gülmesem
Hep ağlasam da olur
Karanlığın içinde
Yalnız kalsam ne olur
İnim inim inlesem
Acı çeksem de olur
Benim için farketmez
Sen mutlu ol ne olur
Geçmişteki günleri
Bir an olsun hatırla
Yırtmadıysan resmimi
Ona bakıp da ağla
Mutlu günlerimizi
Sen vaad etmiştin bana
Eden bulur güzelim
Kalır sanma yanına",mutlu,mutlu ol bir kalp bıraktın bilir misin ardında bilir misin kırılan kalpler düzelmez asla dönüp baktın merak edip arkana eden bulur güzelim kalır sanma yanına bir gün olsun gülmesem ağlasam olur karanlığın içinde yalnız kalsam olur i̇nim inim inlesem acı çeksem olur benim farketmez sen mutlu ol olur geçmişteki günleri bir an olsun hatırla yırtmadıysan resmimi ona bakıp ağla mutlu günlerimizi sen vaad etmiştin bana eden bulur güzelim kalır sanma yanına
Mabel Matiz,Bir Hadise Var,"3 ContributorsBir Hadise Var Lyrics
Vurgunum sana bir mahkum gibi
Uykular haram, bir zehir gibi
Âşığım fakat hasretin deli, ezelden beri

Bir hadise var, kimse bilmiyor
Olmuyor, ben de deprem olmuyor
Hiçbir şey beni böyle sarsmıyor, bir senin gibi

Mühürledim seni kalbime
Kurşunlar işlemez ciğerime
Zincirledim seni kalbime
Anahtarları yok denizlerde

Şeytan diyor ki,""Tövbeler etmeli
Uğrunda yüz kere bin kere ölmeli
Cehennemde bile zulmetsen de
Şeytan diyor ki, ""Tövbeler etmeli
Uğrunda yüz kere bin kere ölmeli
Cehennemde bile zulmetsen de""
Yok, yok, bir seni sevmeli

Gözlerin hoyrat ihanetler gibi
Ellerin soğuk zemheriler gibi
Kalbin buz tutmuş son nefes gibi
Soğuk olsa da

Bir hadise var, kimse bilmiyor
Olmuyor, bende deprem olmuyor
Hiçbir şey beni böyle sarsmıyor
Bir senin gibi

Mühürledim seni kalbime
Kurşunlar işlemez ciğerime
Zincirledim seni kalbime
Anahtarları yok denizlerde

Şeytan diyor ki, ""Tövbeler etmeli
Uğrunda yüz kere bin kere ölmeli
Cehennemde bile zulmetsen de
Şeytan diyor ki, ""Tövbeler etmeli
Uğrunda yüz kere bin kere ölmeli
Cehennemde bile zulmetsen de""
Yok, yok, bir seni sevmeli",mutlu,bir hadise var vurgunum sana bir mahkum uykular haram bir zehir âşığım fakat hasretin deli ezelden beri bir hadise var kimse bilmiyor olmuyor ben deprem olmuyor hiçbir beni böyle sarsmıyor bir senin mühürledim seni kalbime kurşunlar işlemez ciğerime zincirledim seni kalbime anahtarları yok denizlerde şeytan diyor kitövbeler etmeli uğrunda yüz kere bin kere ölmeli cehennemde bile zulmetsen şeytan diyor tövbeler etmeli uğrunda yüz kere bin kere ölmeli cehennemde bile zulmetsen yok yok bir seni sevmeli gözlerin hoyrat ihanetler ellerin soğuk zemheriler kalbin buz tutmuş son nefes soğuk olsa bir hadise var kimse bilmiyor olmuyor bende deprem olmuyor hiçbir beni böyle sarsmıyor bir senin mühürledim seni kalbime kurşunlar işlemez ciğerime zincirledim seni kalbime anahtarları yok denizlerde şeytan diyor tövbeler etmeli uğrunda yüz kere bin kere ölmeli cehennemde bile zulmetsen şeytan diyor tövbeler etmeli uğrunda yüz kere bin kere ölmeli cehennemde bile zulmetsen yok yok bir seni sevmeli
Sıla,Alain Delon,"2 ContributorsAlain Delon Lyrics
Bütün gün öyle oturdum evde
Tadım tuzum yok, olur ya öyle
Duvarların da ağzı var, dili yok
""Hadi kalk, giyin, gez, toz!"" dedim
""Azcık da sen boz!"" dedim
Aradım taradım, kimse evde yok
Işıklı, janjanlı, girdim rastgele bir kapıdan
Meğer herkes bur'daymış bihabermişim dünyadan
Kızlarla laflarken sen göründün bir anda

Bi' numaralar, Allah, Allah
Bu ne, n'oluyor ya?!
(x2)
Ba-ba-bak havalara nasıl da geriniyo'
Alain Delon'um benim nasıl da kasılıyo'
No, no, no alma'yım başkası alsın
Tipim değilsin üstü kalsın

Nasıl da yalnız ve çıplak herkes
Mutsuz ve damsız herkes
Benim de bundan aşağı kalır yanım yok

""Hadi kalk, giyin, gez, toz!"" dedim
""Azcık da sen boz!"" dedim
Aradım taradım, kimse evde yok
Işıklı, janjanlı, girdim rastgele bir kapıdan
Meğer herkes bur'daymış bihabermişim dünyadan
Kızlarla laflarken sen göründün bir anda

Bi' numaralar, Allah, Allah
Bu ne, n'oluyor ya?!
(x2)
Ba-ba-bak havalara nasıl da geriniyo'
Alain Delon'um benim nasıl da kasılıyo'
No, no, no alma'yım başkası alsın
Tipim değilsin üstü kalsın

Tövbe, tövbe, estağfirullah
Bi' de konuşsa gülerim haha
Alimallah dayanılır mı?
Hadi be sen de yarım akıllı",mutlu,alain delon bütün gün öyle oturdum evde tadım tuzum yok olur öyle duvarların ağzı var dili yok hadi kalk giyin gez toz dedim azcık sen boz dedim aradım taradım kimse evde yok işıklı janjanlı girdim rastgele bir kapıdan meğer herkes burdaymış bihabermişim dünyadan kızlarla laflarken sen göründün bir anda bi numaralar allah allah noluyor x bababak havalara geriniyo alain delonum benim kasılıyo no no no almayım başkası alsın tipim değilsin üstü kalsın yalnız çıplak herkes mutsuz damsız herkes benim bundan aşağı kalır yanım yok hadi kalk giyin gez toz dedim azcık sen boz dedim aradım taradım kimse evde yok işıklı janjanlı girdim rastgele bir kapıdan meğer herkes burdaymış bihabermişim dünyadan kızlarla laflarken sen göründün bir anda bi numaralar allah allah noluyor x bababak havalara geriniyo alain delonum benim kasılıyo no no no almayım başkası alsın tipim değilsin üstü kalsın tövbe tövbe estağfirullah bi konuşsa gülerim haha alimallah dayanılır hadi be sen yarım akıllı
Levent Yüksel,Karaağaç,"3 ContributorsKaraağaç Lyrics

Yâr, gidiyor musun?
Gitme, içimde bir korku var
Biliyor musun?
Böyle başlar ayrılıklar
Gel, biraz kokunu bırak
Baharımı al, soğuktur oralar
Ağlıyor musun? Ağlama
Hayırlar, uğurlar

Gurbete giden döner mi dönmez mi? Belli değil, bilirim
Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim
Gurbete giden döner mi dönmez mi? Belli değil, bilirim
Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim

Yâr, gidiyor musun?
Gitme, içimde bir korku var
Biliyor musun?
Böyle başlar ayrılıklar
Gel, biraz kokunu bırak
Baharımı al, soğuktur oralar
Ağlıyor musun? Ağlama
Hayırlar, uğurlar

Gurbete giden döner mi dönmez mi? Belli değil, bilirim
Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim
Gurbete giden döner mi dönmez mi? Belli değil, bilirim
Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim
Gurbete giden döner mi dönmez mi? Belli değil, bilirim
Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim
Gurbete giden döner mi dönmez mi? Belli değil, bilirim
Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim

(Gurbete giden döner mi dönmez mi? Belli değil, bilirim)
(Ben bi' karaağaç gölgesi buldum, cebimde ümitlerim)",mutlu,karaağaç yâr gidiyor musun gitme içimde bir korku var biliyor musun böyle başlar ayrılıklar gel biraz kokunu bırak baharımı al soğuktur oralar ağlıyor musun ağlama hayırlar uğurlar gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim yâr gidiyor musun gitme içimde bir korku var biliyor musun böyle başlar ayrılıklar gel biraz kokunu bırak baharımı al soğuktur oralar ağlıyor musun ağlama hayırlar uğurlar gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim gurbete giden döner mi dönmez mi belli değil bilirim ben bi karaağaç gölgesi buldum cebimde ümitlerim
Gökhan Türkmen,Taş,"3 ContributorsTaş Lyrics

Ellerini yormadan
İçine dokunmadan
Seyrettim her şeyi
Sendeki bedenleri
Yüreğime aldırmadan
Tenleri sorulmadan
Terk ettim her şeyi
Bendeki bedenleri

Buna kapıldım, korktum sanma
Nasıl unutulur bir anda?
Bu aşk sınır bilmezdi oysa

Yoluna taş koydum ellerin olma diye
Yoluna taş koydum yokuşa sürme diye
Yoluna taş koydum ellerin olma diye
Yoluna taş koydum yokuşa sürme diye

Buna kapıldım, korktum sanma
Nasıl unutulur bir anda?
Bu aşk sınır bilmezdi oysa

Yoluna taş koydum ellerin olma diye
Yoluna taş koydum yokuşa sürme diye
Yoluna taş koydum ellerin olma diye
Yoluna taş koydum yokuşa sürme diye
Yoluna taş koydum ellerin olma diye
Yoluna taş koydum yokuşa sürme diye
Yoluna taş koydum ellerin olma diye
Yoluna taş koydum yokuşa sürme diye",mutlu,taş ellerini yormadan i̇çine dokunmadan seyrettim şeyi sendeki bedenleri yüreğime aldırmadan tenleri sorulmadan terk ettim şeyi bendeki bedenleri buna kapıldım korktum sanma unutulur bir anda aşk sınır bilmezdi oysa yoluna taş koydum ellerin olma yoluna taş koydum yokuşa sürme yoluna taş koydum ellerin olma yoluna taş koydum yokuşa sürme buna kapıldım korktum sanma unutulur bir anda aşk sınır bilmezdi oysa yoluna taş koydum ellerin olma yoluna taş koydum yokuşa sürme yoluna taş koydum ellerin olma yoluna taş koydum yokuşa sürme yoluna taş koydum ellerin olma yoluna taş koydum yokuşa sürme yoluna taş koydum ellerin olma yoluna taş koydum yokuşa sürme
İrem Derici,Acemi Balık,"2 ContributorsAcemi Balık Lyrics
Beni kalbimden vuranlar varya
Sürüne sürüne sürüne kapımı çalacak
Karşıma geçip kıs kıs gülenler var ya
Kapanıp önümde diz çöküp ağlayacak
Beni kalbimden vuranlar varya
Sürüne sürüne sürüne kapımı çalacak
Karşıma geçip kıs kıs gülenler var ya
Kapanıp önümde diz çöküp ağlayacak

Eder miyim, eder miyim
Deli miyim affeder miyim
İsmine bir çizgi attım
Artık seni bağlamaz benim hayatım

Bükeceksin boynunu güller gibi sararıp
Acemi balık gibi ağlara dolanıp
Pişman da olsan kapımda yatsan
Tarih bile yazsan kimin umrunda
Bükeceksin boynunu güller gibi sararıp
Acemi balık gibi ağlara dolanıp
Pişman da olsan kapımda yatsan
Tarih bile yazsan kimin umrunda

Beni kalbimden vuranlar varya
Sürüne sürüne sürüne kapımı çalacak
Karşıma geçip kıs kıs gülenler var ya
Kapanıp önümde diz çöküp ağlayacak
Beni kalbimden vuranlar varya
Sürüne sürüne sürüne kapımı çalacak
Karşıma geçip kıs kıs gülenler var ya
Kapanıp önümde diz çöküp ağlayacak

Eder miyim, eder miyim
Deli miyim affeder miyim
İsmine bir çizgi attım
Artık seni bağlamaz benim hayatım

Bükeceksin boynunu güller gibi sararıp
Acemi balık gibi ağlara dolanıp
Pişman da olsan kapımda yatsan
Tarih bile yazsan kimin umrunda
Bükeceksin boynunu güller gibi sararıp
Acemi balık gibi ağlara dolanıp
Pişman da olsan kapımda yatsan
Tarih bile yazsan kimin umrunda

Pişman da olsan kapımda yatsan
Tarih bile yazsan kimin umrunda",mutlu,acemi balık beni kalbimden vuranlar varya sürüne sürüne sürüne kapımı çalacak karşıma geçip kıs kıs gülenler var kapanıp önümde diz çöküp ağlayacak beni kalbimden vuranlar varya sürüne sürüne sürüne kapımı çalacak karşıma geçip kıs kıs gülenler var kapanıp önümde diz çöküp ağlayacak eder miyim eder miyim deli miyim affeder miyim i̇smine bir çizgi attım artık seni bağlamaz benim hayatım bükeceksin boynunu güller sararıp acemi balık ağlara dolanıp pişman olsan kapımda yatsan tarih bile yazsan kimin umrunda bükeceksin boynunu güller sararıp acemi balık ağlara dolanıp pişman olsan kapımda yatsan tarih bile yazsan kimin umrunda beni kalbimden vuranlar varya sürüne sürüne sürüne kapımı çalacak karşıma geçip kıs kıs gülenler var kapanıp önümde diz çöküp ağlayacak beni kalbimden vuranlar varya sürüne sürüne sürüne kapımı çalacak karşıma geçip kıs kıs gülenler var kapanıp önümde diz çöküp ağlayacak eder miyim eder miyim deli miyim affeder miyim i̇smine bir çizgi attım artık seni bağlamaz benim hayatım bükeceksin boynunu güller sararıp acemi balık ağlara dolanıp pişman olsan kapımda yatsan tarih bile yazsan kimin umrunda bükeceksin boynunu güller sararıp acemi balık ağlara dolanıp pişman olsan kapımda yatsan tarih bile yazsan kimin umrunda pişman olsan kapımda yatsan tarih bile yazsan kimin umrunda
Gülşen,Dan Dan,"4 ContributorsDan Dan Lyrics
Soğudu havalar burada güneş açmıyor
Telefonu da hiç açmıyor
Beklesin diyordur ne acelesi var
Bir yere kaçmıyor, gözümden de kaçmıyor

Ya beni gelip alırsın buradan
Ya da bir ses duyarsın oradan
Öldürürüm, kendimi
Dan, dan, dan, dan, dan, dan

Blöf yok valla billa
Bana sen lazım illa
Güzellikle veya, zorla, zorla, zorla
Blöf yok valla billa
Bana sen lazım illa
Duygular anlarsın ya, gırla, gırla, gırla
Ah, ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah, ah

Soğudu havalar burada güneş açmıyor
Telefonu da hiç açmıyor
Beklesin diyordur ne acelesi var
Bir yere kaçmıyor, gözümden de kaçmıyor

Ya beni gelip alırsın buradan
Ya da bir ses duyarsın oradan
Öldürürüm, kendimi
Dan, dan, dan, dan, dan, dan

Blöf yok valla billa
Bana sen lazım illa
Güzellikle veya, zorla, zorla, zorla
Blöf yok valla billa
Bana sen lazım illa
Duygular anlarsın ya, gırla, gırla, gırla
Ah, ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah, ah
Ah, ah, ah, ah, ah
Ah, ah, ah, ah
Ah, ah, ah, ah, ah

Ya beni gelip alırsın buradan
Ya da bir ses duyarsın oradan
Öldürürüm, kendimi
Dan, dan, dan, dan, dan, dan

Blöf yok valla billa
Bana sen lazım illa
Güzellikle veya, zorla, zorla, zorla
Blöf yok valla billa
Bana sen lazım illa
Duygular anlarsın ya, gırla, gırla, gırla
Blöf yok valla billa
Bana sen lazım illa
Güzellikle veya, zorla, zorla, zorla
Blöf yok valla billa
Bana sen lazım illa
Duygular anlarsın ya, gırla, gırla, gırla",mutlu,dan dan soğudu havalar burada güneş açmıyor telefonu açmıyor beklesin diyordur acelesi var bir yere kaçmıyor gözümden kaçmıyor beni gelip alırsın buradan bir ses duyarsın oradan öldürürüm kendimi dan dan dan dan dan dan blöf yok valla billa bana sen lazım illa güzellikle zorla zorla zorla blöf yok valla billa bana sen lazım illa duygular anlarsın gırla gırla gırla ah ah ah ah ah ah ah ah ah ah ah ah ah ah soğudu havalar burada güneş açmıyor telefonu açmıyor beklesin diyordur acelesi var bir yere kaçmıyor gözümden kaçmıyor beni gelip alırsın buradan bir ses duyarsın oradan öldürürüm kendimi dan dan dan dan dan dan blöf yok valla billa bana sen lazım illa güzellikle zorla zorla zorla blöf yok valla billa bana sen lazım illa duygular anlarsın gırla gırla gırla ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah ah beni gelip alırsın buradan bir ses duyarsın oradan öldürürüm kendimi dan dan dan dan dan dan blöf yok valla billa bana sen lazım illa güzellikle zorla zorla zorla blöf yok valla billa bana sen lazım illa duygular anlarsın gırla gırla gırla blöf yok valla billa bana sen lazım illa güzellikle zorla zorla zorla blöf yok valla billa bana sen lazım illa duygular anlarsın gırla gırla gırla
Emre Altuğ,Gidecek Yerim Mi Var,"3 ContributorsGidecek Yerim mi Var LyricsGidecek yerim mi var
Bak yine kader sesizce örmüs aglari bir care gönül uzanmiyor ki kollari hep kara haber getirdi yaz yagmurlari senden bir haber gecer mi ömrü kalani
Karanliklar icinden gün dogar ya aniden belki öyle can bulur yarim kalan hikayemiz
Gidecek yerim mi var diyecek sözüm mü var bunu eller anlamaz sana ihtiyacim var
Bak yine kader sesizce örmüs aglari bir care gönül uzanmiyor ki kollari hep kara haber getirdi yaz yagmurlari senden bir haber gecer mi ömrü kalani
Gidecek yerim mi var diyecek sözüm mü var bunu eller anlamaz sana ihtiyacim var",mutlu,gidecek yerim mi var gidecek yerim mi var bak yine kader sesizce örmüs aglari bir care gönül uzanmiyor kollari kara haber getirdi yaz yagmurlari senden bir haber gecer mi ömrü kalani karanliklar icinden gün dogar aniden öyle can bulur yarim kalan hikayemiz gidecek yerim mi var diyecek sözüm var bunu eller anlamaz sana ihtiyacim var bak yine kader sesizce örmüs aglari bir care gönül uzanmiyor kollari kara haber getirdi yaz yagmurlari senden bir haber gecer mi ömrü kalani gidecek yerim mi var diyecek sözüm var bunu eller anlamaz sana ihtiyacim var
Candan Erçetin,Gamsız Hayat,"5 ContributorsTranslationsEnglishGamsız Hayat LyricsSormayın neden bu durgunluğum
Görmeden kuytu yaralarımı
Sormayın neden bu huysuzluğum
Bilmeden saklı duygularımı
Çok mu dertsiz duruyorum uzaktan bakınca
Çok mu kalender sandınız dert anlatmayınca
Gamsız hayat, herkese başka sunar garip oyunlarını
Gamsız hayat, herkese başka kurar kahpe tuzaklarını
Gamsız hayat, herkese başka sorar geçmiş hesaplarını
Gamsız hayat, herkesi başka yorar görmez gözünün yaşını
Sanmayın biter bu durgunluğum
Sarmadan kuytu yaralarımı
Sanmayın biter bu huysuzluğum
Açmadan saklı duygularım
Çok mu güçsüz duruyorum derdimi paylaşınca
Çok mu çaresiz dersiniz dertten ağlayınca",mutlu,translationsenglishgamsız hayat sormayın durgunluğum görmeden kuytu yaralarımı sormayın huysuzluğum bilmeden saklı duygularımı dertsiz duruyorum uzaktan bakınca kalender sandınız dert anlatmayınca gamsız hayat herkese başka sunar garip oyunlarını gamsız hayat herkese başka kurar kahpe tuzaklarını gamsız hayat herkese başka sorar geçmiş hesaplarını gamsız hayat herkesi başka yorar görmez gözünün yaşını sanmayın biter durgunluğum sarmadan kuytu yaralarımı sanmayın biter huysuzluğum açmadan saklı duygularım güçsüz duruyorum derdimi paylaşınca çaresiz dersiniz dertten ağlayınca
Gripin,Hayat Mars Etti,"2 ContributorsHayat Mars Etti LyricsDene, yanıl, gör gerçeği
Geçmişi yok sayarak
Mutlaka görmen gerek
Bakana fark atarak
Ağlayıp döndün yine
Başına dert açarak
Derdini açman gerek
Dostunla tek atarak
Hayat mars etti
Üstelik zar tutarak yine
Bense sıkıldım
Hep yek atmaktan kadere
Hayat mars etti
Üstelik zar tutarak yine
Bense sıkıldım
Hep yek atmaktan kadere
Dene, yanıl, gör gerçeği
Geçmişi yok sayarak
Mutlaka görmen gerek
Bakana fark atarak
Ağlayıp döndün yine
Başına dert açarak
Derdini açman gerek
Dostunla tek atarak

Hayat mars etti
Üstelik zar tutarak yine
Bense sıkıldım
Hep yek atmaktan kadere
Hayat mars etti
Üstelik zar tutarak yine
Bense sıkıldım
Hep yek atmaktan kadere
Hayat mars etti
Üstelik zar tutarak yine
Bense sıkıldım
Hep yek atmaktan kadere
Hayat mars etti
Üstelik zar tutarak yine
Bense sıkıldım
Hep yek atmaktan kadere
Hayat mars etti yine",mutlu,hayat mars etti dene yanıl gör gerçeği geçmişi yok sayarak mutlaka görmen gerek bakana fark atarak ağlayıp döndün yine başına dert açarak derdini açman gerek dostunla tek atarak hayat mars etti üstelik zar tutarak yine bense sıkıldım yek atmaktan kadere hayat mars etti üstelik zar tutarak yine bense sıkıldım yek atmaktan kadere dene yanıl gör gerçeği geçmişi yok sayarak mutlaka görmen gerek bakana fark atarak ağlayıp döndün yine başına dert açarak derdini açman gerek dostunla tek atarak hayat mars etti üstelik zar tutarak yine bense sıkıldım yek atmaktan kadere hayat mars etti üstelik zar tutarak yine bense sıkıldım yek atmaktan kadere hayat mars etti üstelik zar tutarak yine bense sıkıldım yek atmaktan kadere hayat mars etti üstelik zar tutarak yine bense sıkıldım yek atmaktan kadere hayat mars etti yine
Model,Buzdan Şato,"6 ContributorsBuzdan Şato Lyrics

Herkes yalnızdır kendi buzdan şatosunda
Biri gelip duvarları eritsin ister
Herkes denizci fırtınalı okyanusta
Bir limana yelkenleri indirmek ister
Herkes bir savaşçıdır kendi savaşında
Birisi için gardını indirmek ister
Herkes yorgundur yaşamaktan bu hayatta
Dizine yatıp birinin uyumak ister

Ben çırılçıplak bir kadın karşında

Attım dertleri hep içime içime
En sonunda kaldım tek başıma
Koy gidelim saki, koy kadehin içine!
Vuralım bu gece bu şişenin dibine!

Yastığımda hâlâ ılık nefesin var
Yanımda olsan şimdi nasıl sevesim var!
Her şeyi darmadağın edip gidesim var
Durmadan içiyorsam bir sebebim var!

Ben çırılçıplak bir kadın karşında

Attım dertleri hep içime içime
En sonunda kaldım tek başıma
Koy gidelim saki, koy kadehin içine!
Vuralım bu gece bu şişenin dibine!


Ben çırılçıplak bir kadın karşında

Attım dertleri hep içime içime
En sonunda kaldım tek başıma
Koy gidelim saki, koy kadehin içine!
Vuralım bu gece bu şişenin dibine!
Attım dertleri hep içime içime
En sonunda kaldım tek başıma
Koy gidelim saki, koy kadehin içine!
Vuralım bu gece bu şişenin dibi

Vuralım bu gece bu şişenin dibi
Vuralım bu gece bu şişenin dibine!",mutlu,buzdan şato herkes yalnızdır kendi buzdan şatosunda gelip duvarları eritsin ister herkes denizci fırtınalı okyanusta bir limana yelkenleri indirmek ister herkes bir savaşçıdır kendi savaşında birisi gardını indirmek ister herkes yorgundur yaşamaktan hayatta dizine yatıp birinin uyumak ister ben çırılçıplak bir kadın karşında attım dertleri içime içime sonunda kaldım tek başıma koy gidelim saki koy kadehin içine vuralım gece şişenin dibine yastığımda hâlâ ılık nefesin var yanımda olsan şimdi sevesim var şeyi darmadağın edip gidesim var durmadan içiyorsam bir sebebim var ben çırılçıplak bir kadın karşında attım dertleri içime içime sonunda kaldım tek başıma koy gidelim saki koy kadehin içine vuralım gece şişenin dibine ben çırılçıplak bir kadın karşında attım dertleri içime içime sonunda kaldım tek başıma koy gidelim saki koy kadehin içine vuralım gece şişenin dibine attım dertleri içime içime sonunda kaldım tek başıma koy gidelim saki koy kadehin içine vuralım gece şişenin dibi vuralım gece şişenin dibi vuralım gece şişenin dibine
Bendeniz,Gönül,"1 ContributorGönül Yareler Içinde Lyrics
Asılı kaldım bir ipin ucunda
Gerildim durdum, ben yokluğunda
Bir avuntu aradım durdum
Gecenin kör boşluğunda
Yüreğim daldan düşen bir yaprak
Gözlerim gökten kopan bir yıldız
Beklemek diyorsun sevgilim
Söyle nereye kadar?
Gönül yareler içinde
Yürüyor hüzünler şehrine
Gönül uslansa bi çare
Ama koşuyor hasretler peşinde

Yüzüm, ellerim siliniyor aşkım
Sabrım tükeniyor
Ben diye bir şey sen diye sevda
Canım kalmıyor

Asılı kaldım bir ipin ucunda
Gerildim durdum, ben yokluğunda
Bir avuntu aradım durdum
Gecenin kör boşluğunda
Yüreğim daldan düşen bir yaprak
Gözlerim gökten kopan bir yıldız
Beklemek diyorsun sevgilim
Söyle nereye kadar?
Gönül yareler içinde
Yürüyor hüzünler şehrine
Gönül uslansa bi çare
Ama koşuyor hasretler peşinde

Yüzüm, ellerim siliniyor aşkım
Sabrım tükeniyor
Ben diye bir şey sen diye sevda
Canım kalmıyor
Yüzüm, ellerim siliniyor aşkım
Sabrım tükeniyor
Ben diye bir şey sen diye sevda
Canım kalmıyor",mutlu,contributorgönül yareler içinde asılı kaldım bir ipin ucunda gerildim durdum ben yokluğunda bir avuntu aradım durdum gecenin kör boşluğunda yüreğim daldan düşen bir yaprak gözlerim gökten kopan bir yıldız beklemek diyorsun sevgilim söyle kadar gönül yareler içinde yürüyor hüzünler şehrine gönül uslansa bi çare koşuyor hasretler peşinde yüzüm ellerim siliniyor aşkım sabrım tükeniyor ben bir sen sevda canım kalmıyor asılı kaldım bir ipin ucunda gerildim durdum ben yokluğunda bir avuntu aradım durdum gecenin kör boşluğunda yüreğim daldan düşen bir yaprak gözlerim gökten kopan bir yıldız beklemek diyorsun sevgilim söyle kadar gönül yareler içinde yürüyor hüzünler şehrine gönül uslansa bi çare koşuyor hasretler peşinde yüzüm ellerim siliniyor aşkım sabrım tükeniyor ben bir sen sevda canım kalmıyor yüzüm ellerim siliniyor aşkım sabrım tükeniyor ben bir sen sevda canım kalmıyor
Fatma Turgut,İlkbaharda Kıyamet,"3 Contributorsİlkbaharda Kıyamet Lyrics

Şeytan, melek değildik
Huzur zordu biz cahildik
Sen bana bir emanettin yaralı çocukluğumdan
İlkbaharda kıyamettin, vuruldun tomurcuğundan

Belki de böyle öğreniriz
Mutluluk ne aslında
Girip boyumuzdan büyük günahlara
Şu yarım aklımızla

Dünya büyük, çok küçük ellerim
Seni tutmaya bile yetmiyor
Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor
Dünya büyük, çok küçük ellerim
Seni tutmaya bile yetmiyor
Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor

Şeytan, melek öğrendik
Yaralandık, kirlendik
Kendimi feda ettim, baktım kan durmayacak
Ağlayıp veda ettim, kendine iyi bak

Belki de böyle öğreniriz
Mutluluk ne aslında
Girip boyumuzdan büyük günahlara
Şu yarım aklımızla

Dünya büyük, çok küçük ellerim
Seni tutmaya bile yetmiyor
Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor
Dünya büyük, çok küçük ellerim
Seni tutmaya bile yetmiyor
Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor

Tek göz bi' yuva, bir güzel söz
Yeterdi bana
Çiçekler açardık güneş vurunca yamana

Dünya büyük, çok küçük ellerim
Seni tutmaya bile yetmiyor
Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor
Dünya büyük, çok küçük ellerim
Seni tutmaya bile yetmiyor
Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor

Kan revan şu çocuk kalbim
Koca hüzünlere kafa tutuyor",mutlu,i̇lkbaharda kıyamet şeytan melek değildik huzur zordu cahildik sen bana bir emanettin yaralı çocukluğumdan i̇lkbaharda kıyamettin vuruldun tomurcuğundan böyle öğreniriz mutluluk girip boyumuzdan büyük günahlara yarım aklımızla dünya büyük küçük ellerim seni tutmaya bile yetmiyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor dünya büyük küçük ellerim seni tutmaya bile yetmiyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor şeytan melek öğrendik yaralandık kirlendik kendimi feda ettim baktım kan durmayacak ağlayıp veda ettim kendine iyi bak böyle öğreniriz mutluluk girip boyumuzdan büyük günahlara yarım aklımızla dünya büyük küçük ellerim seni tutmaya bile yetmiyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor dünya büyük küçük ellerim seni tutmaya bile yetmiyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor tek göz bi yuva bir güzel söz yeterdi bana çiçekler açardık güneş vurunca yamana dünya büyük küçük ellerim seni tutmaya bile yetmiyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor dünya büyük küçük ellerim seni tutmaya bile yetmiyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor kan revan çocuk kalbim koca hüzünlere kafa tutuyor
