title,artist,lyrics,mood
Başrol,Ziynet Sali,"Bi' buket çiçekle gelmiyo'sun Gönlümü almıyo'sun Herkese sitayişle bahsettim Beni mahcup ediyorsun Ah, ki ne ah Heder oldum yaban ellerde Nihayetinde ilacı buldum Varmış içimde Hayde, her şerde hayır var Vesilemsin Ne akibetim, ne tecellim Başrol benim Bi' yerde bekliyor elbet Nasibim kısmet Geçer yok kıymet bilmeyene Sevmeyene Zaman hızlı yazıyo'Duramam ben matem günde Beni sen hiç arama Eski defterlerinde You    Zaman hızlı yazıyo'Duramam ben matem günde Beni sen karıştırma Aman ha eskilerinle Neler gördün, aşmadın mı Ziynet? Devran hele dönsün Yürü ya kulum de bekliyoruz ya Rab Ağlayan da gülsün Ah, ki ne ah Heder oldum yaban ellerde Nihayetinde ilacı buldum Varmış içimde Hayde, her şerde hayır var Vesilemsin Ne akibetim, ne tecellim Başrol benim Bi' yerde bekliyor elbet Nasibim kısmet Geçer yok kıymet bilmeyene Sevmeyene Zaman hızlı yazıyo'Duramam ben matem günde Beni sen hiç arama Eski defterlerinde Zaman hızlı yazıyo'Duramam ben matem günde Beni sen karıştırma Aman ha eskilerinle",mutluluk
Benim Ol,EDIS,Suç payıma düşense Giderim yine sen düşünme Ki senin hep uğraştığın son Acıtmaz canımı bir gidişle Uzun zamandı Kalbim aşkları sönsün diye geleni taşladı Pişman olup hep seni beklediğim zaman başladı Uzun zamandı Kalbim aşkları ölsün diye geleni taşladı Pişman olup hep seni beklediğim zaman başladı Hadi yine gel benim ol Benim olmazsan Kime giderim Beni duymazsan Kime veririm yüreğimi Hadi yine gel benim ol Gel benim ol Hadi yine gel benim ol Benim olmazsan Kime giderim Beni duymazsan Kime veririm yüreğimi Yarım sözüm daha dur Benim ol You    Suç payıma düşense Giderim yine sen düşünme Senin hep uğraştığın son Acıtmaz canımı bir gidişle Uzun zamandı kalbim aşkları Sönsün diye geleni taşladı Pişman olup hep seni beklediğim zaman başladı Hadi yine gel benim ol Benim olmazsan Kime giderim Beni duymazsan Kime veririm yüreğimi Hadi yine gel benim ol Gel benim ol Hadi yine gel benim ol Benim olmazsan Kime giderim Beni duymazsan Kime veririm yüreğimi Yarım sözüm daha dur Benim ol,mutluluk
Hayat Şaşırtır!,Aydilge,"Bazen düşer insan, yardım nerede? Kalkmam için yerden, sebebim nerede? Bitti derken, her şey elden gitti derken, sabrettim ben Tam o anda, ummadığında, bir güneş parlar bazen Hayat şaşırtır hep zaten Ben bittim ay derken Hiç umudun kalmamışken Bir güneş  parlar bazen Yolcu benim madem yollar nerede? Kırdın kanatlarımı ilacım nerede? You",mutluluk
Bir Tanecik Aşkım,Gülçin Ergül,Hiç Mi Hiç Küsmeyelim Kavga Etmeyelim Emsalsiz Sevgilim Darılmayalım Sus Pus Somurtmayalım Ben Yoksa N’Aparım Gel Bir Sarıl Bakalım Kıyamam Dayanamam Ben Sanaaaa…Bir Tanecik Aşkım Mum Gibi Eriyorum Sana Sensiz Her An Ziyan Tamamlanıyorum Sarılınca Bir Tanecik Aşkım Mum Gibi Bitiyorum Sana Senden Başkası Yalan Tutun Bana Hiç Bırakma Ooo.…Üzülmeyelim Hiç Mi Hiç Üzmeyelim Seninle Hep Gülelim Emsalsiz Sevgilim Kırılmayalım Hiç Mi Hiç Kırmayalım Ben Sensiz N’aparım Gel Bir Sarıl Bakalım Kıyamam Dayanamam Ben Sanaaaa Bir Tanecik Aşkım Mum Gibi Eriyorum Sana Sensiz Her An Ziyan Tamamlanıyorum Sarılınca Bir Tanecik Aşkım Mum Gibi Bitiyorum Sana Senden Başkası Yalan Tutun Bana Hiç Bırakma Ooo…Bir Tanecik Bir Tanecik Bi’Tanecik Aşkım Mum Gibi Eriyorum Sana Sensiz Her An Ziyan Tamamlanıyorum Sarılınca Bir Tanecik Aşkım Mum Gibi Bitiyorum Sana Senden Başkası Yalan Tutun Bana Hiç Bırakma Ooo…Bir Tanecik Aşkım Oooo Bir Tanecik Aşkım You,mutluluk
Bitmedi Elem,Oğuzhan Koç,"Bitmedi elem Hep aklımda sabah akşam, yakındayken hep uzaklaşan Bu mu hikâyem? Sen yanımda olmayınca tadım mıydı sadece kaçan? İnanmam Bir sağa döndüm Solu unuttum görmeyince gül yüzünü o yanda Sorarsan bi' tek ben söndüm tüm ışıklar altında Bükemediğim tek bileği öptüm Yaşanmayınca bilmiyormuş insan, aşk böyle demek Uzaklaşınca ağlanıyormuş, bu mu sevmek? Kaç gün oldu bekliyorum elimde çiçek Soldu gitti bu deste de yok ki bir yedek Yaşanmayınca bilmiyormuş insan, aşk böyle demek Uzaklaşınca ağlanıyormuş, bu mu sevmek? Kaç gün oldu bekliyorum elimde çiçek Soldu gitti bu deste de yok ki bir yedek Bitmedi elem Hep aklımda sabah akşam, yakındayken hep uzaklaşan Bu mu hikâyem? Sen yanımda olmayınca tadım mıydı sadece kaçan? İnanmam You    Bir sağa döndüm Solu unuttum görmeyince gül yüzünü o yanda Sorarsan bi' tek ben söndüm tüm ışıklar altında Bükemediğim tek bileği öptüm Yaşanmayınca bilmiyormuş insan, aşk böyle demek Uzaklaşınca ağlanıyormuş, bu mu sevmek? Kaç gün oldu bekliyorum elimde çiçek Soldu gitti bu deste de yok ki bir yedek Yaşanmayınca bilmiyormuş insan, aşk böyle demek Uzaklaşınca ağlanıyormuş, bu mu sevmek? Kaç gün oldu bekliyorum elimde çiçek Soldu gitti bu deste de yok ki bir yedek Bir sağa döndüm Solu unuttum görmeyince gül yüzünü o yanda Sorarsan bi' tek ben söndüm tüm ışıklar altında Bükemediğim tek bileği öptüm Yaşanmayınca bilmiyormuş insan, aşk böyle demek Uzaklaşınca ağlanıyormuş, bu mu sevmek? Kaç gün oldu bekliyorum elimde çiçek Soldu gitti bu deste de yok ki bir yedek Yaşanmayınca bilmiyormuş insan, aşk böyle demek Uzaklaşınca ağlanıyormuş, bu mu sevmek? Kaç gün oldu bekliyorum elimde çiçek Soldu gitti bu deste de yok ki bir yedek",mutluluk
Bu Ne Yaa,Ece Seçkin,"Çıkamayıp kalanı ben merkezden Çok sıkıldım, yine ah kaç kezden Eh deyiverdim ben Zayıf bulup tartaklayandan Güçlüye yaltaklanandan Gözü sulu gönlü taklamakandan Ihh diye soğudum ben Bu dünyada içime ata ata Bilmem kime patlıycam Kara kaplı kitaba öfke sata sata Söyleyemeden mi çatlıycam Hep bana bana off bu ne ya İkiyüzlülük hep bir riya Sus diye diye, dert veresiye Hesap soracam gir sıraya Bu ne ya bu ne ya off bu ne ya İçi ezik dışı kazıklara Düşene sevinen yazıklara Hain kinci cambazlıklara Leyn diye dalarım ben You    Nakkaş gibi işle sevgiyi Yaklaş yakala içte sevgiyi Salıver gitsin kargaların peşine Bir parça peynire tav olan tilkiyi",mutluluk
Canavar,Derya Uluğ,"Bana yüz çevirip gururlu dursun Bırak bakmasın isterse sussun Ensem ona dönük oraya konuşsun Ne iyi büyüttüm, besledim Güzel bir nankör yetiştirdim Elime sağlık, ben ne halt ettim? Kendime bir canavar ediniverdim aah Ne iyi büyüttüm, besledim Güzel bir nankör yetiştirdim Elime sağlık, ben ne halt ettim? Kendime bir canavar ediniverdim Bana mı aferin yoksa ona mı? Koynumdaki hain yılana mı? Utanmaz olan alem değil elim Ve o canavar benim şaheserim Bana mı aferin yoksa ona mı? Koynumdaki hain yılana mı? Utanmaz olan alem değil elim Ve o canavar benim şaheserim Hazır mısın duymaya? You    Şimdi beni beğenmez olmuş Bana yüz çevirip gururlu dursun Bırak bakmasın isterse sussun Ensem ona dönük oraya konuşsun Şimdi beni beğenmez olmuş Bana yüz çevirip gururlu dursun Bırak bakmasın isterse sussun Ensem ona dönük oraya konuşsun Şimdi beni beğenmez olmuş Bana yüz çevirip gururlu dursun Bırak bakmasın isterse sussun Ensem ona dönük oraya konuşsun Şimdi beni beğenmez olmuş Bana yüz çevirip gururlu dursun Bırak bakmasın isterse sussun Ensem ona dönük oraya konuşsun3",mutluluk
A Canım,Mabel Matiz,"Sana öyle dargınım ki, oh Hisler içimde karışıyor Kendimi bile beğenmiyorum, oh Şeytanım şuurumla savaşıyor Hissediyorsan sen de bi' dökül o zaman Evimden, yurdumdan mı kovucan? Akmıyorsa benden bu kadar o zaman Elinle koysan da bulunmam A canım ben de beşerim bak Sazımın telleri toprak Beni baştan bir çıkarırsan Nasıl yandık haberin yok? Seviyormusun, sevmiyorsun Sevdalık bunun neresinde? Kantar hep kendinden mi yana? Har vurup harman savurduğun halde You    Hissediyorsan sen de bi' dökül o zaman Evimden, yurdumdan mı kovucan? Akmıyorsa benden bu kadar o zaman Elinle koysan da bulunmam A canım ben de beşerim bak Sazımın telleri toprak Beni baştan bir çıkarırsan Nasıl yandık haberin yok? Geldim üryan, yangın her yan Kırıldı aynam, görecek mi? Aşk ile terli bu hayvan Desturla öğrenecek mi? Geldim üryan, yangın her yan Kırıldı aynam, görecek mi? Aşk ile terli bu hayvan Desturla öğrenecek mi?1",mutluluk
Cımbız,Serdar Ortaç,"Sanırım, sen bir bakar körsün Yeri dolmadı, müsterih olsun Ama geri dönmem, yok Kime nispet bu havalı halin? Canım aşkım, bir düşünebilsen Neler hissettin bana karşı Bir konuşabilsen Cımbız, cımbız çekeceğim kaşını Belki bir anda şeklin değişir Kızma be aşkım, tutacağım yasını Sen de gidersin, gündem değişir Gümbür,  gümbür çıkacağım masaya Herkesi sattın, beni satmasa ya Az ye be aşkım, beynin gelişir Kendi önünden ye bir, dünyan değişir Şimdi sahneye çıkacağım, çıkacağım Çok güzel bir aşk yapacağım, yapacağım Aşkım aklını alacağım, alacağım Sende gel şu şeklin düzelir Şimdi sahneye çıkacağım, çıkacağım Çok güzel bir aşk yapacağım, yapacağım Aşkım aklını alacağım, alacağım You    Aşık ol, hayatın değişir",mutluluk
Çılgın,İsmail YK,"Facebook sayfasına girdim Adımı çılgın diye verdim Artık ben de üye oldum Tanıştım güzel biriyle Yazışıyoruz günden güne Merhem oluyor gönlüme Artık ben de seven oldum Ama sevmeye bedel Gözleri çok güzel Öyle bir tatlı zor bulursun Herkes sorar nerden buldun Facebook, Facebook Her gün aradım durdum Facebook, Facebook Bu kızı orda buldum Facebook, Facebook Ya görür görmez tutuldum Facebook, Facebook Galiba âşık oldum Lokomotif Gülşen, çıtı pıtı Birsen Ah bir görsen Cici bici Ebru, esmer Banu Tanışabilsen Güzellerden güzel beğen, ne istersen Herkesin zevkine göre Facebook'ta Yakışıklı Erkan, karizmatik Serkan Canlar yakan Sempatik Ercan, çılgın Ayhan Yüzüne hayran İster dost ister yeni aşk bulursun Ben zaten aşkımı Facebook'ta buldum You",mutluluk
Çok Çok,EDIS,"Olsun, kapris yok Bir de bu yanaktan bam, bam, bam Geri aldık baştan Yine yine yerlere, ser beni mindere Kıyamam sana ben Tutuşur kül olurum Sürerim alayı Savaşır tuş olurum Yarası hatırlatır bütün dikenleri Yakışır bi' gözyaşın geçersin enleri Yarası hatırlatır bütün dikenleri Yakışır bi' gözyaşın geçersin enleri Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Çok, çok Çok, çok Çok, çok You    Olsun, kapris yok Bir de bu yanaktan bam, bam, bam Geri aldık baştan Yine yine yerlere, ser beni mindere Kıyamam sana ben Tutuşur kül olurum Sürerim alayı Savaşır tuş olurum Yarası hatırlatır bütün dikenleri Yakışır bi' gözyaşın geçersin enleri Yarası hatırlatır bütün dikenleri Yakışır bi' gözyaşın geçersin enleri Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok, çok Çok, çok Çok, çok, çok Yarası hatırlatır bütün dikenleri Yakışır bir gözyaşın geçersin enleri Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Yanına yanına al beni yanına Yakışırız ama çok, çok Çok, çok Çok, çok Çok, çok1",mutluluk
Dan Dan,Gülşen,"Soğudu havalar burada güneş açmıyor Telefonu da hiç açmıyor Beklesin diyordur ne acelesi var Bir yere kaçmıyor, gözümden de kaçmıyor Ya beni gelip alırsın buradan Ya da bir ses duyarsın oradan Öldürürüm, kendimi Dan, dan, dan, dan, dan, dan Blöf yok valla billa Bana sen lazım illa Güzellikle veya, zorla, zorla, zorla Blöf yok valla billa Bana sen lazım illa Duygular anlarsın ya, gırla, gırla, gırla Ah, ah, ah, ah, ah Ah, ah, ah, ah Ah, ah, ah, ah, ah Soğudu havalar burada güneş açmıyor Telefonu da hiç açmıyor Beklesin diyordur ne acelesi var Bir yere kaçmıyor, gözümden de kaçmıyor You    Ya beni gelip alırsın buradan Ya da bir ses duyarsın oradan Öldürürüm, kendimi Dan, dan, dan, dan, dan, dan Blöf yok valla billa Bana sen lazım illa Güzellikle veya, zorla, zorla, zorla Blöf yok valla billa Bana sen lazım illa Duygular anlarsın ya, gırla, gırla, gırla Ah, ah, ah, ah, ah Ah, ah, ah, ah Ah, ah, ah, ah, ah Ah, ah, ah, ah, ah Ah, ah, ah, ah Ah, ah, ah, ah, ah Ya beni gelip alırsın buradan Ya da bir ses duyarsın oradan Öldürürüm, kendimi Dan, dan, dan, dan, dan, dan Blöf yok valla billa Bana sen lazım illa Güzellikle veya, zorla, zorla, zorla Blöf yok valla billa Bana sen lazım illa Duygular anlarsın ya, gırla, gırla, gırla Blöf yok valla billa Bana sen lazım illa Güzellikle veya, zorla, zorla, zorla Blöf yok valla billa Bana sen lazım illa Duygular anlarsın ya, gırla, gırla, gırla1",mutluluk
Dantel,İrem Derici,Durup durup güldüğümden çok aşığım çok Yasaklıyız ezelinden müsadeniz yok Vasat mıyız güzelinden oyunumuz çok Dantellenmiş geceler Kan kırmızı ojeler Kesik kesik cümleler Cık cık cık daha neler Yansın geceler Sabahına söndürelim Beni yak beni yık beni hapset İçine çek bebeğim You,mutluluk
Deli Divane,Buray,"Bulsak bi çare Ah onu istiyor gönül Deli divane Faydasız nasihatlar Ne söylesem boşuna Şu divane gönlüm rüyada Sanki başka dünyadan Işınlandı dünyama O uzaydan ben alaturka Yüreğime sorsalar, hapis kalmış burada Kaçacak ilk çıkan fırsatta Beni kurtar Allahım daha çok tutulmadan Gözlerim ışıklarında Yandım bi yare Bulsak bi çare Ah onu istiyor gönül Deli divane You    1",mutluluk
Dibine Dibine,Ece Seçkin,Sanki olmasan yaşayamam şu koca dünyada Sabrı bir şekilde veriyor emin ol bana Allah Bir alttan bir üstten giriyor Orda burada dolanıyor Gidiyor suyumdan bu ara Yine kafalar sanıyor Of of nasıl sıkıldım senin o dilinden Bundan sonra seyret sen görücen şimdi beni de Gezicem tozucam eğlenicem vurucam dibine dibine Yatıcan kalkıcan merak etcen sorucan nereye Gidiyorum cehennemin ta dibine Gelcen mi? Bundan sonra seyret sen görücen şimdi beni de Gezicem tozucam eğlenicem vurucam dibine dibine Yatıcan kalkıcan merak etcen sorucan nereye Gidiyorum cehennemin ta dibine Gelcen mi? Sanki olmasan yaşayamam şu koca dünyada Sabrı bir şekilde veriyor emin ol bana Allah You    Bir alttan bir üstten giriyor Orda burada dolanıyor Gidiyor suyumdan bu ara Yine kafalar sanıyor Of of nasıl sıkıldım senin o dilinden Bundan sonra seyret sen görücen şimdi beni de Gezicem tozucam eğlenicem vurucam dibine dibine Yatıcan kalkıcan merak etcen sorucan nereye Gidiyorum cehennemin ta dibine Gelcen mi? Bundan sonra seyret sen görücen şimdi beni de Gezicem tozucam eğlenicem vurucam dibine dibine Yatıcan kalkıcan merak etcen sorucan nereye Gidiyorum cehennemin ta dibine Gelcen mi? Gelcen mi? Gelcen mi? Bundan sonra seyret sen görücen şimdi beni de Gezicem tozucam eğlenicem vurucam dibine dibine Yatıcan kalkıcan merak etcen sorucan nereye Gidiyorum cehennemin ta dibine Gelcen mi?,mutluluk
Yaş Hikayesi,Merve Özbey,"Yorar herkesi yürek bağı Yok yere üzdün bilemezsin O canın hiç sevemez Acıdan bir yola düşmüş Kaderinde dönemez Vurur yüze ifadesi Bulur seni bitanesi O an, bir an için yanar Beni anlarsın Hayallere yenik düşen Yalan bi yaş hikayesi Varır cana tüm ümitleri Sen de ağlarsın Yaşanan dönem yalan çağı Yorar herkesi yürek bağı Yok yere üzdün bilemezsin O canın hiç sevemez Acıdan bir yola düşmüş Kaderinde dönemez Vurur yüze ifadesi Bulur seni bitanesi You    O an, bir an için yanar Beni anlarsın Hayallere yenik düşen Yalan bi yaş hikayesi Varır cana tüm ümitleri Sen de ağlarsın Vurur yüze ifadesi Bulur seni bitanesi O an, bir an için yanar Beni anlarsın",mutluluk
Efsane Sensin,EDIS,"Cesaretini hemen topla Hayat her gün yepyeni bir oyun aslında Hadi oynasana (hadi oynasana)Tesadüf yok, azmimiz çok Yenilirsek bir daha deneriz durmak yok Caymasana (caymasana)Efsane sensin Alkışlar kopsun Korkular özgüveninle yok olsun Kendinin farkına var ki yorulma Kalıplarını kır başarmak ruhunda Kazanan hep bizdik yine olacağız Kazanan hep bizdik yine yapacağız Kafanı ferah tut arkana bakma Yerimiz hep aynı bir numara Kazanan hep bizdik yine olacağız Kazanan hep bizdik yine yapacağız Kafanı ferah tut arkana bakma Yerimiz hep aynı bir numara Tesadüf yok, azmimiz çok Yenilirsek bir daha deneriz durmak yok Caymasana Efsane sensin Alkışlar kopsun Korkular özgüveninle yok olsun Kendinin farkına var ki yorulma Kalıplarını kır başarmak ruhunda You    Kazanan hep bizdik yine olacağız Kazanan hep bizdik yine yapacağız Kafanı ferah tut arkana bakma Yerimiz hep aynı bir numara Kazanan hep bizdik yine olacağız Kazanan hep bizdik yine yapacağız Kafanı ferah tut arkana bakma Yerimiz hep aynı bir numara Kazanan hep bizdik Kazanan hep bizdik Kafanı ferah tut arkana bakma Yerimiz hep aynı bir numara",mutluluk
Ele Güne Karşı,MFÖ,Arayıp sormasan da unuttum seni sanma Dünya bir yana sen bir yana Âşık ettin beni kendine sonra da terk ettin gizlice Aradım seni her yerde hiç kimselere soramadım Bekledim dön diye dönmedin bile bile Bile bile sevdiğimi korkundan gelmedin Arayıp sormasan da unuttum seni sanma sakın Dünya bir yana sen bir yana Ele güne karşı yapayalnız böyle de olmaz ki Nasıl da gittin insafsız böyle bırakılmaz ki Unuturum sanmıştım güzelim Gözüm yollarda kaldı Haberin gelir bana duyarım nasıl olsa Bilirim kimlerlesin ne yaptın neler ettin Aklım fikrim hep sende sevsen de sevmesen de Seni hiç aldatmadım aldatmayı hiç sevmem Ele güne karşı yapayalnız böyle de olmaz ki Nasıl da gittin insafsız böyle bırakılmaz ki Unuturum sanmıştım güzelim Gözüm yollarda kaldı You    Ele güne karşı yapayalnız böyle de olmaz ki Nasıl da gittin insafsız böyle bırakılmaz ki Unuturum sanmıştın güzelim Gözüm yollarda kaldı,mutluluk
Evlenmene Bak,İrem Derici,"Aşk önünde beklenilmez yar Hızlı geçer görmezsin, toz dumandan ölmezsin Bir gider ki fark edilmez yar Alemsin, işte böyle beklersin Bir de bebek istersin, oldu hoşçakal Bendensin, yak bir acı iyi gelsin Bitti süren çoktandır doldu hoşçakal Başka türlü biri olsan olurdu ancak Ben gidiyorum sen lütfen eğlenmene bak Nerden bileyim bu kalbimi kim dolduracak? Rahatsız olma başkasıyla evlenmene bak Ben gidiyorum hadi sen evlenmene bak Beni üzgün görmezsin, çünkü buna değmezsin Aşk önünde beklenilmez yar Hızlı geçer görmezsin, toz dumandan ölmezsin Bir gider ki fark edilmez yar Alemsin, işte böyle beklersin Bir de bebek istersin, oldu hoşçakal Bendensin, yak bir acı iyi gelsin Bitti süren çoktandır doldu hoşçakal You    Başka türlü biri olsan olurdu ancak Ben gidiyorum sen lütfen eğlenmene bak Nerden bileyim bu kalbimi kim dolduracak? Rahatsız olma başkasıyla evlenmene bak Ben gidiyorum hadi sen evlenmene bak Başka türlü biri olsan olurdu ancak Ben gidiyorum sen lütfen eğlenmene bak Nerden bileyim bu kalbimi kim dolduracak? Rahatsız olma başkasıyla evlenmene bak Ben gidiyorum hadi sen evlenmene bak",mutluluk
Follow Me,Ece Seçkin,Hiç mi görmedin beni hiç mi sormadın ona buna Umurunda mıyım bari bir haber yolla Ağırdan mı alalım istiyorsun bence okey uyar bana Al seninim al yanına sımsıcak kollarına Gitmeyeceksin gibi sanki dursun dünya Yakını görmedim açık hadi uzakta durma durma Geçen günlere yazık üzülürsün sonra Follow me follow me Aşk benle burada Şeker mi şeker tadı var dudaklarımda Follow me follow me Aşk nerede burada Gör bak benle olursan her şey tıkırında You,mutluluk
Geç Olmadan,Murat Boz,"Olmaz deme, duymaz deme Belki de onun da gönlü sende Söyle içinden ne gelirse Aşk güzel şey geri çevirme Olmaz deme, duymaz deme Belki de onun da gönlü sende Söyle içinden ne gelirse Aşkta kolayı var git yanına İlk adımı at durma oyalanma Kalbim sığmıyor dünyalara Tutma kendini açıl ona Yarın çok geç olmadan Ona sıkı sıkı sarıl, aldırmadan Bak zaman akıp geçiyor Hadi boş ver git ardından Koş ardından Yarın çok geç olmadan Ona sıkı sıkı sarıl, aldırmadan Bak zaman akıp geçiyor Hadi boş ver git ardından Koş ardından Aşk güzel şey geri çevirme Olmaz deme, duymaz deme Belki de onun da gönlü sende Söyle içinden ne gelirse Aşk güzel şey geri çevirme Olmaz deme, duymaz deme Belki de onun da gönlü sende Söyle içinden ne gelirse Aşkta kolayı var git yanına İlk adımı at durma oyalanma Kalbim sığmıyor dünyalara Tutma kendini açıl ona Yarın çok geç olmadan Ona sıkı sıkı sarıl, aldırmadan Bak zaman akıp geçiyor Hadi boş ver git ardından Koş ardından Yarın çok geç olmadan Ona sıkı sıkı sarıl, aldırmadan Bak zaman akıp geçiyor Hadi boş ver git ardından Koş ardından You",mutluluk
Gıybet,Serdar Ortaç,"Kıyamam ki güzelim Konuşan konuşsun, sen aldırma Sen çiçeksen, ben böcek Yanıma dişi sinek bile yanaşamıyor gün sonunda Geceyi söndürmüşüm başka evlerde İnanma onlara, günahıma girme Gıybet, çekemiyorlar bizi Kıskanıyorlar bizi Deliriyorlar, sevdikçe seni Sen de, inanıp da bunlara Yorma güzel kalbini Dedim işte, adı üstünde hepsi gıybet You",mutluluk
Kötü Kötü Şeyler,Esin İRİS,"Aşk sahte çıktı, dolandırıldık Davası düştü Hunharca kandırıldık Üç beş yalanla Can evimizden vurulduk Gözyaşlarıyla Öfkeyle yalnız kaldık Aslında sendin her şeyim Kendimden fazla sevdiğim Nasıl kıyabildin bana Bundan sonra tek başıma Sakın düşünme kötü şeyler Kalbini kırmasın bu sözler Yalnızlığa alışkın bedenler Her gece bu şarkıyı söyler Aşk sahte çıktı, dolandırıldık Davası düştü Hunharca kandırıldık Üç beş yalanla Can evimizden vurulduk Gözyaşlarıyla Öfkeyle yalnız kaldık You    Aslında sendin her şeyim Kendimden fazla sevdiğim Nasıl kıyabildin bana Bundan sonra tek başıma Sakın düşünme kötü şeyler Kalbini kırmasın bu sözler Yalnızlığa alışkın bedenler Her gece bu şarkıyı söyler Aslında sendin her şeyim Kendimden fazla sevdiğim Nasıl kıyabildin bana Bundan sonra Sendin her şeyim Kendimden fazla sevdiğim Nasıl kıyabildin bana Sakın düşünme kötü şeyler Kalbini kırmasın bu sözler Yalnızlığa alışkın bedenler Her gece bu şarkıyı söyler",mutluluk
Cevapsız Çınlama,"Emrah Karaduman, Aleyna Tilki","Kağıt kesiğinden daha çok, çok acıtır Hemen geçmez öyle vicdanın izi Aklımda ne varsa, dilimde hepsi Sağduyum herkesten önce arazi Kulağımda sayısız cevapsız çınlama Biri beni mi anıyo', seviyorum sanıyo'? Köprüleri yakalı, kaldırıp kenara atalı Yüzünü unutalı uzun zaman oluyo'Kalbimde kırılmadık yer mi bıraktı? Yaptığıyla söylediği nedense farklı Mazlumun ahı aheste aheste alınır Bırakın ""kazandım"" zannetsin zavallı Kalbimde kırılmadık yer mi bıraktı? Yaptığıyla söylediği nedense farklı Mazlumun ahı aheste aheste alınır Bırakın ""kazandım"" zannetsin zavallı Kulağımda sayısız cevapsız çınlama Biri beni mi anıyo', seviyorum sanıyo'? Köprüleri yakalı, kaldırıp kenara atalı Yüzünü unutalı uzun zaman oluyo'You    Kalbimde kırılmadık yer mi bıraktı? Yaptığıyla söylediği nedense farklı Mazlumun ahı aheste aheste alınır Bırakın ""kazandım"" zannetsin zavallı Kalbimde kırılmadık yer mi bıraktı? Yaptığıyla söylediği nedense farklı Mazlumun ahı aheste aheste alınır Bırakın ""kazandım"" zannetsin zavallı Kalbimde kırılmadık yer mi bıraktı? Yaptığıyla söylediği nedense farklı Mazlumun ahı aheste aheste alınır Bırakın ""kazandım"" zannetsin zavallı",mutluluk
Janti,Murat Boz,"Silahdı vururdu delerdi tek bakışta Yürüyünce saatler dururdu Zamanmış mekanmış dünya kimin umrunda Ah be gülüm sana benden nasıl janti bir yar olur Sen beni ittin bilemezsin kendimden geçtim Gelemem kendime yar, gelemem kolay kolay O zaman gel yanımda kal Gel de bu gece yıkılsın Yoluna kul köle gönül kapılmış ağlarına Beni tanırsın Bir kere sevdim yanarım aşkım adına Ve bu gece yıkılsın Yoluna kul köle gönül kapılmış ağlarına Başım önde kapına geldim Yalanı da gör arada acı kuluna Teni kardı beyazdı sıcaktı Yanından geçince nasıl gül kokardı Saçlar uçardı ipince savursa Uzaktan yüzümde kıyamet kopardı You",mutluluk
Prenses,Hadise,"Ne zaferinden bahsediyorsun Sen savaşla aşkı karıştırmışsın Çık o karanlıktan, siperinden Sen beni hep düşman varsaymışsın Sen rekabet iste, ben buna bayılırım Kadının gücünü hafife alma Erkeklik gururun vardır sanırım Perişan olup zor durumda kalma İstersen bana ukala, mukala de El üstünde tutulmazsam, hep el kalırım Prensesler gibiydim ben baba evinde Özgürlüğüme gölgeyi hakaret sayarım İstersen bana ukala, mukala de El üstünde tutulmazsam, hep el kalırım Prensesler gibiydim ben baba evinde Özgürlüğüme gölgeyi hakaret sayarım Ne zaferinden bahsediyorsun Sen savaşla aşkı karıştırmışsın Çık o karanlıktan, siperinden Sen beni hep düşman varsaymışsın Sen rekabet iste, ben buna bayılırım Kadının gücünü hafife alma Erkeklik gururun vardır sanırım Perişan olup zor durumda kalma You    İstersen bana ukala, mukala de El üstünde tutulmazsam, hep el kalırım Prensesler gibiydim ben baba evinde Özgürlüğüme gölgeyi hakaret sayarım İstersen bana ukala, mukala de El üstünde tutulmazsam, hep el kalırım Prensesler gibiydim ben baba evinde Özgürlüğüme gölgeyi hakaret sayarım İstersen bana ukala mukala de Prensesler gibiydim ben baba evinde İstersen bana ukala, mukala de El üstünde tutulmazsam, hep el kalırım Prensesler gibiydim ben baba evinde Özgürlüğüme gölgeyi hakaret sayarım",mutluluk
