artist,song_title,lyrics_clean,mood
Şebnem Ferah,Bin Yıldır,günahlarla dans ettim hazlardan yaprak takvim yaşıma büyük geldi ömrüm toprağın cömertliği rengi kor rengi haki sen o toprağı gel bana sor bin yıldır yaşıyorum sormayın kaç yaşındayım bin yıldır bu dünyadayım hesap edin kaç yaşındayım yüzümden yastık izim yağmurda ayak izim ruhum sana çökmez dizin' bin yıldır bu hayattayım,
Şebnem Ferah,Bırak Kadının Olayım,bu şarkı bir haykırış bir öpücük sıcak bir kış bir demet gül bir dokunuş bu şarkı bir yalvarış bitmesin sürsün bu düş sen de düşün sen de konuş nereye gider bu aşk nereye dur gitme nereye gider bu aşk bırak kadının olayım bu şarkı bir yalvarış bitmesin sürsün bu düş sen de düşün sen de konuş,
Şebnem Ferah,Birileri Var,sen hiç korkma hiç utanma neysen öyle ol sen vazgeçme sinme küsme böyle masum kal birileri var birileri var dünyanın çivisine bugünün gerisine sahip çıkan birileri var birileri var masumun nefesini koruyan birileri var yeter ki hep böyle kal ne bugünden ne yarından ne de dünden kork bir varmışsın bir yokmuşsun evvel yarın ol hâlâ birileri var birileri var ruhunu şerefini zalimin gölgesine satmayan birileri var,
Şebnem Ferah,Bir Kalp Kırıldığında,1 contributorbir kalp kırıldığında lyricsbir oyun oynayalım mı herkes açsın kalbini oyun oynayalım mı bir oyun oynayalım mı herkes söylesin adını her kalp bir büyük dünya ve bir kalp kırıldığında hayata dair ne varsa üzerinde o dünyanın başlar yok olmaya bir kalp kırıldığında denizler kurur toprak küser denge kalmaz o dünyada her kalp kırıldığında bir yerlerde yolculuk başlar mavi renkten siyahlığa her bir kalp kırıldığında çocuklar gibi beraber kırmayalım birbirimizi her kalp ayrı bir dünya ve bir parça kristal aynı zamanda bir de bilmeyerek değil ama bilerek kırılmışsa artık acı da duymaz başlar yok olmaya yolculuk başlar mavi renkten siyahlığa karanlığa,
Şebnem Ferah,Bu Aşk Fazla Sana,denize açıldım sevmeye sevilmeye anladım sevmek gibisi yok yağmura soyundum yavaş yavaş yağar diye damlalarda yüzmek gibisi yok yokluğun varlığın bir dünüm yok yarınım sır nasıl inanırım sana bu yürek ağır bana sevgin öyle uzaklarda nefes alsan da yanımda bu aşk fazla sana,
Şebnem Ferah,Bugün,bugün resmine dokundum ben öptüm yine yine zaman ağır ol henüz erken demek için güle güle sesini özledim özledim çok haberim yok durmuş dünya niye seninle birlikte kaybolanları arıyorum başka şeylerde aşk şarkısı değil bu geldi içimden gülümse bir kez benim için eğer duyuyorsan nehrim ol gel ak yine kelebek ol gel uç yine çiçeğim ol gel aç yine rüzgâr ol rüzgâr ol oh mmh uhah zaman ağır ol henüz erken henüz erken demek için güle güle uhah mmhmmhmmhmmh,
Şebnem Ferah,Buradan Göçerken,bu beden bu yüz yaşarken dün bugünle buluşurken bu deniz bu mavi varken ner'deyiz niye neden ner'de hani yalanlar ner'de boşa giden kan ner'de hani yalanlar ner'de boşa giden kan buradan göçerken buradan göçerken buradan göçerken buradan göçerken bir sevgi var kalan bir düşünen bir duygu var kalan bir de düşünen,
Şebnem Ferah,Çakıl Taşları,benim çakıl taşlarım var irili ufaklı kaybolduğumda yere yayıp yol yaptığım çakıl taşlarım var her yerden topladığım boşluğa düştüğümde oyunlar yaratıp oynadığım benim bir sözlüğüm var unutulmuş bir dil oysaki içinde her şeyin anlamı gizli benim bir gözlüğüm var sol camı kırıldı taktığım zamanlarda içini gösteren adeta sen hiç hiç oldun mu birden duruldun mu bulanıkmış berrakmış her suyu içtin mi altında ağ olmadan yerden yükseldin mi tam zevkine varmışken birden yere düştün mü sen düştün mü sen benim hiç boyanmamış dört duvarım var çatlaklarından sızıp içinden geçtiğim benim hiç yıkılmamış duvarlarım var dikkatle baktığımda ardını gördüğüm adeta benim bir hikayem var sonunu yazmadığım benim bir sevgilim var henüz tanışmadığım benim umudum var benim umudum,
Şebnem Ferah,Can Kırıkları,bu kalabalığın içinde yapayalnız hissetmektense dünyanın bir ucunda tek başımayım kir göstermeyen renkleriniz sizin olsun korkmaktansa bulanıklığın tam içinde bir başımayım benim belki de gizli bir bildiğim var elbette ağlarım benim can kırıklarım var senin gördüğün yanağımdan süzülenler asıl içimde içinde yüzdüğüm bir deniz var,
Şebnem Ferah,Çocukken Sahip Olduğum Kırmızı Rugan Ayakkabılar,öyle şeyler söyleyebilmek isterdim ki anlatabilmek her kelimesi seni çeksin saklasın bir yerlerde derin of derin of öyle şeyler gösterebilmek isterdim ki resmedebilmek rüzgar olmak isterdim ki eseyim etrafında serin of serin of bu bir rüya bu bir dua ne dersen de öyle olsun rüzgara karşı uçmaya çalıştım gözlerim kapalı seni aradım seni aradım körebe oynar gibi el yordamıyla sezgiyle çocukken sahip olduğum kırmızı rugan ayakkabılar onlar da senin gibi çok tatlıydılar ama canımı yakardılar acıtırdılar öyle bir ilaç bulabilmek isterdim ki kurtulabilmek aşka dair bıraktığın korkulardan ama yaram çok derin of derin of bıçakla keser gibi kesip atabilmek bütün her şeyi kesebiliyorsan ruhumu dene duygularımı yüreğimi beni of beni of,
Şebnem Ferah,Daha İyi Olmaz mıydı,ben otuz yaşında hayatın ortasında küçücük şeylerle mutlu olmanın peşinde bazen bir şarkıda bazen de sokaklarda hayat bulan genç bir kadınım sen erkektin ben de kadın gittiğinde yarım kaldım sandığın sana çok bağlıydım ama bağımlı değildim ardında bıraktığın karmaşayı kökünden tamamen kazıdım biraz uzun sürdü ama adeta yenilendim bir kahve içseydik sarılarak ayrılsaydık daha iyi olmaz mıydı kaldığın bir otelden ayrılır gibi gitmeseydin sözü hiç uzatmadan doğruları söyleseydin daha kolay olmaz mıydı ayrılmak yeterince zor bunu zaten biliyordun ama hayatımın en kötü günü haline getirmeseydin ben başı önünde rüzgar ner'den eserse evet diyen biri olamam i̇çimden gelen sesi dinlerim durmadan i̇ster çok güçlü ol ister kahraman ben istemez miydim seni andığımda gülümseyebilmeyi sana çok bağlıydım ama bağımlı değildim elbette beni sonsuza dek sevmek zorunda değildin sahibin değildim sadece sevgilindim,
Şebnem Ferah,Delgeç,gel bir parçam ol kanımdan canımdan gel bir parça al ekmeğimden suyumdan ben zaten düşmüşüm kaldırımlar yatağım olmuş gel bir de sen vur hadi gel bir de sen vur i̇çim dışım korku dolmuş hadi gel nasıl olsa alıştım ben bu sert rüzgarlara bu sert iklimli ıssız hayata delgeç gibi deleceksin sen de ruhumu biliyorum durma bir de sen vur,
Şebnem Ferah,Deli Kızım Uyan,gece geçmez gündüz olmaz can bu dünyaya dayanmaz neden haykırdım dağlara duymaz bekledim günlerce yok ki gelen karlı dağların ardında biri yaşarmış bulut olur yağmur olur bize bakarmış hem yakın hem uzakmış yanakları al almış deli kızım uyan söylenenler yalan bir tek sensin duyan yerde oldum gökte oldum sormayın halim' ah başım duman gönül uslanmayı bilmez düşlerim gerçek gerçeğim yalan,
Şebnem Ferah,Dünya,döne döne durmadan sen de bir garip oldun sarhoş musun dünya şişede şarap gibi yorgun bir kadın gibi yalnız mısın dünya sesimi bir duy diye beklemek zor geliyor yüzüme bir gül diye düşünmek zor geliyor gerçek misin yalan mısın masal mısın dünya barışır mısın benimle gerçek misin yalan mısın dünya bazen içime bıçak gibi saplanıp yara olduysan da günler boyunca kanayıp acıttıysan da daha çocukken bile duvar gibi sert olduysan da sana hiç küsmedim hiç küsmedim dünya,
Şebnem Ferah,Durma,biz yollarda yalnız kaldık masallarla sevgi verilmez biz yıllarca korku dolduk rüzgara yön sorduk bilinmez hangi el güçlü bu ellerden yiğit yüreklerden başlasak yeniden yeniden yeniden hayır sen hiç korkma yarın senin yanında yeniden koş yollarda durma durma yarın senin yanında hangi el güçlü bu ellerden yiğit yüreklerden başlasak yeniden yeniden yeniden oh,
Şebnem Ferah,Eski,eski bir şiir eski bir hikaye eski bir ezgi var aklımda herkes hayattaydı bildiğim herkes hiç korku yoktu yoktu aklımda eski bir kitap eskimiş resimler eski bir şarkı sevdiğim birini hiç kaybetmemiştim kaybetmek yoktu sıradan basit bir günün uğruna hiç dua etmemiş hiç yalvarmamıştım sen nasıl başardın yüz yıllık ağaç gibisin nasıl böyle kaldın büyürken eskimeyen eskise de değerlenen yoksa sen de sadece öyle duranlardan mısın eski bir oyun eski bir sokakta eski bir hırka var omzumda aşka inanırdım her hücremle hiçbir yük yoktu yoktu omzumda sıradan güzel bir günün uğruna hiç dua etmemiş henüz yalvarmamıştım,
Şebnem Ferah,Eski-2,eski bir şiir eski bir hikaye eski bir ezgi var aklımda herkes hayattaydı bildiğim herkes hiç korku yoktu yoktu aklımda eski bir kitap eskimiş resimler eski bir şarkı sevdiğim birini hiç kaybetmemiştim kaybetmek yoktu sıradan basit bir günün uğruna hiç dua etmemiş hiç yalvarmamıştım sen nasıl başardın yüz yıllık ağaç gibisin nasıl böyle kaldın büyürken eskimeyen eskise de değerlenen yoksa sen de sadece öyle duranlardan mısın eski bir oyun eski bir sokakta eski bir hırka var omzumda aşka inanırdım her hücremle hiç bir yük yoktu yoktu omzumda hiç dua etmemiş henüz yalvarmamıştım,
Şebnem Ferah,Fırtına,niye bana her şey korku her şey tasa ne gece ne gündüz kaygısız neden bütün yollar karanlığa gecelerim uzun ışıksız aşk yarı yolda kaldı neyleyim korkmuyorum ben buyum böyleyim yarınlar kadar yakın içimde fırtına bu dalgasız deniz durgun aldatır inanma yaslanıp gururumun kambur sırtına kendime rağmen durmam basar giderim nereye gider yollar sır dağlara denizler uçsuz bucaksız gözlerim arkadaş uzaklara dalar gider ah faydasız,
Şebnem Ferah,Geçmişe Yolculuk,bugün kendimi kuru yapraklarla kaplı çıkmaz bir sokağa benzetiyorum sadece o sokakta yaşayanlar üzerimden gelip geçiyor bugün kendimi odalarından çoğu boş bazen dolan bir otel gibi hissediyorum i̇çimden ne hayatlar ne hikâyeler ne aşklar geçip gidiyor ben böyle değildim ne zaman kayboldum rüzgârla dans ederdim ne zaman savruldum bir ses duydum geçmiş zamandan küçük bir kızdan bir bilet istiyorum sadece gidiş olsun çocukluğun saflığına gidip or'da yaşamam gerek bilet istiyorum tek kişilik olsun yarına çıkabilmem için heyecanı hatırlamam gerek bugün kendimi parktaki bir bank gibi sessiz ve sabit hissediyorum geceleri üzerimde şehrin ışıkları yatıp uyuyor bugün kendimi tonlarca yük taşıyan gemilerin denizi gibi hissediyorum kaldırma kuvvetim var ama şehrin atıkları içime akıyor heyecanı hatırlamam gerek of,
Şebnem Ferah,Girdap,ya sen beni girdap gibi içine çekip yutacaktın ya da ben öyle derin bir nefes alacaktım ki her şeyi içime çekecek içime atacak or'da saklayacaktım bir anda oyuncağın paramparça pelerinini savurarak karşıdan gel ya da ayak ucunda sessizce arkamdan yaklaş derim kalın mıdır incecik mi çelikten üstüm başım paslı kirli bildiklerim bilmediklerim gelsin bütün silahlarıyla tek bildiğim var kurşun geçirmem,
Şebnem Ferah,Gözlerimin Etrafındaki Çizgiler,gözlerimin etrafındaki çizgiler artık belli oluyor bütün o çizgiler son bir yılda oldu sana bana bize ağlarken ben leyla olmuşum kimin umrunda mecnun çoktan gitmişken bu ne garip bir yangındı böyle sen söndün ben yanarken peki ben neden hala böyleyim neden hala geçmişteyim belki de ben sana hala aşığım i̇şte tam bur'da karşındayım ya şimdi tut elimden ya da bir daha söz etme özlemekten ben sana hala aşığım çok çok çok karışığım zaten of ruhum iki ucun arasında gezinip duruyor bugün zaman akmasın dursun ben içinden geçeceğim ama neden neden hala böyleyim,
Şebnem Ferah,Gözyaşlarımızın Tadı Aynı,gördüğüm rüyanın etkisinden olsa gerek garip bir hisle uyandım bu sabah ya bugün o günse hayatın son günüyse i̇çimi korku sardı bu sabah sevdiğim şeyleri düşündüm sevdiğimi insanları gördüğüm ve görmediğim yerleri son kez uyandıysam ve yapamadığım şeyler varsa ya çok yalnızsam ya da bomboşsam zaten bıkmışsam zamanı harcamışsam sen ben o herkes aynı hikayede başı ve sonu aynı gerisi farklı bir yerden tutunduysak hayata boşa geçirmemeli bırakmamalı derdimiz yaramız acılarımız farklı olabilir gözyaşlarımızın tadı aynı değişik çok başka gibi gözüken yaşamlar varsa da pişmanlık herkes için acı olmalı ya çok cahilsem hiç sevmemişsem cesur olmamışsam zamanı harcamışsam,
Şebnem Ferah,Günaydın Sevgilim,günaydın sevgilim keşke hayat her gün böyle seninle dolu aşkınla dolu olsa seninle başlasa sürpriz dolu olsa hep böyle cömert kibar davransa bizi üzmeden baş başa bıraksa ne güzel bir gün değil mi kahvaltıdan önce biraz daha sevişelim mi her şeyi bir yana bırakıp bütün gün film izleyelim mi keşke güneş hergün böyle sımsıcak pırıl pırıl olsa keşke herkes her gün böyle kıpır kıpır hayat dolu olsa her şey yolunda gitse durmasa üzüntüler upuzun bir tatile çıksa,
Şebnem Ferah,Herkes Bilsin İstedim,herkes bilsin istedim nasıl sevdim ben herkes duysun istedim neye direndim ben neler gördü gözlerim neler duydum dinledim aşk böyleyse sevmeyin sevmeyin beni of beni mmh zaman dursun istedim bugün pes ettim ben her şey sussun istedim masal olayım ben of beni beni,
Şebnem Ferah,Her Şey İnsanlar İçin,çok parçalandım parçalandıkça çoğaldım diye inanmazsam nasıl yaşarım nasıl yaşarım bir gün daha bitti ama yarın yeni bir gün diye inanmazsam bu da gelir geçer diye inanmazsam nasıl yaşarım nasıl yaşarım nasıl yaşarım her şey insanlar için görmek öğrenmek için bazen zor da olsa umut doğurmak için hayatla seviştim hiçbir şey boşuna yaşanmamıştır diye inanmazsam uyuyordum gözüm açıldı uyandım diye inanmazsam,
Şebnem Ferah,Hoşçakal,seni ararken kendimi kaybetmekten yoruldum bulduğumu zannettiğimde kendimden ayrı düştüm bu garip bir veda olacak çünkü aslında hep içimdesin ne kadar uzağa gitsem de gittiğim her yerde benimlesin söylenecek söz yok gidiyorum ben hoşça kal ben bir kısrak gibi gelmişim dünyaya şahlanıp koşmak içimde var biraz su biraz yeşillik her yer benim evimdir taşırım dünyayı sırtımda her dil benim dilimdir ama söylenecek söz yok şahlanıp gitmek içimde var,
Şebnem Ferah,İnsanlık,aynıydı gökyüzümüz savrulduk her birimiz i̇nsanlığa ne oldu masumdu gözlerimiz adildi kalplerimiz ormandık kül olduk i̇nsandık kul olduk kaybettik savrulduk ayrıldık ayrı kaldık bittik artık farklıydı seslerimiz aynıydı gerçeğimiz berraktı umutlarımız çekingendi hırslarımız i̇nsanlığın kalbinde alnında kurşun olduk,
Şebnem Ferah,İstiklal Caddesi Kadar,alnımdan akan ter sana hiç değmedi gozümden damlayan yaş denizi bulmadı bir sokak gördüm rüyalarımda gecelerce hiç sana çıkmadı sadece yarım saat tutuştuk el ele o saat durmadı düşünüyorum ne kadar sevmiş olabilirim sen ben gece ve bir yol başka bir şey yok elimde hafızamda ne kadar yer etmiş olabilir i̇stiklal caddesi kadar anları birer birer topladım sakladım tarihin ortasında gelecek aradım hücreme girdin dokundun hücrelerime buluttum damladım cümleler kaçtı dağıldı dört bir tarafa sadece noktayım noktayım noktayım noktayım,
Şebnem Ferah,İyi Gün Dostlarım,hangi gün hangi an üzülsem ağlasam halime güldünüz ne yapsam ne etsem olmadı anlayan aşkı çok gördünüz çekilin yanımdan gelmeyin üstüme i̇yi gün dostlarım tutmayın elimden tutmayın elimden hangi gün hangi an bir omuz arasam uzakta oldunuz dostluğu çok gördünüz çekilin yanımdan gelmeyin üstüme i̇yi gün dostlarım tutmayın elimden,
Şebnem Ferah,İyi - Kötü (Dans Pisti),biriyle fena halde konuşmaya ihtiyacım var biriyle fena halde dertleşmeye evimde ne sıcak bir tabak yemeğim var ne de televizyonun sesinden başka ses ama içimde bi yerlerde sabır taşı gizli sanki doğduğum günden bugüne or'da duruyor sessiz bir kaya düşün deniz kıyısında yalnız dalgalara göğüs gerip soğuktan üşüyor ne ahlak ne de sevgi gökten dünyaya indi i̇nsanlık istedi keşfetti hepsini dün doğmuş bir bebeğe bile girebilen mikrop misali i̇çimizde hem kötü var hem iyi hangisi daha güçlü diye beklemektense heyecanla attım kendimi dans pistine ayrı ayrı hepsiyle dans edecektim biraz sohbet ederek çözmeyi deneyecektim neden böyle olmuşuz nerelerde kaybolmuşuz aklımdaki soruların hepsini soracaktım senin ne haddine böyle şeylerle uğraşmak diye soran hazırcı tembel sen misin böyle yaşlanmak olmaz seninki eskimek çökmek ruhu küskün bomboş bir bedensin kelimeler yetse daha neler neler buldum elimle koymuş gibi huzurluyum geniş ve loş bir yer istersen sen de bir uğra doğru yanlış iyi kötü herkes or'da,
Şebnem Ferah,Kalbim,siyah beyaz bir film gibiydin herkes uyurken izlediğim sevgilim benim çok özledim her zaman gitmek istediğim tatil yerleri gibiydin dergi sayfalarında hiç gidemediğim bu bir masal başı iyi mutsuz sonlu senle ben batı doğu ama dünya yuvarlak kalbim ellerim kadar küçük değil en çok sevdiğim şarkıydın herkesten çok sevildin ben küçük bir kız heyecanlı oyuncaklarım tahtadandı hepsi kırıldı yapıtırdım,
Şebnem Ferah,Kalbim Mezar,şimdi uyku vakti geldi bir gün daha bitti bazen bir küçük prens bazen bir kibritçi kız bir an bin yıl bir söz bin ah aklım seyyah rengim siyah oldu bazen bir küçük prens bazen de bir kibritçi kız surlar ardında ışıl ışıl ağaçlı bulvar kime sorsan gösterir yerde bir yükselti var her şeyi gömdüm kalbim mezar,
Şebnem Ferah,Kıramazsın,aklımda kim bu kim böyle sakin yaklaşıyor kalbimde son eylül kuru bir gül bende duruyor ner'deyse hiç kimse hiçbir buse hatır sormuyor belki bir saniye bazen birden umut doğuyor gel yaklaş korkmadan gün son kez batmadan üstünden geçtiler kalbimin kıramazsın üstünden geçtiler kalbimin kıramazsın zaten üstünden geçtiler kalbimin yalnızsan her nefes gür bir ses sağır ediyor erkenden hür esen karayelden gemiler kaçıyor,
Şebnem Ferah,Koridor,uzun uzun uzun uzun bir koridor düşün adım adım adım adım gittiğim bir vurgun kendimden ve senden başıma gelen en en güzel şeylerden aklımdan fikrimden zaten hiç yokmuşsun yavaş yavaş yavaş yavaş gittiğimi düşün ağır ağır ağır ağır eksilirken yükün omzundan göğsünden geride kalan en en güzel günlerden sevgimden ömrümden,
Şebnem Ferah,Korkarak Yaşıyorsan,öyle bir hayat yaşadım ki cenneti de gördüm cehennemi de öyle bir aşk yaşadım ki tutkuyu da gördüm pes etmeyi de bazıları seyrederken hayatı en önden kendime bir sahne buldum oynadım öyle bir rol vermişler ki okudum okudum anlamadım kendi kendime konuştum bazen evimde hem kızdım hem güldüm halime sonra dedim ki söz ver kendine denizleri seviyorsan dalgaları da seveceksin sevilmek istiyorsan önce sevmeyi bileceksin uçmayı seviyorsan düşmeyi de bileceksin korkarak yaşıyorsan yalnızca hayatı seyredersin seyredersin son yolculukları erken tanıdım öyle çok değerliymiş ki zaman hep acele etmem bundan anladım,
Şebnem Ferah,Koyu,bu yanan ateşin son akkoru sesime uyansan var mıdır yolu o duru güneşin ısıtırken suyu ben anadan üryan anadan üryan yaralıyım evet tepeden tırnağa kim değil ki söyle bana bıraktığın emanetten sevgisizlik büyük sefalet en büyük sefalet her şey herkes en son adres silinmiş gözükse de umudu bulmanın var bir yolu aldığın verdiğin nefes kalbine çarpıyorsa varsın gözüksün siyahtan koyu bu garip ateşin ortasında sevgiyi bulduk bir şarkıda i̇nsan evladının göz yaşında biz anadan üryan anadan üryan yaralıyız evet tepeden tırnağa sağır eden o kirli ses altı üstü bir rivayet sadece rivayet canım kardeşim umudu kaybetme yaşamana bak sarılıp kendine masum bir uyanış yeter bize duygularımız üryan anadan üryan dünyadan silinse de,
Şebnem Ferah,Küllerinden,bu puslu bekleyiş sona ermeden önce olur da zamanım yetmezse ayna ayna ayna söyle ona yakarım gemileri de limanları da hep yasla yaşamak nasıldır bilir misin hiçbir şeyden korkmamak ah ayna ayna ayna söyle bana bana aşktan bahset çok sevmekten sonra vazgeçtiğinden söz verdiğinden sonra pişmanlığından gemileri de limanları da her şeyi yakarım anıları da bana aşktan bahset tek gerçeğimden belki o gün doğar kalbim yine küllerinden bu sessiz film bitip perde inmeden önce akan yazılar sana görünmezse hep yasta yaşamak nasıldır bilir misin güldüğün her an biraz ağlamak ayna ayna ayna söyle bana,
Şebnem Ferah,Mahalle,kalbimin topraklarına mezarlar kazdın her birinin üstüne gökdelenler koydun aklımın yapraklarını bir bir kopardın binaların üst katlarına süslü teraslar yaptın geçer gider sandım geçmedi gitti kurduğun bu mahalle haritadan silindi aklımın sokaklarını arar sorarken kim bilir ben kaç kalp kırdım zamanın istasyonunu trenler geçerken kim bilir kaç kez kaçırdım kaç kez kaçırdım uykumun masallarını her gece anlattın dinledim defalarca seni kahraman yaptım kurduğun mahallenin her sokağında utanmadım gecelerce sövdüm saydım,
Şebnem Ferah,Masum Değiliz,kan ter içinde uykularından uyanıyorsan eğer her gece yalnızlık sevgili gibi boylu boyunca uzanıyorsa koynuna olur olmaz yere ıslanıyorsa kirpiklerin artık her şeye anneni daha sık anımsıyorsan hatta anlıyorsan kalbini bir mektup gibi buruşturulup fırlatılmış kendini kimsesiz ve erken unutulmuş hissediyorsan i̇çindeki çocuğa sarıl sana insanı anlatır eller günahkar diller günahkar bir çağ yangını bu bütün dünya günahkar masum değiliz hiç birimiz,
Şebnem Ferah,Mayın Tarlası,mayın tarlasında dolaşıp durmuşum aşk sanıp da herkes arkamdan bağırmış kimseyi duymamışım savaş filmlerinde olur ya yaralı yaralı devam etmişim sonuna kadar aşk ya yanımdasın sanmışım mayın tarlasında yürüyüp durmuşum aşk sanıp da tel örgülerde durmamış bi' delikten geçmişim her şey bana dur demiş kulağım darbe almış duymamışım sonuna kadar aşk ya sadece inanmışım oh koşmuşum düşmüşüm kalkmışım sevişmek sevmekten gelir inanmışım oh elimden tuttuğunda öyle bi' güvenmişim ki bize bi' şey olmaz sanmışım hep sanmışım mayın tarlasında bir adam sevmişim aşk sanıp da aşk sanıp da soyunup korkusuzca çırılçıplak kalmışım aşk filmlerinde olur ya işte öyle sevmişim sonunda bedenim sağlam bulunmuş yüreğim paramparça mayın tarlasında bir adam sevmişim aşk sanıp da,
Şebnem Ferah,Merhaba,eğer olduğun gibi geleceksen olduğum gibi seveceksen merhaba zamanın ellerinden merhaba tut vakit kaybetmeden dünyanın bütün günlerinden en güzel günü bugün olsun hayattan hayallerinden istediğinden bahset düşünden düşündüklerinden hepsi olmuş farzet olduğun gibi görüneceksen merhaba zamanın gözlerinden merhaba bak vakit kaybetmeden dünyanın bütün nehirlerinden sözlerimiz seslerimiz aksın tam olduğun gibi tam göründüğün gibi tam hissettiğin gibi istediğin gibi,
Şebnem Ferah,Nefessiz Kaldım,eğer beni duyuyorsan uyan hiç geçmiyorsam aklından uyu uyu uyu hiç korkma utanır isteyemem bilirsin yardım dilemem yalnız sesimi duy bazen bir resmime bakıyorsan gülen islanmıyorsa gözlerin iyi i̇yi iyi iyi hiç utanma yalan aşklara düştüm yeni dostlar arar oldum uyuyup huzur buldum bazen of yerimi hiç kimse bilmesin kalbim biraz dinlensin of inan nefessiz kaldım duvarlar içinde ellerim bağlı zincirlerle hava ner'de nefessiz kaldım aşkımın içinde i̇çimden çekip aldığın çocuk ner'de nefessiz kaldım nefessiz kaldım,
Şebnem Ferah,Nereye Kadar,hiç olmaz sandığım her şey birden bire oldu daha ne oluyor derken beni de hayat her yerimden vurdu hiç susmaz sandığım kalpler birden bire sustu beni de hayat bir kez daha vurdu günlerdir uykum yok hayat buysa artık gücüm yok daha kaç kez vurulmam nereye kadar güçlü olmam daha ne kadar yaralanmam gerek hayatta daha ne kadar gücüm var kaybettiğim şeyler var daha ne kadar borcum var benim hayata çok sağlam sandığım her şey birden bire çöktü,
Şebnem Ferah,Od,hangi gündeyiz hangi yılda hangi evdeyim hangi oda zamanın dışına düştüm dünyanın peşine saat kaç oldu sabah mı aydınlık mıdır karanlık mı sönmeyen bir oda düştüm denizler dökseler hissetmez oldum yandım mı taş üstünde taş yok küller küllere omzumda baş yok kafa tuttum mahşere hangi şehirde hangi yolda zamanın dışına düştüm her yerim yara bere üstümde toprak altımda gök avcumda tırnak ruhumda kök hayattan bi' yere düştüm her taraf kan revan önce kalp durdu sonra zaman,
Şebnem Ferah,Okyanus,önümde ağır bir kapı ardında okyanus var ben zaten suda doğmuşum kapıyı açmam gerek i̇şte o an biri geliyor tutuyor kulağımdan gözü anahtar deliğinde bak diyor sadece burdan bırak diyorum o küçücük resmi yetmez bize bu küçük esinti ner'de törpülendin böyle olmaz diyor tutup ayak bileğimi şimdi önümde ağır bir kapı bir de bileğimden biri çekiyor benimse kapıyı açmam gerek bak diyorum koca dünyaya bur'dan derhal çıkmak gerek bari çekme bileğimden benim her şeyi görüp öğrenmem gerek bir ileri bir geri her adım bu kapının ardı demek sonunda boğulmak olsa da benim o sularda yüzmem gerek anahtar deliğinden görünen bu küçücük manzara sana yetiyorsa yetsin yüzmem gerek bu küçük manzara yetiyorsa yetsin,
Şebnem Ferah,Oyunlar,yüreksiz gözlerin olduğu bu yerde herkes gibi benim de yerim var yüzümden gitmeyen acı gülüşte hiç sönmeyen yangınların izi var yıktım duvarları yaramı sardım yalnızca bildiğim bir şarkı var ne iz ne söz eski bir şey kalmasın ardımda i̇smi bilinmez bir yerlere yolcuyum dikensiz gül olmaktansa kardelen olurum bizler büyürken durmaz büyür oyunlar bütün oyunlarda herkes kadar benim de payım var oh bütün oyunlarda herkes kadar benim de payım var,
Şebnem Ferah,Oyunun Sonu,hangi acılar hangi anılar eskimez zamanla hangi kalp temiz hangi gerçek iz aşınmaz yağmurda her şeyi gören bilenler anlatın neden dönmezler gidenler giden gelmiyor geri dönmüyor oyunun sonunda sonunda giden gelmiyor hayat denilen şey bir ipin ucunda ucunda hangi büyük aşk hangi büyük kin yok olmaz zamanla hangi yanardağ hangi fırtına durulmaz dünyada,
Şebnem Ferah,Özgürce Yaşa,hayat boyu dilersin o gün için ömür boyu beklersin tam o an için geçmiş uzakta kalmış yarınsa yaklaşmaz kaybetmeye gerek yok bulmak için zaman geçmek bilmez önce sonra yıllar sayamazsın bir bakmışsın geçip gitmiş hayat özgürlüğün zerresinde varsa dünya çizgisinde kaç kez ilkbahar kaç kez sonbahar kaç kez verir hayat anlam değer vermezsin mutlu olmak için kimse dinletemez bazen anlatırlarken sonra duymak istersin hepsi gitmişler gitmişler zaman geçmek bilmez önce sonra yıllar kaçırırsın bir bakmışsın geri dönmüş özgürlüğün sesinde özgürlüğün zerresinde,
Şebnem Ferah,Parmak İzi,sustuklarım mıyım söylediklerim mi bulduklarım mıyım kaybettiklerim mi aldıklarım mıyım verdiklerim mi seçtiklerim miyim vazgeçtiklerim mi yazdıklarım mıyım sildiklerim mi devrimlerim mi evrimlerim mi vardıklarım mıyım gittiklerim miyim ektiklerim miyim biçtiklerim mi sevdiğim sövdüğüm yaktığım bozduğum her an şahit dünyanın gözü öldüğüm dirildiğim gittiğim döndüğüm her yer şahit hep parmak izi parmak izi övdüklerim miyim yerdiklerim mi kabullerim miyim reddettiklerim mi kaldıklarım mıyım geçtiklerim mi yaktıklarım mıyım söndürdüklerim mi i̇ndiğim çıktığım koştuğum durduğum uslandığım delirdiğim hürlüğüm esaretim herkes şahit hep parmak izi,
