artist,song_title,lyrics,mood
Duman,Her Şeyi Yak,"21 ContributorsHer Şeyi Yak Lyrics

Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp, okşa; istersen öldür
Aşk için ölmeli aşk, o zaman aşk
Aşk için ölmeli aşk, o zaman aşk

Seni içime çektim bir nefeste
Yüreğim tutuklu, göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter, hazırım bak
Aşk için ölmeli aşk, o zaman aşk

Allah'ım, Allah'ım; ateşlere yürüyorum
Allah'ım acı ile, aşk ile büyüyorum

Beni yor hasretinle, sevginle yor
Sevgisizlik ayrılıktan daha zor
Dilediğin kadar acıt canımı
Varlığın da yokluğun  da yetmiyor
Varlığın da yokluğun da yetmiyor

Allah'ım, Allah'ım; ateşlere yürüyorum
Allah'ım acı ile, aşk ile büyüyorum

Beni yak kendini yak, her şeyi yak
Bir kıvılcım yeter, ben hazırım bak
İster öp, okşa; istersen öldür
Aşk için ölmeli aşk, o zaman aşk
Aşk için ölmeli aşk, o zaman aşk

Seni içime çektim bir nefeste
Yüreğim tutuklu göğsüm kafeste
Yanacağız ikimiz de ateşte
Bir kıvılcım yeter hazırım bak
Aşk için ölmeli aşk o zaman aşk

Beni yak kendini yak her şeyi yak
Bir kıvılcım yeter ben hazırım bak
İster öp, okşa; istersen öldür
Aşk için ölmeli aşk o zaman aşk
Aşk için ölmeli aşk o zaman aşk",üzgün
Levent Yüksel,Med Cezir,"4 ContributorsMedcezir Lyrics

Dökülür yedi verenler teninden
Rengarenk açarsın mevsimli mevsimsiz
Bir tanem değişir kokun
Isınır kanın beni yakarsın
Vazgeçilir gibi değil bu med cezirler

Fırtınam, felaketim, hasretim
Yetmiyor, sevişmeler yetmiyor
Şiddetin ne hoş, ne güzel şefkatin
Sevdikçe sevesim geliyor
Ölene kadar peşindeyim bırakmam

Tutuşur geceler yanar, geceler söner
Bedenim altüst, sarhoş başım döner
Karışır terime karışır terinin tuzu bir tanem
Vazgeçilir gibi değil, bu med cezirler

Fırtınam, felaketim, hasretim
Yetmiyor, sevişmeler yetmiyor
Şiddetin ne hoş, ne güzel şefkatin
Sevdikçe sevesim geliyor
Ölene kadar peşindeyim bırakmam",üzgün
Nil Karaibrahimgil,Resmen Aşığım,"6 ContributorsResmen Aşığım Lyrics
Sanki o putmuş gibi
Hayat sırf buymuş gibi
Hem aç hem tokmuş gibi
Hem var hem yokmuş gibi
Ben ona resmen aşığım

Onu benden almasınlar
Bize bulaşmasınlar
Arayıp sormasınlar
Kıskandırıp durmasınlar
Ben ona resmen aşığım

Hem ilk hem sonmuş gibi
En güzeli oymuş gibi
Bunca yıl beklemiş gibi
Beklediğime değmiş gibi
Ben ona resmen...
Şeytanla bir olmuş gibi
Küt diye gidecek gibi
Her yöne sapacak
Ne yap desen yapacak gibi
Ben ona resmen aşığım

Onu benden almasınlar
Bize bulaşmasınlar
Arayıp sormasınlar
Kıskandırıp durmasınlar
Ben ona resmen aşığım
Hem ilk hem sonmuş gibi
En güzeli oymuş gibi
Bunca yıl beklemiş gibi
Beklediğime değmiş gibi
Ben ona resmen...


Onu benden almasınlar
Bize bulaşmasınlar
Arayıp sormasınlar
Kıskandırıp durmasınlar
Ben ona resmen aşığım
Hem ilk hem sonmuş gibi
En güzeli oymuş gibi
Bunca yıl beklemiş gibi
Beklediğime değmiş gibi
Ben ona resmen aşığım

İyi ki yapmışım
İyi ki yapmışım
İyi ki yapmışım
İyi ki yapmışım",üzgün
Athena,Ben Böyleyim,"3 ContributorsBen Böyleyim LyricsHayat bu kadar mı?
Bence değil
Birkaç sözüm var
Biraz senin gibi
Yıkılmayan duvarları var
Bazen esintili
Bazen uzak yakınlarım var
Ben, ben böyleyim kendi yolumda
Bırak, tutma beni
Kaybetsem de üzülmem asla
Ne boş kaygıların
Korkma bana hiçbir şey olmaz
Yanlış doğru gibi
Eksik kalan birkaç satırsa
Ve ben, ben böyleyim
Kendi yolumda
Hayat benim
Her anımı yaşadıkça sevesim var
Aldırmam hiç yağmurlara
Benim güzel hatalarım var
Bir an bile vazgeçmedim
Kendi yolumdan
Değer saklanma hiç
Geçer zaman böyle de geçer
Ya sev ister vazgeç
Beklentiler sadece üzer
Ayrı dünyalarda farklı farklı o kafalarda
Ve ben, ben böyleyim
Kendi yolumda

Hayat benim
Her anımı yaşadıkça sevesim var
Aldırmam hiç yağmurlara
Benim güzel hatalarım var
Bir an bile vazgeçmedim
Kendi yolumdan",üzgün
Sertab Erener,Açık Adres,"5 ContributorsAçık Adres (SAYGI1) Lyrics

Sorma bu ara şu hâlimi
Bu acıların hepsi mi daimî?
Yazık oldu her iki tarafa da
Şimdi sence daha iyi mi?
Sorma bu ara şu hâlimi
Bu acıların hepsi mi daimî?
Yazık oldu her iki tarafa da
Şimdi sence daha iyi mi?

Bi' gün oldu, iki gün oldu, ay oldu, yıl oldu ümitlere
Unutmuyor gönlüm seni, seviyor her gün, her gece
Yoruldu, duruldu, kırıldı, vuruldu bi' kaç kere
Yazılıdır hepsi hikâyede

Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?
Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Nеresi yören?

Sorma bu ara şu hâlimi
Bu acıların hepsi mi daimî?
Yazık oldu hеr iki tarafa da
Şimdi sence daha iyi mi?

Bi' gün oldu, iki gün oldu, ay oldu, yıl oldu ümitlere
Yazılıdır hepsi hikâyede

Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?
Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?

Yoruldu, duruldu, kırıldı, vuruldu bi' kaç kere
Yazılıdır hepsi hikâyede

Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?
Yok mu bi' haber alan? Yok mu gören?
Bu mudur âdetin? Bu mudur tören?
Yaz ya da söyle, bulamadım böyle
Neresi açık adresin? Neresi yören?

Neresi yören? Neresi yören?",üzgün
Manuş Baba,Eteği Belinde,"5 ContributorsTranslationsEnglishEteği Belinde Lyrics

Geliyor bak kalem kaşlı
Eteği belinde gül de takmış, gül de takmış
Al dudaklar, mor sümbüller
Öyle de güzel ince de belli, ince de belli

Yar beline beline sarılamam, ah geceden duramam
Ah öteden beriden bakış atma ah yerimde duramam
Ah yıkadım kuruttum çarşafı, serdim ipek yorganı
Ah günahı sevabı boynuma, gel bu gece koynuma

Dedim ona, ey güzel!
Böyle mi geçer bu geceler, bu geceler?
Neymiş anam bizim bu keder
Ne zamana kadar böyle gider, böyle gider?

Yar beline beline sarılamam, ah geceden duramam
Ah öteden beriden bakış atma ah yerimde duramam
Ah yıkadım kuruttum çarşafı, serdim ipek yorganı
Ah günahı sevabı boynuma, gel bu gece koynuma


Yar beline beline sarılamam, ah geceden duramam
Ah öteden beriden bakış atma ah yerimde duramam
Ah yıkadım kuruttum çarşafı, serdim ipek yorganı
Ah günahı sevabı boynuma, gel bu gece koynuma
Yar beline beline sarılamam, ah geceden duramam
Ah öteden beriden bakış atma ah yerimde duramam
Ah yıkadım kuruttum çarşafı, serdim ipek yorganı
Ah günahı sevabı boynuma, gel bu gece koynuma",üzgün
Candan Erçetin,Parçalandım,"2 ContributorsParçalandım LyricsParçalandım
Ve her bir parçam ayrı yere bıraktım
Birini açık denizlerin en derin yerine attım
Kürek çektim, uzaklaştım, dönüp arkama bakmadım bile
Birini yüksek dağların zirvesine çıkardım
Hiç kimse kurtarmasın, kurda kuşa yem olsun diye
Birini hiç unutmadığım o küçük şehirde bıraktım
Dönemedim, kimbilir, belki dönsem de bulamazdım
Önce savruldum yok oldum
Sonra dinlendim duruldum
Ve her giden parçam yerine
Yenisini doğurdum
Daha güçlü, daha sakin
Daha mutlu, daha suskun
Daha olgun, daha kırgın
Daha yalnız, daha yorgun
Birini tandık bir vişne ağacının dibine ektim
Soramadım filizlendi mi, sürgün verdi mi

Birini çok sevdiğim bir dostta unuttum
Istedim, geri vermedi, meğer benden pek haz etmezmiş
Birini büyük bir aşk uğruna ateşlere attım
Bilerek, isteyerek, ama asla pişman olmadım",üzgün
Cem Karaca,Deniz Üstü Köpürür,"12 ContributorsDeniz Üstü Köpürür Lyrics
Deniz üstü köpürür
Hey hey canım, rinna nay, rinna rinna nay
Kayığa da binsen götürür
Hey canım, hey
Benim de şu cihana gelişim
Hey hey canım, rinna nay, rinna rinna nay
Bir güzelden ötürü
Hey canım, hey

Deniz üstü yelkenden
Hey hey canım, rinna nay, rinna rinna nay
Ecel geldi erkenden
Hey canım, hey
Denizin ortasında
Hey hey canım, rinna nay, rinna rinna nay
Mum yanar sofrasında
Hey canım, hey

Benim de şu cihandan gidişim
Hey hey canım rinna nay, rinna rinna nay
Memleket sevdasından
Hey canım, hey
Benim de bu cihandan gidişim
Hey hey canım, rinna nay, rinna rinna nay
Memleket sevdasından, memleket sevdasından
Memleket sevdasından, memleket sevdasından
Hey canım, hey

Hey, hey, hey, hey, hey, hey",üzgün
Mabel Matiz,Fırtınadayım,"8 ContributorsFırtınadayım Lyrics


Bitmez oyun
Bitmez oyun, kızarsam
Yerde kanım
Şimdi ne fayda, kazansam?

Fırtınadayım, bi' fırtınadayım
Gözümün gördüğü göğsümün bildiğiyle bir değil

Yalnız değil, yanlış değilsin, utanma
Rüyan senin
Al bi' de bunu bur'dan yak

Fırtınadayım, bi' fırtınadayım
Gözümün gördüğü göğsümün bildiğiyle bir değil

Vurma sen onları, gencecik oğlanları
Bunlar hep o ihtiyar dünyanın yalanları
Bak bana, gör kendini, böyledir bu can dili
Öyle bir sev ki, artık korkular tükenmeli
Vurma sen onları, gencecik oğlanları
Bunlar hep o ihtiyar dünyanın yalanları
Bak bana gör kendini, böyledir bu can dili
Öyle bir sev ki, artık sorgular tükenmeli
Bu kavga tükenmeli, ayrılık tükenmeli
Bu savaş tükenmeli, en başa dönülmeli",üzgün
Fikret Kızılok,Gözler,"2 ContributorsGözlerim Denizde Lyrics
Akşamın rengi suya dalıyor
Gözlerim denizde beni süzüyor

Gördüm, yalnızlığımı gördüm
Çok derinde bana bakıyor
Gördüm, yalnızlığımı gördüm
Çok derinde bana bakıyor

İçimdeki sonsuz duygular
Su kesilmiş yüzümde ellerimde

Vay benim, vay benim alınyazım, vay ıssızlığım
Vay benim, vay benim alınyazım, vay gözyaşlarım

İçimdeki sonsuz duygular
Su kesilmiş yüzümde ellerimde

Vay benim, vay benim alınyazım, vay gözyaşlarım
Vay benim, vay benim alınyazım, vay gözyaşlarım",üzgün
Müslüm Gürses,Adını Sen Koy,"4 ContributorsAdını Sen Koy Lyrics“Adini Sen Koy”, is from Müslüm Gürses' “Daglarda Kar Olsaydim” album , which came out in 29 July, 1993. The song is very popular, and it has been sung by many artists in Turkey fx. Halil Sezai and Linet.… Read More Özlerim ben seni seninle bile
Vuslat mı, hasret mi, adını sen koy
Aşkınla yakıp da düşürdün dile
Sevgi mi, nefret mi, adını sen koy
Özlerim ben seni seninle bile
Vuslat mı, hasret mi, adını sen koy
Aşkınla yakıp da düşürdün dile
Sevgi mi, nefret mi, adını sen koy

İlk ve son aşkımdın gençlik çağımda
Sevgi çiçeğimdin gönül bağımda
Öyle yer etmiştin kalp otağımda
Sıla mı, gurbet mi
Adını sen koy, adını sen koy
İlk ve son aşkımdın gençlik çağımda
Sevgi çiçeğimdin gönül bağımda
Öyle yer etmiştin kalp otağımda
Sıla mı, gurbet mi
Adını sen koy, adını sen koy
Aşkın ateşi yakar kavurur
Rüzgarın oğlusun aşkla savurur
Bağır delersin bakınca durur
Nazar mı, hiddet mi, adını sen koy
Aşkın ateşi yakar kavurur
Rüzgarın oğlusun aşkla savurur
Bağır delersin bakınca durur
Nazar mı, hiddet mi, adını sen koy

İlk ve son aşkımdın gençlik çağımda
Sevgi çiçeğimdin gönül bağımda
Öyle yer etmiştin kalp otağımda
Sıla mı, gurbet mi
Adını sen koy, adını sen koy
İlk ve son aşkımdın gençlik çağımda
Sevgi çiçeğimdin gönül bağımda
Öyle yer etmiştin kalp otağımda
Sıla mı, gurbet mi
Adını sen koy, adını sen koy",üzgün
İbrahim Tatlıses,Ben de İnsanim,"1 ContributorBen de İnsanım LyricsBende Insanim
Sevdim sevmedi gittim gelmedi
Harcama bu askimi dedim dinlemedi
Kiymetim yokmus yarin gözünde
Elveda bile demeden beni terk etti
Suyun sesiydi, gülün rengiydi
Aski yüregimde herseyin üstündeydi
Ellere kandi, kalbimi yakti
Ben mecnundum benim leylam olamadi
Bende insanim güler aglarim
Yüreginden, yüreginden koparma beni
Bende insanim güler oynarim
Yüreginden yüreginden koparma beni",üzgün
Gripin,Aşk Nerden Nereye,"8 ContributorsAşk Nerden Nereye Lyrics

Bu ilk defa değil ki
Kimselere inanmadım
Yalanlar söylemeye başladığım günden beri
Bu ilk defa
Cesaretimi topladım, gururumu ezdim geçtim
Bir zeybek gibi dimdik dikildim tam karşında
Son bir defa
Bugün fal bakmayı öğrendim elini tutabilmek için

Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?

Bu ilk defa değil ki
Kimselere inanmadığım
Yalanlar söylemeye başladığım günden beri
Bu ilk defa
Körfez'e döndüm yüzümü bir zeybek gibi dimdik
Yalnızlıklardan ördüğüm duvarları yıkmak için
Sonsuza kadar
Bugün fal bakmayı öğrendim elini tutabilmek için

Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?


Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?
Son bir defa
Boynuna sarılıp gitsem
Huzuru koklasam Ege'de
Aşk ner'den nereye?
Soldan sağa dört harf ölüm
Yazılmamış beş harf hayat
Aşk ner'den nereye?",üzgün
Deniz Seki,İyisin Tabi,"1 Contributorİyisin Tabi Lyrics
Kim bilir, hayallerin kimlerin elinde kırılmış?
Kimler dokunmuş bilip bilmeden kalbine
Hissetmeden, öylesine
Hangimiz, hayatını anlatırsa roman olur?
İhanetin dizelerinde damlalar savrulur
Geçmez sanırsın aşk, matemin
Sen bekle de, ben beklerim
Bir tek bana, kötüyüm deme
İyisin tabii, sen söyleyen ben dinleyen
Rahat tabii, bir varmışım, bir yokmuşum
Ne güzel değil mi? mehtap gibi
İyisin tabii, sen sevildin bеn bekledim
Rahat değil mi? bir varmışım, bir yokmuşum
Nе güzel tabii, mehtap gibi!
Ben o kadar emin olamam
Bugünden yarına rahat duramam
Aşkı duvarıma süs yapamam, yok sayamam
Ben o kadar emin olamam
Bugünden yarına rahat bakamam
Aşkı yüreğime kilit vurarak, saklayamam
Hangimiz hayatını anlatırsa roman olur?
İhanetin dizelerinde damlalar savrulur
Geçmez sanırsın aşk, matemin
Sen bekle de, ben beklerim
Bir tek bana, kötüyüm deme
İyisin tabii, sen söyleyen ben dinleyen
Rahat tabii, bir varmışım, bir yokmuşum
Ne güzel değil mi? mehtap gibi
İyisin tabii, sen sevildin ben bekledim
Rahat değil mi? bir varmışım, bir yokmuşum
Ne güzel tabii, mehtap gibi
Ben o kadar emin olamam
Bugünden yarına rahat duramam
Aşkı duvarıma süs yapamam, yok sayamam
Ben o kadar emin olamam
Bugünden yarına rahat bakamam
Aşkı yüreğime kilit vurarak, saklayamam
İyisin tabii, sen sevildin ben bekledim
Rahat tabi, bir varmışım, bir yokmuşum
Ne güzel değil mi, mehtap gibi
İyisin tabii (iyisin tabii) sen sevildin, ben bekledim
Rahat değil mi? bir varmışım, bir yokmuşum
Ne güzel tabii, mehtap gibi
İyisin tabii (iyisin tabii)
Rahat tabi (rahat tabi)
Ne güzel değil mi? (aaah) mehtap gibi (aaah)
İyisin tabii (iyisin tabii) sen sevildin, ben bekledim
Rahat değil mi? rahat tabi
Ne güzel tabii, ne güzel değil mi? mehtap gibi",üzgün
Bora Duran,Sen de Gidersen,"1 ContributorSen de Gidersen LyricsBeni koyamazsın eller yerine
Kalbimi kıramazsın suçum ne ki söyle
Sen beni koyamazsın eller yerine
Kalbimi kıramazsın suçum ne ki söyle
Gülmüyor sensiz yüzüm
Hayat zalim bir hüzün
Bense çektiğim kadar, derdin tesellisini bilirim
Şimdi sen de gidersen böyle
Kim çeker nazımı söyle
Sen üzülme bi tanem aşk acısı bu
Ben çekerim kime ne
Amman, amman bırakırsan düşerim en derine
Amman, amman kaybolursan adım çıkar serseriye
Amman, amman bırakırsan düşerim en derine
Amman, amman kaybolursan adım çıkar serseriye
Beni koyamazsın eller yerine
Kalbimi kıramazsın suçum ne ki söyle
Sen beni koyamazsın eller yerine
Kalbimi kıramazsın suçum ne ki söyle
Gülmüyor sensiz yüzüm
Hayat zalim bir hüzün
Bense çektiğim kadar, derdin tesellisini bilirim
Şimdi sen de gidersen böyle
Kim çeker nazımı söyle
Sen üzülme bi tanem aşk acısı bu
Ben çekerim kime ne

Amman, amman bırakırsan düşerim en derine
Amman, amman kaybolursan adım çıkar serseriye
Amman, amman bırakırsan düşerim en derine
Amman, amman kaybolursan adım çıkar serseriye
Gülmüyor sensiz yüzüm
Hayat zalim bir hüzün
Bense çektiğim kadar, derdin tesellisini bilirim
Şimdi sen de gidersen böyle
Kim çeker nazımı söyle
Sen üzülme bi tanem aşk acısı bu
Ben çekerim kime ne",üzgün
Yeni Türkü,Olmasa Mektubun,"3 ContributorsOlmasa Mektubun Lyrics

Olmasa mektubun, yazdıkların olmasa
Kim inanır senle ayrıldığımıza
Sanma unutulur, kalp ağrısı zamanla
Her şeyi unutarak yaşanır sanma

Neydi bir arada tutan şey ikimizi
Birleştiren neydi ellerimizi
Bırak bana anlatma imkânsız sevgimizi
Sevmek birçok şeyi göze almaktır
Olmasa mektubun, yazdıkların olmasa
Kim inanır senle ayrıldığımıza

Baksana geçmişe, ne çok anıyla yüklü
Nerde o taverna, nerde sinema
Harcanmış zamanlar yeniden yaşanmaz ki
Geç kaldıktan sonra arama boşa

Neydi bir arada tutan şey ikimizi
Birleştiren neydi ellerimizi
Bırak bana anlatma imkânsız sevgimizi
Sevmek birçok şeyi göze almaktır
Olmasa mektubun, yazdıkların olmasa
Kim inanır senle ayrıldığımıza",üzgün
Athena,Ses Etme,"4 ContributorsSes Etme LyricsKovalıyorsun kendi kendini
""Hayat buysa ben yokum"" der gibi
Dönüyorsun hep aynı yere
Yeni baştan başlıyormuş gibi
Sar yaranı, mikrop kapmasın
Varsa bir bardak su iç üstüne
Oh, geçer, geçer biraz aslında
Sonra bir bakmışsın, boş bir oda
Ayartıyor kalbini
Dolaşırsa kanında deli deli
Erirsin de çaresi yok
İncitiyor, dur, sakın ses etme
Bu satırı sen yazdın, bu onun suçu değil
Öyle ol istedin, geber istedin
Oh, teker teker nasıl yazdınsa
Öylesine bakmışsın
İşte o kadar
Aah, kırar gibidir
Ooh, sever gibidir
Ooh, ooh, aslında
Aah, aah, sever gibidir",üzgün
Keremcem,Eylül,"2 ContributorsEylül LyricsSenden aldým yine ilhamý
Yüzünden aldým gözümden gitmiyor aþkým
Bekleme kendini göster
Benden aldýn beni bitanem
Götürdün ama uzaktan olmuyor aþkým
Bi haber kendini gönder
Eylülün ortasýnda ha yak beni yaðmur öncesi
Kýrmýzýlar içinde güller kýskanýr seni
Ey aþk nihayet
Kalmadý yarama basmayan
Gül yerine diken kokladým
Çal kapýyý gel yar yine
Aþkýna nihavent þarkýlarla avundum
Sen yerine hüzünle doldum
Öyleki sana vuruldum
Çalsýn nihavent
Ellere inat devam et
Öylece dokunup öp beni
Yokluðu acýtan sevgili
Affet...",üzgün
İrem Derici,Kalbimin Tek Sahibine,"4 ContributorsKalbimin Tek Sahibine LyricsDualar eder insan
Mutlu bi' ömür için
Sen varsan her yer huzur
Huzurla yanar içim
Dualar eder insan
Mutlu bi' ömür için
Sen varsan her yer huzur
Huzurla yanar içim
Çok şükür, bin şükür seni bana verene
Yazmasın tek günümü sensiz kadere
Ellerimiz bir, gönüllerimiz bir
Vedalar, denizler engeldir sevene
Bu şarkı, kalbimin tek sahibine
Ömürlük yârime, gönül eşime
Bahar sensin bana, gülüşün cennet
Melekler nur saçmış, aşkım, yüzüne
Dualar eder insan
Mutlu bi' ömür için
Sen varsan her yer huzur
Huzurla yanar içim
Çok şükür, bin şükür seni bana verene
Yazmasın tek günümü sensiz kadere
Ellerimiz bir, gönüllerimiz bir
Vedalar, denizler engeldir sevene

Bu şarkı, kalbimin tek sahibine
Ömürlük yârime, gönül eşime
Bahar sensin bana, gülüşün cennet
Melekler nur saçmış, aşkım, yüzüne
Bu şarkı, kalbimin tek sahibine
Ömürlük yârime, gönül eşime
Bahar sensin bana, gülüşün cennet
Melekler nur saçmış, aşkım, yüzüne
Melekler nur saçmış, aşkım, yüzüne",üzgün
Gülşen,Sakıncalı,"1 ContributorSakıncalı LyricsYanıyor içim dışım bir garip hâlde
Ne sözüm geçer ne gücüm yeter bu kalbe
Yolunu çizdi çoktan düşünmeden sonunu
Bilmiyor bu aşk yakacak onu pare pare
Tutuldum sakıncalı bir sevgiliye
Zarardasın ey kalbim dön geriye
Al Tanrım aklımı
Ki zaten bende değil
Al Tanrım kalbimi
Bu aşk hakkım değil",üzgün
Nilüfer,Son Perde,"4 ContributorsSon Perde LyricsAyrılık kol geziyor
Acılar pek yakında
Bu filmi görmüştüm ben
Senden önce defalarca
Ağlama yüreğim yar gelmez
Gelse de artık fark etmez
Ha döndü dönecek ömür bitiyor
Kış ortasında bahar gelmez
Ah kaçıncı darbe bu
Ah kaçıncı perde
Anlamıyor yüreğim gel de kendin söyle
Bilirim son perde bu
Hadi git sakın durma
Tanıdım birçok giden
Senden önce vefasızca",üzgün
Ayten Alpman,Ben Varım,"4 ContributorsBen Varım Lyrics

Bir akşam gözünde aşk tüterse
Geçmiş günler aklından geçerse
Kalbin bomboş ümitler biterse
Sen üzülme, ben varım
Neler geçti kim bilir başından
Sevgi umdun hep başkalarından
Ağlama gidenlerin ardından
O giderse ben varım

Zaman durdu sanki beklerken seni
Ben bir tek sevgiye bağladım kalbimi

Ayrılmam istersen hiç yanından
Çağırsan gelirim çok uzaklardan
Eskiden korkardım yalnızlıktan
Korkmam artık sen varsın


Zaman durdu sanki beklerken seni
Ben bir tek sevgiye bağladım kalbimi

Ayrılmam istersen hiç yanından
Çağırsan gelirim çok uzaklardan
Eskiden korkardım yalnızlıktan
Korkmam artık sen varsın",üzgün
Can Bonomo,Seninle,"4 ContributorsSenin Olmadan Ölemem LyricsSen gül yine açsın çiçekler yüzünde
Ben yine yalnız, ben perişan
Sen bana bakma, mutsuzum ben çok yerimde
İhtiyar bir ruhum, her şeye karışan
Sen bana bakma, mutsuzum ben çok yerimde
İhtiyar bir ruhum, her şeye karışan
Bir ışık yaksan
Bir adım atsan
Artık hiç yoksan ben
Senin olmadan ölemem
Verdiğim sözden dönemem
Zaman sensiz geçmiyor madem
Ömrüm hiç bitmeyen bir matem
Sensin benim tek meselem
Sen beni öpsen bu kabuslar geçerdi
Ben yine hasta, ben alıngan
Bırakıp gitsen çiçeklerim küserdi
Dudağı bükük bir çocuk gibi kırılgan
Bırakıp gitsen çiçeklerim küserdi
Dudağı bükük bir çocuk gibi kırılgan
Bir ışık yaksan
Bir adım atsan
Artık hiç yoksan ben
Senin olmadan ölemem

Verdiğim sözden dönemem
Zaman sensiz geçmiyor madem
Ömrüm hiç bitmeyen bir matem
Sensin benim tek meselem
Sensin benim tek meselem
Verdiğim sözden dönemem
Zaman sensiz geçmiyor madem
Ömrüm hiç bitmeyen bir matem
Sensin benim tek meselem",üzgün
Barış Manço,Kol Düğmeleri,"9 ContributorsKol Düğmeleri LyricsBarış Manço'nun bestelediği ilk şarkı olma özelliğini taşıyan “Kol Düğmeleri”, ilk olarak 1963 yılında Barış Manço'nun Kaygısızlar grubu ile doldurduğu “Bizim Gibi / Golly Miss Golly” adlı 45'lik plakta yer… Read More 

Hatırlarım bugün gibi sessiz geçen son geceyi
Başın öne eğik bir suçlu gibi bana verdiğin hediyeyi
İki küçük kol düğmesi, bütün bir aşk hikâyesi
İki düğme ayrı kolda
Bizim gibi ayrı yolda

Akşam olunca sustururum herkesi, her, her şeyi
Gelir kol düğmelerinin birleşme saati
Usul usul çıkarır, koyarım kutuya, yan yana
Bitsin bu işkence, kalsınlar bir arada

Heyhat sabah gün ışıldar, yalnız gece buluşanlar
Yaşlı gözlerle ayrılırlar, düğmeler gibi, bizim gibi

Bizim gibi ayrılırlar
Bizim gibi ayrılırlar
Bizim gibi ayrılırlar",üzgün
Kalben,Yalnızlık,"1 ContributorYalnızlık Bana Kalan Lyricsİsterdim ben de daha iyi biri olmak
Tek başıma tatile çıkıp pişman olmamak falan
Cildi daha parlak, daha komik, daha vurdumduymaz
Bana uzak sana layık olmak
Denedin sen de aslında beni sevmeyi
Kafan karışıktı belki, ya da korktun yalnızlıktan
Kolay değil, sorun değil, senden tek bir şey istedim
Sev beni, bana mecbur olma
Merak etme mahvolmam
İyileştirir zaman
Olmazdı zaten biraz parçalanmadan
En sonunda, yalnızlık bana kalan
İsterdim sırdaşın, ilk aşkın olmayı
Terk ettiğin değil aklın kayınca bi’ başkasına
Alıştım yavaş yavaş her şeye, hala en zoru
Sevilmeden sana ait olmak
Merak etme mahvolmam
İyilеştirir zaman
Olmazdı zaten biraz parçalanmadan
En sonunda, yalnızlık bana kalan
(yalnızlık bana kalan)
(bana kalan)
(En sonunda)
(yalnızlık bana kalan)",üzgün
Cem Belevi,Yıldız,"1 Contributor4 Yıldızlı Aşkımız Lyrics

Ant içmişti aslanlar, dört yıldızı takmaya
Tarihler yaza yaza, golleri ata ata
Yönetim ve taraftar, hep inandık yürekten
Zorlu yollardan geçtik, yürüdük hep bu yolda

Her maçtayız yanında, kalbimiz Arena'da
Cimbom bizim şarkımız, dört yıldızlı aşkımız

Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay

Ant içmişti aslanlar, dört yıldızı takmaya
Tarihler yaza yaza, golleri ata ata
Yönetim ve taraftar, hep inandık yürekten
Zorlu yollardan geçtik, yürüdük hep bu yolda

Her maçtayız yanında, kalbimiz Arena'da
Cimbom bizim şarkımız, dört yıldızlı aşkımız

Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay

Her maçtayız yanında, kalbimiz Arena'da
Cimbom bizim şarkımız, dört yıldızlı aşkımız

Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay
Lay lay lay lay, lay lay lay",üzgün
